1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          18.31          ---          ---     20.86500        73.96 
Gets          18.31      1482.22         0.80     88.34600      5989.55 
Waits          0.00          ---          ---      0.00000          --- 
Totals        36.62      1482.22         0.80     54.60600      6063.51 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.200         0.08
SET       2.400         0.31
SET       2.500         0.39
SET       2.600         0.55
SET       2.700         0.70
SET       2.800         1.01
SET       2.900         1.56
SET       3.000         1.64
SET       3.100         1.87
SET       3.200         2.03
SET       3.300         2.50
SET       3.400         2.65
SET       3.500         2.96
SET       3.600         3.28
SET       3.700         3.59
SET       3.800         3.82
SET       3.900         4.21
SET       4.000         4.37
SET       4.200         4.84
SET       4.300         5.15
SET       4.400         5.23
SET       4.500         5.30
SET       4.600         5.54
SET       4.700         5.77
SET       4.800         6.01
SET       4.900         6.16
SET       5.000         6.40
SET       5.100         6.55
SET       5.200         7.18
SET       5.300         7.49
SET       5.400         7.64
SET       5.500         7.88
SET       5.600         7.96
SET       5.700         8.11
SET       5.800         8.19
SET       5.900         8.35
SET       6.000         8.58
SET       6.100         8.74
SET       6.200         8.97
SET       6.500         9.13
SET       6.600         9.20
SET       6.700         9.36
SET       6.800         9.52
SET       6.900         9.67
SET       7.000         9.91
SET       7.100        10.14
SET       7.200        10.30
SET       7.300        10.53
SET       7.400        10.76
SET       7.500        10.84
SET       7.600        11.00
SET       7.700        11.15
SET       7.800        11.23
SET       7.900        11.62
SET       8.000        11.70
SET       8.200        11.86
SET       8.300        11.93
SET       8.400        12.17
SET       8.500        12.48
SET       8.600        12.79
SET       8.700        12.87
SET       8.800        13.10
SET       8.900        13.18
SET       9.000        13.49
SET       9.100        13.57
SET       9.200        13.65
SET       9.300        13.96
SET       9.400        14.35
SET       9.500        14.51
SET       9.600        14.59
SET       9.700        14.82
SET       9.800        15.05
SET      10.000        15.91
SET      11.000        18.02
SET      12.000        19.89
SET      13.000        23.48
SET      14.000        28.16
SET      15.000        38.22
SET      16.000        45.01
SET      17.000        48.21
SET      18.000        49.14
SET      19.000        49.61
SET      20.000        49.92
SET      21.000        50.47
SET      22.000        50.86
SET      23.000        51.72
SET      24.000        53.12
SET      25.000        54.37
SET      26.000        56.32
SET      27.000        59.20
SET      28.000        62.32
SET      29.000        68.64
SET      30.000        81.59
SET      31.000        95.48
SET      32.000        97.19
SET      33.000        97.97
SET      34.000        98.05
SET      35.000        98.28
SET      36.000        98.60
SET      37.000        98.75
SET      38.000        98.83
SET      40.000        98.91
SET      41.000        98.99
SET      42.000        99.06
SET      44.000        99.14
SET      45.000        99.22
SET      46.000        99.69
SET      47.000        99.84
SET      50.000        99.92
SET      54.000       100.00
---
GET      25.000         0.08
GET      30.000         0.16
GET      31.000         0.23
GET      32.000         0.31
GET      33.000         0.39
GET      36.000         0.47
GET      38.000         0.55
GET      41.000         0.62
GET      42.000         0.70
GET      43.000         0.86
GET      45.000         0.94
GET      46.000         1.25
GET      47.000         1.72
GET      48.000         2.81
GET      49.000         3.04
GET      50.000         3.35
GET      51.000         3.74
GET      52.000         4.21
GET      53.000         4.52
GET      54.000         5.07
GET      55.000         5.30
GET      56.000         5.38
GET      57.000         5.62
GET      58.000         6.08
GET      59.000         6.63
GET      60.000         7.18
GET      61.000         7.41
GET      62.000         8.35
GET      63.000        13.03
GET      64.000        15.29
GET      65.000        16.85
GET      66.000        18.10
GET      67.000        19.50
GET      68.000        20.20
GET      69.000        20.67
GET      70.000        21.45
GET      71.000        22.07
GET      72.000        22.78
GET      73.000        23.40
GET      74.000        24.18
GET      75.000        24.57
GET      76.000        25.59
GET      77.000        26.83
GET      78.000        30.50
GET      79.000        38.38
GET      80.000        40.80
GET      81.000        43.29
GET      82.000        44.93
GET      83.000        46.57
GET      84.000        47.50
GET      85.000        47.97
GET      86.000        48.52
GET      87.000        49.45
GET      88.000        50.16
GET      89.000        51.09
GET      90.000        51.48
GET      91.000        52.34
GET      92.000        52.96
GET      93.000        54.37
GET      94.000        60.84
GET      95.000        66.77
GET      96.000        69.27
GET      97.000        71.14
GET      98.000        72.85
GET      99.000        73.48
GET     100.000        76.21
GET     110.000        92.43
GET     120.000        95.32
GET     130.000        97.74
GET     140.000        99.22
GET     150.000        99.30
GET     160.000        99.77
GET     170.000        99.84
GET     190.000        99.92
GET     220.000       100.00
---
