1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          18.37          ---          ---     21.37500        74.21 
Gets          18.37      1487.14         0.83     87.47100      6009.42 
Waits          0.00          ---          ---      0.00000          --- 
Totals        36.74      1487.14         0.83     54.42300      6083.63 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.200         0.08
SET       2.300         0.16
SET       2.400         0.31
SET       2.700         0.54
SET       2.800         0.62
SET       2.900         0.85
SET       3.000         0.93
SET       3.100         1.01
SET       3.200         1.17
SET       3.300         1.24
SET       3.400         1.40
SET       3.500         1.79
SET       3.600         2.25
SET       3.700         2.56
SET       3.800         2.87
SET       3.900         2.95
SET       4.000         3.19
SET       4.100         3.34
SET       4.200         3.57
SET       4.300         3.89
SET       4.400         4.04
SET       4.500         4.35
SET       4.600         4.58
SET       4.700         4.66
SET       4.800         4.90
SET       4.900         4.97
SET       5.000         5.36
SET       5.100         5.59
SET       5.200         5.83
SET       5.300         6.06
SET       5.400         6.45
SET       5.500         6.84
SET       5.600         7.07
SET       5.700         7.46
SET       5.800         7.61
SET       5.900         7.69
SET       6.000         7.85
SET       6.100         8.00
SET       6.200         8.24
SET       6.300         8.47
SET       6.400         8.70
SET       6.500         8.94
SET       6.600         9.09
SET       6.800         9.25
SET       6.900         9.40
SET       7.000         9.71
SET       7.100         9.95
SET       7.200        10.02
SET       7.300        10.33
SET       7.400        10.72
SET       7.500        10.80
SET       7.600        10.88
SET       7.800        11.03
SET       7.900        11.11
SET       8.000        11.34
SET       8.100        11.58
SET       8.300        11.81
SET       8.400        11.97
SET       8.500        12.20
SET       8.600        12.51
SET       8.700        12.90
SET       8.800        13.29
SET       8.900        13.52
SET       9.000        13.68
SET       9.100        13.83
SET       9.200        14.22
SET       9.300        14.37
SET       9.400        14.53
SET       9.500        14.69
SET       9.600        14.76
SET       9.700        14.92
SET       9.800        15.00
SET       9.900        15.15
SET      10.000        15.93
SET      11.000        18.18
SET      12.000        20.67
SET      13.000        24.94
SET      14.000        29.37
SET      15.000        36.99
SET      16.000        43.05
SET      17.000        44.52
SET      18.000        45.30
SET      19.000        46.39
SET      20.000        46.62
SET      21.000        47.01
SET      22.000        47.40
SET      23.000        48.41
SET      24.000        49.65
SET      25.000        51.44
SET      26.000        53.85
SET      27.000        58.20
SET      28.000        62.39
SET      29.000        68.61
SET      30.000        83.22
SET      31.000        94.79
SET      32.000        96.35
SET      33.000        97.44
SET      34.000        97.90
SET      35.000        98.29
SET      36.000        98.52
SET      37.000        98.60
SET      38.000        98.83
SET      39.000        98.91
SET      41.000        98.99
SET      43.000        99.15
SET      44.000        99.22
SET      45.000        99.46
SET      46.000        99.84
SET      47.000        99.92
SET     220.000       100.00
---
GET      30.000         0.08
GET      32.000         0.23
GET      33.000         0.47
GET      34.000         0.54
GET      36.000         0.62
GET      37.000         0.78
GET      41.000         0.85
GET      43.000         1.01
GET      44.000         1.17
GET      45.000         1.24
GET      46.000         1.40
GET      47.000         1.94
GET      48.000         2.95
GET      49.000         3.42
GET      50.000         3.89
GET      51.000         4.58
GET      52.000         4.97
GET      53.000         5.36
GET      54.000         5.59
GET      55.000         5.98
GET      56.000         6.29
GET      57.000         6.92
GET      58.000         7.38
GET      59.000         7.77
GET      60.000         8.00
GET      61.000         8.62
GET      62.000         9.25
GET      63.000        12.04
GET      64.000        14.45
GET      65.000        15.62
GET      66.000        16.94
GET      67.000        18.26
GET      68.000        18.96
GET      69.000        20.12
GET      70.000        20.51
GET      71.000        21.29
GET      72.000        22.38
GET      73.000        23.08
GET      74.000        23.54
GET      75.000        24.01
GET      76.000        24.48
GET      77.000        25.33
GET      78.000        28.44
GET      79.000        37.30
GET      80.000        40.71
GET      81.000        43.59
GET      82.000        46.00
GET      83.000        47.86
GET      84.000        48.87
GET      85.000        50.27
GET      86.000        50.74
GET      87.000        51.67
GET      88.000        52.45
GET      89.000        52.91
GET      90.000        53.61
GET      91.000        54.31
GET      92.000        54.93
GET      93.000        56.25
GET      94.000        62.63
GET      95.000        68.45
GET      96.000        71.41
GET      97.000        73.66
GET      98.000        74.51
GET      99.000        75.37
GET     100.000        78.63
GET     110.000        93.01
GET     120.000        96.11
GET     130.000        98.60
GET     140.000        99.61
GET     150.000        99.77
GET     160.000        99.84
GET     170.000        99.92
GET     190.000       100.00
---
