1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          18.84          ---          ---     20.32300        76.10 
Gets          18.84      1525.03         0.89     85.81700      6162.54 
Waits          0.00          ---          ---      0.00000          --- 
Totals        37.68      1525.03         0.89     53.07000      6238.63 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.300         0.30
SET       2.400         0.45
SET       2.500         0.68
SET       2.600         0.99
SET       2.700         1.29
SET       2.800         1.59
SET       2.900         1.74
SET       3.000         2.12
SET       3.100         2.58
SET       3.200         2.81
SET       3.300         3.03
SET       3.400         3.11
SET       3.500         3.34
SET       3.600         3.49
SET       3.700         3.79
SET       3.800         4.02
SET       3.900         4.17
SET       4.000         4.40
SET       4.100         4.62
SET       4.200         4.85
SET       4.300         5.38
SET       4.400         5.61
SET       4.500         5.91
SET       4.600         6.22
SET       4.700         6.52
SET       4.800         6.67
SET       4.900         6.97
SET       5.000         7.20
SET       5.100         7.28
SET       5.200         7.43
SET       5.300         7.73
SET       5.400         8.04
SET       5.500         8.26
SET       5.600         8.57
SET       5.700         8.64
SET       5.800         8.79
SET       5.900         9.02
SET       6.000         9.33
SET       6.100         9.48
SET       6.200         9.55
SET       6.300         9.86
SET       6.400        10.01
SET       6.500        10.31
SET       6.600        10.69
SET       6.700        10.84
SET       6.800        10.92
SET       6.900        11.07
SET       7.000        11.14
SET       7.100        11.30
SET       7.200        11.52
SET       7.300        11.68
SET       7.400        11.83
SET       7.500        12.13
SET       7.600        12.51
SET       7.700        12.74
SET       7.800        12.96
SET       7.900        13.12
SET       8.000        13.42
SET       8.100        13.72
SET       8.200        13.87
SET       8.300        13.95
SET       8.400        14.25
SET       8.500        14.71
SET       8.600        14.86
SET       8.700        15.01
SET       8.800        15.16
SET       8.900        15.47
SET       9.000        15.62
SET       9.100        16.00
SET       9.200        16.15
SET       9.300        16.30
SET       9.400        16.38
SET       9.500        16.83
SET       9.600        16.98
SET       9.700        17.06
SET       9.800        17.21
SET       9.900        17.66
SET      10.000        19.11
SET      11.000        21.53
SET      12.000        25.78
SET      13.000        29.57
SET      14.000        33.36
SET      15.000        41.85
SET      16.000        46.17
SET      17.000        48.29
SET      18.000        49.96
SET      19.000        50.87
SET      20.000        51.18
SET      21.000        51.93
SET      22.000        52.24
SET      23.000        52.69
SET      24.000        53.75
SET      25.000        55.27
SET      26.000        57.01
SET      27.000        60.88
SET      28.000        66.11
SET      29.000        69.75
SET      30.000        83.02
SET      31.000        95.22
SET      32.000        96.59
SET      33.000        97.57
SET      34.000        98.18
SET      35.000        98.48
SET      36.000        98.56
SET      37.000        98.64
SET      40.000        98.71
SET      41.000        98.79
SET      42.000        99.01
SET      43.000        99.09
SET      44.000        99.32
SET      45.000        99.55
SET      46.000        99.92
SET      47.000       100.00
---
GET      32.000         0.23
GET      34.000         0.30
GET      35.000         0.38
GET      37.000         0.45
GET      38.000         0.53
GET      39.000         0.83
GET      40.000         0.91
GET      41.000         1.06
GET      43.000         1.14
GET      44.000         1.29
GET      45.000         1.44
GET      46.000         1.52
GET      47.000         2.58
GET      48.000         3.49
GET      49.000         4.25
GET      50.000         4.85
GET      51.000         5.53
GET      52.000         5.76
GET      53.000         5.91
GET      54.000         6.37
GET      55.000         6.75
GET      56.000         7.28
GET      57.000         7.51
GET      58.000         7.58
GET      59.000         7.96
GET      60.000         8.49
GET      61.000         9.10
GET      62.000        10.16
GET      63.000        14.25
GET      64.000        16.83
GET      65.000        18.57
GET      66.000        20.39
GET      67.000        22.06
GET      68.000        22.74
GET      69.000        23.58
GET      70.000        24.34
GET      71.000        24.79
GET      72.000        25.47
GET      73.000        25.93
GET      74.000        26.69
GET      75.000        27.75
GET      76.000        28.28
GET      77.000        29.49
GET      78.000        31.16
GET      79.000        39.50
GET      80.000        42.84
GET      81.000        45.26
GET      82.000        48.14
GET      83.000        49.05
GET      84.000        50.27
GET      85.000        51.71
GET      86.000        52.46
GET      87.000        52.92
GET      88.000        53.60
GET      89.000        54.44
GET      90.000        55.65
GET      91.000        56.56
GET      92.000        57.62
GET      93.000        59.06
GET      94.000        64.37
GET      95.000        70.58
GET      96.000        72.48
GET      97.000        75.51
GET      98.000        77.71
GET      99.000        78.39
GET     100.000        81.80
GET     110.000        94.54
GET     120.000        96.89
GET     130.000        99.24
GET     140.000        99.62
GET     150.000        99.77
GET     170.000        99.92
GET     180.000       100.00
---
