Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,50,0.019948,206824,0,0.000000,0,0,0,0,0.000000
1,37,0.026453,153041,0,0.000000,0,0,0,0,0.000000
2,49,0.020868,202685,0,0.000000,0,0,0,0,0.000000
3,49,0.020096,202687,0,0.000000,0,0,0,0,0.000000
4,45,0.022114,186137,0,0.000000,0,0,0,0,0.000000
5,44,0.022954,182002,0,0.000000,0,0,0,0,0.000000
6,45,0.020315,186139,0,0.000000,0,0,0,0,0.000000
7,51,0.021414,210962,0,0.000000,0,0,0,0,0.000000
8,44,0.022346,182005,0,0.000000,0,0,0,0,0.000000
9,46,0.021760,190273,0,0.000000,0,0,0,0,0.000000
10,47,0.021237,194409,0,0.000000,0,0,0,0,0.000000
11,52,0.019635,215092,0,0.000000,0,0,0,0,0.000000
12,45,0.022061,186136,0,0.000000,0,0,0,0,0.000000
13,42,0.023469,173723,0,0.000000,0,0,0,0,0.000000
14,46,0.022198,190279,0,0.000000,0,0,0,0,0.000000
15,41,0.023110,169591,0,0.000000,0,0,0,0,0.000000
16,48,0.021924,198547,0,0.000000,0,0,0,0,0.000000
17,36,0.022820,148910,0,0.000000,0,0,0,0,0.000000
18,44,0.025316,182002,0,0.000000,0,0,0,0,0.000000
19,43,0.024186,177862,0,0.000000,0,0,0,0,0.000000
20,47,0.021492,194410,0,0.000000,0,0,0,0,0.000000
21,44,0.022218,181999,0,0.000000,0,0,0,0,0.000000
22,46,0.021861,190272,0,0.000000,0,0,0,0,0.000000
23,43,0.023884,177860,0,0.000000,0,0,0,0,0.000000
24,39,0.025540,161322,0,0.000000,0,0,0,0,0.000000
25,53,0.018589,219228,0,0.000000,0,0,0,0,0.000000
26,45,0.022704,186136,0,0.000000,0,0,0,0,0.000000
27,51,0.019480,210961,0,0.000000,0,0,0,0,0.000000
28,47,0.021303,194411,0,0.000000,0,0,0,0,0.000000
29,46,0.021438,190277,0,0.000000,0,0,0,0,0.000000
30,45,0.022511,186136,0,0.000000,0,0,0,0,0.000000
31,42,0.023882,173723,0,0.000000,0,0,0,0,0.000000
32,42,0.023714,173725,0,0.000000,0,0,0,0,0.000000
33,46,0.021803,190276,0,0.000000,0,0,0,0,0.000000
34,49,0.019728,202679,0,0.000000,0,0,0,0,0.000000
35,40,0.025897,165455,0,0.000000,0,0,0,0,0.000000
36,44,0.022582,181999,0,0.000000,0,0,0,0,0.000000
37,39,0.025764,161323,0,0.000000,0,0,0,0,0.000000
38,52,0.019240,215091,0,0.000000,0,0,0,0,0.000000
39,46,0.021662,190272,0,0.000000,0,0,0,0,0.000000
40,47,0.020887,194408,0,0.000000,0,0,0,0,0.000000
41,45,0.022231,186130,0,0.000000,0,0,0,0,0.000000
42,45,0.022543,186136,0,0.000000,0,0,0,0,0.000000
43,38,0.025601,157187,0,0.000000,0,0,0,0,0.000000
44,51,0.020214,210958,0,0.000000,0,0,0,0,0.000000
45,44,0.022678,182000,0,0.000000,0,0,0,0,0.000000
46,44,0.022730,182002,0,0.000000,0,0,0,0,0.000000
47,39,0.025753,161321,0,0.000000,0,0,0,0,0.000000
48,43,0.021701,177869,0,0.000000,0,0,0,0,0.000000
49,39,0.027217,161314,0,0.000000,0,0,0,0,0.000000
50,52,0.019275,215096,0,0.000000,0,0,0,0,0.000000
51,44,0.021747,182001,0,0.000000,0,0,0,0,0.000000
52,49,0.021307,202683,0,0.000000,0,0,0,0,0.000000
53,49,0.020069,202680,0,0.000000,0,0,0,0,0.000000
54,52,0.019491,215091,0,0.000000,0,0,0,0,0.000000
55,45,0.021927,186138,0,0.000000,0,0,0,0,0.000000
56,46,0.022085,190277,0,0.000000,0,0,0,0,0.000000
57,41,0.024417,169594,0,0.000000,0,0,0,0,0.000000
58,46,0.021453,190272,0,0.000000,0,0,0,0,0.000000
59,48,0.020402,198545,0,0.000000,0,0,0,0,0.000000
60,44,0.023200,181994,0,0.000000,0,0,0,0,0.000000
61,46,0.021865,190267,0,0.000000,0,0,0,0,0.000000
62,55,0.018214,227509,0,0.000000,0,0,0,0,0.000000
63,46,0.021828,190270,0,0.000000,0,0,0,0,0.000000
