1         Threads
32        Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets           0.00          ---          ---      0.00000         0.00 
Gets         493.35       491.98         1.37     64.85700      1992.82 
Waits          0.00          ---          ---      0.00000          --- 
Totals       493.35       491.98         1.37     64.85700      1992.82 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
---
GET       8.900         0.00
GET       9.400         0.01
GET      10.000         0.02
GET      11.000         0.04
GET      12.000         0.06
GET      13.000         0.07
GET      14.000         0.08
GET      15.000         0.08
GET      17.000         0.09
GET      18.000         0.11
GET      19.000         0.12
GET      20.000         0.14
GET      21.000         0.15
GET      22.000         0.16
GET      23.000         0.16
GET      25.000         0.17
GET      26.000         0.19
GET      27.000         0.20
GET      28.000         0.22
GET      29.000         0.25
GET      30.000         0.32
GET      31.000         0.45
GET      32.000         0.56
GET      33.000         0.62
GET      34.000         0.68
GET      35.000         0.71
GET      36.000         0.75
GET      37.000         0.76
GET      38.000         0.80
GET      39.000         0.84
GET      40.000         0.85
GET      41.000         0.93
GET      42.000         1.02
GET      43.000         1.23
GET      44.000         1.55
GET      45.000         2.17
GET      46.000         6.08
GET      47.000        14.88
GET      48.000        18.23
GET      49.000        19.24
GET      50.000        20.04
GET      51.000        20.56
GET      52.000        20.88
GET      53.000        21.19
GET      54.000        21.40
GET      55.000        21.61
GET      56.000        21.88
GET      57.000        22.45
GET      58.000        23.37
GET      59.000        24.77
GET      60.000        26.52
GET      61.000        30.90
GET      62.000        47.12
GET      63.000        63.09
GET      64.000        67.15
GET      65.000        68.97
GET      66.000        70.42
GET      67.000        71.48
GET      68.000        72.08
GET      69.000        72.38
GET      70.000        72.50
GET      71.000        72.70
GET      72.000        72.97
GET      73.000        73.48
GET      74.000        74.20
GET      75.000        75.21
GET      76.000        76.48
GET      77.000        79.79
GET      78.000        87.23
GET      79.000        90.74
GET      80.000        91.64
GET      81.000        92.17
GET      82.000        92.67
GET      83.000        92.98
GET      84.000        93.14
GET      85.000        93.20
GET      86.000        93.25
GET      87.000        93.31
GET      88.000        93.41
GET      89.000        93.58
GET      90.000        93.81
GET      91.000        94.03
GET      92.000        94.32
GET      93.000        95.44
GET      94.000        96.92
GET      95.000        97.34
GET      96.000        97.49
GET      97.000        97.65
GET      98.000        97.74
GET      99.000        97.81
GET     100.000        97.94
GET     110.000        99.27
GET     120.000        99.57
GET     130.000        99.76
GET     140.000        99.90
GET     150.000        99.93
GET     160.000        99.97
GET     170.000        99.99
GET     180.000        99.99
GET     190.000       100.00
GET     220.000       100.00
---
