1         Threads
32        Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets           0.00          ---          ---      0.00000         0.00 
Gets         481.73       480.36         1.37     66.42000      1945.77 
Waits          0.00          ---          ---      0.00000          --- 
Totals       481.73       480.36         1.37     66.42000      1945.77 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
---
GET      23.000         0.00
GET      24.000         0.01
GET      25.000         0.01
GET      26.000         0.02
GET      27.000         0.03
GET      28.000         0.04
GET      29.000         0.06
GET      30.000         0.07
GET      31.000         0.16
GET      32.000         0.25
GET      33.000         0.32
GET      34.000         0.41
GET      35.000         0.47
GET      36.000         0.52
GET      37.000         0.55
GET      38.000         0.58
GET      39.000         0.60
GET      40.000         0.66
GET      41.000         0.71
GET      42.000         0.83
GET      43.000         1.03
GET      44.000         1.43
GET      45.000         2.11
GET      46.000         4.84
GET      47.000        10.79
GET      48.000        13.62
GET      49.000        14.68
GET      50.000        15.36
GET      51.000        15.91
GET      52.000        16.27
GET      53.000        16.63
GET      54.000        16.83
GET      55.000        17.06
GET      56.000        17.51
GET      57.000        18.33
GET      58.000        19.55
GET      59.000        21.20
GET      60.000        23.77
GET      61.000        28.84
GET      62.000        42.34
GET      63.000        56.45
GET      64.000        61.58
GET      65.000        64.29
GET      66.000        66.06
GET      67.000        67.46
GET      68.000        68.28
GET      69.000        68.86
GET      70.000        69.21
GET      71.000        69.47
GET      72.000        69.97
GET      73.000        70.64
GET      74.000        71.58
GET      75.000        72.73
GET      76.000        74.43
GET      77.000        77.97
GET      78.000        84.90
GET      79.000        88.52
GET      80.000        89.87
GET      81.000        90.76
GET      82.000        91.48
GET      83.000        91.91
GET      84.000        92.12
GET      85.000        92.26
GET      86.000        92.39
GET      87.000        92.48
GET      88.000        92.60
GET      89.000        92.83
GET      90.000        93.07
GET      91.000        93.32
GET      92.000        93.84
GET      93.000        95.00
GET      94.000        96.44
GET      95.000        97.02
GET      96.000        97.23
GET      97.000        97.42
GET      98.000        97.58
GET      99.000        97.65
GET     100.000        97.82
GET     110.000        99.02
GET     120.000        99.39
GET     130.000        99.61
GET     140.000        99.83
GET     150.000        99.88
GET     160.000        99.94
GET     170.000        99.97
GET     190.000        99.98
GET     230.000        99.98
GET     250.000        99.99
GET     270.000        99.99
GET     280.000       100.00
---
