1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets         174.00          ---          ---      6.09100       702.88 
Gets         174.00       173.95         0.06      5.38800       704.59 
Waits          0.00          ---          ---      0.00000          --- 
Totals       348.01       173.95         0.06      5.74000      1407.47 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.600         0.01
SET       1.700         0.08
SET       1.800         0.23
SET       1.900         0.55
SET       2.000         1.16
SET       2.100         2.00
SET       2.200         3.46
SET       2.300         4.94
SET       2.400         6.63
SET       2.500         8.73
SET       2.600        10.79
SET       2.700        13.01
SET       2.800        15.31
SET       2.900        17.46
SET       3.000        19.82
SET       3.100        21.62
SET       3.200        23.35
SET       3.300        25.15
SET       3.400        26.86
SET       3.500        28.68
SET       3.600        30.01
SET       3.700        31.44
SET       3.800        32.60
SET       3.900        33.97
SET       4.000        35.04
SET       4.100        36.26
SET       4.200        37.21
SET       4.300        38.07
SET       4.400        38.85
SET       4.500        39.74
SET       4.600        40.60
SET       4.700        41.30
SET       4.800        41.94
SET       4.900        42.51
SET       5.000        43.27
SET       5.100        43.87
SET       5.200        44.54
SET       5.300        45.14
SET       5.400        45.69
SET       5.500        46.14
SET       5.600        46.68
SET       5.700        47.17
SET       5.800        47.69
SET       5.900        48.38
SET       6.000        48.95
SET       6.100        49.50
SET       6.200        50.16
SET       6.300        50.84
SET       6.400        51.42
SET       6.500        52.26
SET       6.600        52.99
SET       6.700        53.78
SET       6.800        54.59
SET       6.900        55.59
SET       7.000        56.56
SET       7.100        57.78
SET       7.200        59.12
SET       7.300        60.38
SET       7.400        62.01
SET       7.500        63.72
SET       7.600        65.44
SET       7.700        67.27
SET       7.800        69.35
SET       7.900        71.42
SET       8.000        73.20
SET       8.100        74.81
SET       8.200        76.47
SET       8.300        78.12
SET       8.400        79.52
SET       8.500        81.08
SET       8.600        82.42
SET       8.700        83.62
SET       8.800        84.94
SET       8.900        86.21
SET       9.000        87.23
SET       9.100        88.24
SET       9.200        89.08
SET       9.300        89.80
SET       9.400        90.42
SET       9.500        90.99
SET       9.600        91.58
SET       9.700        92.20
SET       9.800        92.71
SET       9.900        93.28
SET      10.000        95.03
SET      11.000        96.72
SET      12.000        97.78
SET      13.000        98.37
SET      14.000        98.83
SET      15.000        99.14
SET      16.000        99.46
SET      17.000        99.61
SET      18.000        99.79
SET      19.000        99.87
SET      20.000        99.90
SET      21.000        99.93
SET      22.000        99.95
SET      23.000        99.98
SET      24.000        99.99
SET      37.000       100.00
---
GET       1.100         0.01
GET       1.300         0.06
GET       1.400         0.12
GET       1.500         0.43
GET       1.600         0.92
GET       1.700         2.08
GET       1.800         3.61
GET       1.900         5.61
GET       2.000         8.13
GET       2.100        10.49
GET       2.200        12.99
GET       2.300        15.67
GET       2.400        18.15
GET       2.500        20.51
GET       2.600        22.65
GET       2.700        24.92
GET       2.800        26.45
GET       2.900        28.18
GET       3.000        29.55
GET       3.100        31.21
GET       3.200        32.46
GET       3.300        33.57
GET       3.400        34.73
GET       3.500        35.76
GET       3.600        36.56
GET       3.700        37.35
GET       3.800        38.15
GET       3.900        38.78
GET       4.000        39.46
GET       4.100        40.24
GET       4.200        40.83
GET       4.300        41.46
GET       4.400        42.06
GET       4.500        42.72
GET       4.600        43.46
GET       4.700        44.11
GET       4.800        44.77
GET       4.900        45.62
GET       5.000        46.35
GET       5.100        47.16
GET       5.200        47.96
GET       5.300        48.76
GET       5.400        49.50
GET       5.500        50.30
GET       5.600        51.34
GET       5.700        52.21
GET       5.800        53.35
GET       5.900        54.40
GET       6.000        55.50
GET       6.100        56.56
GET       6.200        57.66
GET       6.300        59.04
GET       6.400        60.32
GET       6.500        61.74
GET       6.600        63.34
GET       6.700        64.83
GET       6.800        66.33
GET       6.900        68.00
GET       7.000        69.48
GET       7.100        71.12
GET       7.200        72.70
GET       7.300        74.30
GET       7.400        75.97
GET       7.500        77.46
GET       7.600        79.09
GET       7.700        80.56
GET       7.800        82.03
GET       7.900        83.68
GET       8.000        85.13
GET       8.100        86.31
GET       8.200        87.41
GET       8.300        88.48
GET       8.400        89.49
GET       8.500        90.38
GET       8.600        91.15
GET       8.700        91.80
GET       8.800        92.52
GET       8.900        93.07
GET       9.000        93.56
GET       9.100        94.08
GET       9.200        94.38
GET       9.300        94.72
GET       9.400        95.07
GET       9.500        95.41
GET       9.600        95.81
GET       9.700        96.03
GET       9.800        96.29
GET       9.900        96.56
GET      10.000        97.32
GET      11.000        98.18
GET      12.000        98.64
GET      13.000        98.97
GET      14.000        99.26
GET      15.000        99.56
GET      16.000        99.75
GET      17.000        99.83
GET      18.000        99.86
GET      19.000        99.91
GET      20.000        99.95
GET      21.000        99.98
GET      27.000        99.99
GET      49.000       100.00
---
