Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,0,0.000000,0,36,0.027691,145199,1,35,0,0.000000
1,0,0.000000,0,45,0.021875,186656,0,45,0,0.000000
2,0,0.000000,0,44,0.022932,182502,0,44,0,0.000000
3,0,0.000000,0,47,0.021384,194952,0,47,0,0.000000
4,0,0.000000,0,44,0.022363,182504,0,44,0,0.000000
5,0,0.000000,0,47,0.021620,194944,0,47,0,0.000000
6,0,0.000000,0,46,0.021772,190800,0,46,0,0.000000
7,0,0.000000,0,44,0.022691,182502,0,44,0,0.000000
8,0,0.000000,0,46,0.021386,190792,0,46,0,0.000000
9,0,0.000000,0,50,0.020306,207394,0,50,0,0.000000
10,0,0.000000,0,51,0.019565,211536,0,51,0,0.000000
11,0,0.000000,0,44,0.022711,182510,0,44,0,0.000000
12,0,0.000000,0,44,0.022690,182506,0,44,0,0.000000
13,0,0.000000,0,48,0.020970,194967,1,47,0,0.000000
14,0,0.000000,0,49,0.020040,199109,1,48,0,0.000000
15,0,0.000000,0,42,0.024026,174212,0,42,0,0.000000
16,0,0.000000,0,50,0.020066,203263,1,49,0,0.000000
17,0,0.000000,0,47,0.021200,194948,0,47,0,0.000000
18,0,0.000000,0,47,0.021052,194950,0,47,0,0.000000
19,0,0.000000,0,45,0.022594,186634,0,45,0,0.000000
20,0,0.000000,0,45,0.022121,186652,0,45,0,0.000000
21,0,0.000000,0,44,0.022653,182500,0,44,0,0.000000
22,0,0.000000,0,44,0.022818,182500,0,44,0,0.000000
23,0,0.000000,0,40,0.024533,165910,0,40,0,0.000000
24,0,0.000000,0,42,0.024168,174208,0,42,0,0.000000
25,0,0.000000,0,46,0.021711,190794,0,46,0,0.000000
26,0,0.000000,0,48,0.020828,199100,0,48,0,0.000000
27,0,0.000000,0,45,0.021689,186650,0,45,0,0.000000
28,0,0.000000,0,41,0.025134,170056,0,41,0,0.000000
29,0,0.000000,0,41,0.024280,165933,1,40,0,0.000000
30,0,0.000000,0,46,0.021729,190800,0,46,0,0.000000
31,0,0.000000,0,46,0.021816,190798,0,46,0,0.000000
32,0,0.000000,0,45,0.022216,186640,0,45,0,0.000000
33,0,0.000000,0,45,0.022261,186658,0,45,0,0.000000
34,0,0.000000,0,46,0.021723,190792,0,46,0,0.000000
35,0,0.000000,0,44,0.022567,182506,0,44,0,0.000000
36,0,0.000000,0,44,0.022729,182504,0,44,0,0.000000
37,0,0.000000,0,49,0.020478,203240,0,49,0,0.000000
38,0,0.000000,0,44,0.022728,182500,0,44,0,0.000000
39,0,0.000000,0,48,0.020828,199098,0,48,0,0.000000
40,0,0.000000,0,45,0.021794,186650,0,45,0,0.000000
41,0,0.000000,0,47,0.020981,194948,0,47,0,0.000000
42,0,0.000000,0,43,0.023910,174233,1,42,0,0.000000
43,0,0.000000,0,43,0.022915,178348,0,43,0,0.000000
44,0,0.000000,0,40,0.024600,165916,0,40,0,0.000000
45,0,0.000000,0,43,0.023580,178360,0,43,0,0.000000
46,0,0.000000,0,42,0.024139,174206,0,42,0,0.000000
47,0,0.000000,0,43,0.023233,178356,0,43,0,0.000000
48,0,0.000000,0,46,0.021829,190796,0,46,0,0.000000
49,0,0.000000,0,49,0.020418,203240,0,49,0,0.000000
50,0,0.000000,0,44,0.022632,182508,0,44,0,0.000000
51,0,0.000000,0,45,0.021981,186654,0,45,0,0.000000
52,0,0.000000,0,41,0.024694,170058,0,41,0,0.000000
53,0,0.000000,0,52,0.019217,215676,0,52,0,0.000000
54,0,0.000000,0,46,0.021517,190796,0,46,0,0.000000
55,0,0.000000,0,46,0.021946,190798,0,46,0,0.000000
56,0,0.000000,0,43,0.022914,178358,0,43,0,0.000000
57,0,0.000000,0,49,0.020696,203240,0,49,0,0.000000
58,0,0.000000,0,43,0.022942,178350,0,43,0,0.000000
59,0,0.000000,0,43,0.023301,178352,0,43,0,0.000000
60,0,0.000000,0,50,0.019948,207390,0,50,0,0.000000
61,0,0.000000,0,52,0.019526,215684,0,52,0,0.000000
62,0,0.000000,0,43,0.023217,178346,0,43,0,0.000000
63,0,0.000000,0,44,0.022612,182496,0,44,0,0.000000
64,0,0.000000,0,47,0.021357,194938,0,47,0,0.000000
65,0,0.000000,0,39,0.025353,161762,0,39,0,0.000000
66,0,0.000000,0,43,0.023464,178358,0,43,0,0.000000
67,0,0.000000,0,44,0.022752,182502,0,44,0,0.000000
68,0,0.000000,0,46,0.021367,190800,0,46,0,0.000000
69,0,0.000000,0,46,0.021806,190792,0,46,0,0.000000
70,0,0.000000,0,1,0.025817,4148,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   3.900,0.03
   4.300,0.06
   4.500,0.10
   4.900,0.13
   5.000,0.16
   5.200,0.22
   5.300,0.25
   5.400,0.35
   5.600,0.38
   5.700,0.41
   5.800,0.44
   5.900,0.48
   6.600,0.54
   6.800,0.60
   6.900,0.67
   7.000,0.70
   7.300,0.76
   7.400,0.82
   7.500,0.86
   7.600,0.95
   7.700,1.01
   7.800,1.08
   8.000,1.11
   8.100,1.14
   8.400,1.17
   8.500,1.20
   8.600,1.24
   8.900,1.30
   9.000,1.36
   9.100,1.39
   9.200,1.43
   9.300,1.49
   9.400,1.55
   9.500,1.58
   9.600,1.62
   9.700,1.65
   9.800,1.68
   9.900,1.74
  10.000,2.12
  11.000,3.01
  12.000,3.93
  13.000,5.67
  14.000,9.15
  15.000,16.76
  16.000,26.07
  17.000,34.11
  18.000,42.83
  19.000,49.03
  20.000,54.99
  21.000,58.85
  22.000,61.36
  23.000,63.41
  24.000,66.01
  25.000,69.18
  26.000,73.17
  27.000,77.13
  28.000,81.18
  29.000,84.80
  30.000,87.93
  31.000,91.35
  32.000,92.97
  33.000,93.89
  34.000,94.46
  35.000,95.06
  36.000,95.38
  37.000,95.72
  38.000,95.85
  39.000,96.04
  40.000,96.33
  41.000,96.67
  42.000,97.05
  43.000,97.53
  44.000,97.85
  45.000,98.04
  46.000,98.32
  47.000,98.57
  48.000,98.67
  49.000,98.70
  50.000,98.76
  51.000,98.83
  52.000,98.86
  53.000,98.89
  55.000,99.02
  57.000,99.05
  58.000,99.18
  59.000,99.24
  60.000,99.40
  61.000,99.46
  62.000,99.56
  63.000,99.59
  64.000,99.62
  65.000,99.65
  68.000,99.68
  72.000,99.75
  73.000,99.78
  75.000,99.81
  76.000,99.84
  78.000,99.87
  84.000,99.90
 110.000,99.94
 120.000,99.97
 130.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent

Full-Test WAIT Latency
Latency (<= msec),Percent
