1         Threads
32        Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets           0.00          ---          ---      0.00000         0.00 
Gets        1520.60      1516.17         4.43     21.34300      6141.43 
Waits          0.00          ---          ---      0.00000          --- 
Totals      1520.60      1516.17         4.43     21.34300      6141.43 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
---
GET       2.300         0.00
GET       2.400         0.00
GET       2.500         0.01
GET       2.600         0.01
GET       2.700         0.01
GET       2.800         0.01
GET       2.900         0.02
GET       3.000         0.02
GET       3.100         0.03
GET       3.200         0.03
GET       3.300         0.04
GET       3.400         0.05
GET       3.500         0.06
GET       3.600         0.08
GET       3.700         0.09
GET       3.800         0.11
GET       3.900         0.13
GET       4.000         0.15
GET       4.100         0.18
GET       4.200         0.20
GET       4.300         0.23
GET       4.400         0.26
GET       4.500         0.30
GET       4.600         0.35
GET       4.700         0.39
GET       4.800         0.43
GET       4.900         0.47
GET       5.000         0.51
GET       5.100         0.56
GET       5.200         0.59
GET       5.300         0.63
GET       5.400         0.69
GET       5.500         0.73
GET       5.600         0.77
GET       5.700         0.81
GET       5.800         0.85
GET       5.900         0.89
GET       6.000         0.93
GET       6.100         0.97
GET       6.200         1.00
GET       6.300         1.05
GET       6.400         1.08
GET       6.500         1.11
GET       6.600         1.15
GET       6.700         1.19
GET       6.800         1.22
GET       6.900         1.24
GET       7.000         1.30
GET       7.100         1.32
GET       7.200         1.36
GET       7.300         1.40
GET       7.400         1.43
GET       7.500         1.47
GET       7.600         1.50
GET       7.700         1.53
GET       7.800         1.56
GET       7.900         1.61
GET       8.000         1.65
GET       8.100         1.69
GET       8.200         1.73
GET       8.300         1.78
GET       8.400         1.83
GET       8.500         1.87
GET       8.600         1.92
GET       8.700         1.96
GET       8.800         2.02
GET       8.900         2.07
GET       9.000         2.12
GET       9.100         2.16
GET       9.200         2.21
GET       9.300         2.26
GET       9.400         2.32
GET       9.500         2.36
GET       9.600         2.41
GET       9.700         2.46
GET       9.800         2.52
GET       9.900         2.57
GET      10.000         2.96
GET      11.000         3.84
GET      12.000         5.33
GET      13.000         7.86
GET      14.000        11.75
GET      15.000        19.03
GET      16.000        29.70
GET      17.000        39.11
GET      18.000        47.15
GET      19.000        53.31
GET      20.000        58.61
GET      21.000        62.90
GET      22.000        65.96
GET      23.000        68.28
GET      24.000        70.73
GET      25.000        73.66
GET      26.000        77.06
GET      27.000        80.68
GET      28.000        84.31
GET      29.000        87.56
GET      30.000        90.33
GET      31.000        92.84
GET      32.000        94.20
GET      33.000        94.86
GET      34.000        95.27
GET      35.000        95.57
GET      36.000        95.83
GET      37.000        96.03
GET      38.000        96.18
GET      39.000        96.36
GET      40.000        96.62
GET      41.000        96.94
GET      42.000        97.26
GET      43.000        97.58
GET      44.000        97.91
GET      45.000        98.20
GET      46.000        98.44
GET      47.000        98.67
GET      48.000        98.78
GET      49.000        98.83
GET      50.000        98.87
GET      51.000        98.91
GET      52.000        98.94
GET      53.000        98.98
GET      54.000        99.01
GET      55.000        99.05
GET      56.000        99.11
GET      57.000        99.19
GET      58.000        99.26
GET      59.000        99.34
GET      60.000        99.43
GET      61.000        99.50
GET      62.000        99.55
GET      63.000        99.59
GET      64.000        99.62
GET      65.000        99.63
GET      66.000        99.64
GET      67.000        99.65
GET      68.000        99.66
GET      69.000        99.67
GET      70.000        99.68
GET      71.000        99.70
GET      72.000        99.72
GET      73.000        99.73
GET      74.000        99.77
GET      75.000        99.79
GET      76.000        99.81
GET      77.000        99.83
GET      78.000        99.84
GET      79.000        99.85
GET      80.000        99.85
GET      81.000        99.85
GET      82.000        99.85
GET      83.000        99.86
GET      84.000        99.86
GET      85.000        99.87
GET      86.000        99.87
GET      87.000        99.87
GET      88.000        99.88
GET      89.000        99.88
GET      90.000        99.89
GET      91.000        99.90
GET      92.000        99.91
GET      93.000        99.92
GET      94.000        99.94
GET      95.000        99.94
GET      96.000        99.94
GET      97.000        99.94
GET     100.000        99.95
GET     110.000        99.98
GET     120.000        99.99
GET     130.000        99.99
GET     140.000       100.00
GET     150.000       100.00
GET     160.000       100.00
GET     180.000       100.00
---
