Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,0,0.000000,0,55,0.017975,224011,1,54,0,0.000000
1,0,0.000000,0,43,0.023282,178358,0,43,0,0.000000
2,0,0.000000,0,49,0.020462,203242,0,49,0,0.000000
3,0,0.000000,0,46,0.021574,190804,0,46,0,0.000000
4,0,0.000000,0,44,0.022885,182502,0,44,0,0.000000
5,0,0.000000,0,45,0.022299,186646,0,45,0,0.000000
6,0,0.000000,0,48,0.020782,199096,0,48,0,0.000000
7,0,0.000000,0,42,0.022608,174208,0,42,0,0.000000
8,0,0.000000,0,46,0.022747,190794,0,46,0,0.000000
9,0,0.000000,0,47,0.021174,194946,0,47,0,0.000000
10,0,0.000000,0,42,0.023558,174210,0,42,0,0.000000
11,0,0.000000,0,45,0.021945,186656,0,45,0,0.000000
12,0,0.000000,0,48,0.021343,199092,0,48,0,0.000000
13,0,0.000000,0,50,0.019966,203263,1,49,0,0.000000
14,0,0.000000,0,45,0.022007,182525,1,44,0,0.000000
15,0,0.000000,0,44,0.023087,182504,0,44,0,0.000000
16,0,0.000000,0,40,0.024083,161787,1,39,0,0.000000
17,0,0.000000,0,42,0.024596,174214,0,42,0,0.000000
18,0,0.000000,0,49,0.020169,203240,0,49,0,0.000000
19,0,0.000000,0,45,0.022460,186634,0,45,0,0.000000
20,0,0.000000,0,46,0.021802,190800,0,46,0,0.000000
21,0,0.000000,0,45,0.022179,186648,0,45,0,0.000000
22,0,0.000000,0,46,0.021715,190796,0,46,0,0.000000
23,0,0.000000,0,48,0.020890,199092,0,48,0,0.000000
24,0,0.000000,0,46,0.021787,190796,0,46,0,0.000000
25,0,0.000000,0,42,0.023799,174208,0,42,0,0.000000
26,0,0.000000,0,47,0.020897,194948,0,47,0,0.000000
27,0,0.000000,0,44,0.022998,182502,0,44,0,0.000000
28,0,0.000000,0,46,0.021438,190796,0,46,0,0.000000
29,0,0.000000,0,46,0.022046,186675,1,45,0,0.000000
30,0,0.000000,0,46,0.021515,190796,0,46,0,0.000000
31,0,0.000000,0,43,0.023480,178352,0,43,0,0.000000
32,0,0.000000,0,48,0.020824,199090,0,48,0,0.000000
33,0,0.000000,0,47,0.021359,194948,0,47,0,0.000000
34,0,0.000000,0,47,0.021227,194944,0,47,0,0.000000
35,0,0.000000,0,42,0.023779,174210,0,42,0,0.000000
36,0,0.000000,0,45,0.022115,186652,0,45,0,0.000000
37,0,0.000000,0,46,0.021742,190800,0,46,0,0.000000
38,0,0.000000,0,47,0.021355,190815,1,46,0,0.000000
39,0,0.000000,0,44,0.022634,182506,0,44,0,0.000000
40,0,0.000000,0,46,0.021565,190798,0,46,0,0.000000
41,0,0.000000,0,52,0.019444,215690,0,52,0,0.000000
42,0,0.000000,0,45,0.021553,182519,1,44,0,0.000000
43,0,0.000000,0,48,0.021421,199098,0,48,0,0.000000
44,0,0.000000,0,46,0.021794,190804,0,46,0,0.000000
45,0,0.000000,0,46,0.021685,190796,0,46,0,0.000000
46,0,0.000000,0,49,0.020431,203242,0,49,0,0.000000
47,0,0.000000,0,44,0.022341,182502,0,44,0,0.000000
48,0,0.000000,0,45,0.022617,186648,0,45,0,0.000000
49,0,0.000000,0,45,0.022211,186656,0,45,0,0.000000
50,0,0.000000,0,43,0.023222,178358,0,43,0,0.000000
51,0,0.000000,0,44,0.022524,182502,0,44,0,0.000000
52,0,0.000000,0,38,0.026134,157606,0,38,0,0.000000
53,0,0.000000,0,44,0.022397,182502,0,44,0,0.000000
54,0,0.000000,0,50,0.020584,207392,0,50,0,0.000000
55,0,0.000000,0,51,0.019656,211542,0,51,0,0.000000
56,0,0.000000,0,49,0.020096,203234,0,49,0,0.000000
57,0,0.000000,0,47,0.021359,194942,0,47,0,0.000000
58,0,0.000000,0,42,0.023987,174204,0,42,0,0.000000
59,0,0.000000,0,46,0.021872,190800,0,46,0,0.000000
60,0,0.000000,0,46,0.021443,190798,0,46,0,0.000000
61,0,0.000000,0,43,0.023420,178352,0,43,0,0.000000
62,0,0.000000,0,48,0.020524,199078,0,48,0,0.000000
63,0,0.000000,0,45,0.022278,186646,0,45,0,0.000000
64,0,0.000000,0,48,0.021224,199090,0,48,0,0.000000
65,0,0.000000,0,46,0.021515,186677,1,45,0,0.000000
66,0,0.000000,0,46,0.021832,190798,0,46,0,0.000000
67,0,0.000000,0,46,0.021748,190800,0,46,0,0.000000
68,0,0.000000,0,47,0.021187,194938,0,47,0,0.000000
69,0,0.000000,0,79,0.012761,323551,1,78,0,0.000000
70,0,0.000000,0,1,0.011040,4148,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   2.500,0.03
   3.100,0.06
   3.300,0.09
   3.400,0.12
   3.500,0.15
   3.700,0.22
   3.800,0.28
   3.900,0.34
   4.100,0.40
   4.200,0.46
   4.400,0.49
   4.500,0.56
   4.600,0.59
   4.700,0.62
   4.800,0.71
   4.900,0.74
   5.000,0.77
   5.100,0.80
   5.200,0.83
   5.300,0.86
   5.700,0.89
   5.900,0.93
   6.000,0.99
   6.100,1.02
   6.200,1.08
   6.300,1.17
   6.400,1.27
   6.600,1.33
   6.800,1.36
   7.000,1.39
   7.100,1.42
   7.200,1.48
   7.400,1.57
   7.500,1.64
   7.800,1.70
   7.900,1.73
   8.000,1.79
   8.100,1.82
   8.300,1.85
   8.400,1.88
   8.500,1.91
   8.600,1.97
   8.800,2.01
   8.900,2.07
   9.100,2.16
   9.200,2.22
   9.300,2.31
   9.400,2.44
   9.600,2.50
   9.700,2.53
   9.800,2.59
   9.900,2.62
  10.000,3.05
  11.000,4.10
  12.000,5.99
  13.000,9.04
  14.000,12.84
  15.000,19.32
  16.000,28.32
  17.000,37.61
  18.000,46.00
  19.000,52.98
  20.000,58.10
  21.000,61.89
  22.000,64.55
  23.000,67.23
  24.000,69.58
  25.000,72.14
  26.000,76.06
  27.000,79.33
  28.000,82.91
  29.000,85.93
  30.000,88.55
  31.000,91.18
  32.000,92.84
  33.000,93.83
  34.000,94.42
  35.000,94.82
  36.000,95.03
  37.000,95.28
  38.000,95.43
  39.000,95.62
  40.000,95.93
  41.000,96.24
  42.000,96.64
  43.000,97.22
  44.000,97.78
  45.000,98.06
  46.000,98.27
  47.000,98.55
  48.000,98.64
  49.000,98.77
  50.000,98.86
  51.000,98.95
  52.000,98.98
  53.000,99.01
  54.000,99.04
  55.000,99.07
  56.000,99.14
  57.000,99.20
  58.000,99.26
  59.000,99.32
  60.000,99.48
  61.000,99.63
  62.000,99.66
  64.000,99.69
  69.000,99.72
  70.000,99.75
  72.000,99.78
  73.000,99.81
  76.000,99.85
  89.000,99.88
  91.000,99.91
  96.000,99.94
 120.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent

Full-Test WAIT Latency
Latency (<= msec),Percent
