Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,0,0.000000,0,38,0.025853,153495,1,37,0,0.000000
1,0,0.000000,0,51,0.019882,211544,0,51,0,0.000000
2,0,0.000000,0,45,0.022090,186650,0,45,0,0.000000
3,0,0.000000,0,46,0.021447,190804,0,46,0,0.000000
4,0,0.000000,0,40,0.025341,165912,0,40,0,0.000000
5,0,0.000000,0,47,0.021268,194944,0,47,0,0.000000
6,0,0.000000,0,43,0.023167,178356,0,43,0,0.000000
7,0,0.000000,0,48,0.020837,199094,0,48,0,0.000000
8,0,0.000000,0,42,0.023836,174200,0,42,0,0.000000
9,0,0.000000,0,49,0.020512,203246,0,49,0,0.000000
10,0,0.000000,0,48,0.020776,199092,0,48,0,0.000000
11,0,0.000000,0,45,0.022098,186658,0,45,0,0.000000
12,0,0.000000,0,46,0.021782,190802,0,46,0,0.000000
13,0,0.000000,0,48,0.020567,194967,1,47,0,0.000000
14,0,0.000000,0,45,0.022666,182517,1,44,0,0.000000
15,0,0.000000,0,50,0.019920,207396,0,50,0,0.000000
16,0,0.000000,0,47,0.020872,190819,1,46,0,0.000000
17,0,0.000000,0,43,0.023629,178362,0,43,0,0.000000
18,0,0.000000,0,45,0.022074,186648,0,45,0,0.000000
19,0,0.000000,0,48,0.020962,199080,0,48,0,0.000000
20,0,0.000000,0,47,0.021138,194946,0,47,0,0.000000
21,0,0.000000,0,45,0.022367,186648,0,45,0,0.000000
22,0,0.000000,0,46,0.021770,190796,0,46,0,0.000000
23,0,0.000000,0,44,0.022714,182500,0,44,0,0.000000
24,0,0.000000,0,48,0.020909,199092,0,48,0,0.000000
25,0,0.000000,0,46,0.021733,190800,0,46,0,0.000000
26,0,0.000000,0,41,0.024326,170064,0,41,0,0.000000
27,0,0.000000,0,47,0.020873,194942,0,47,0,0.000000
28,0,0.000000,0,50,0.020313,207388,0,50,0,0.000000
29,0,0.000000,0,47,0.021284,190823,1,46,0,0.000000
30,0,0.000000,0,50,0.020090,207386,0,50,0,0.000000
31,0,0.000000,0,46,0.021267,190796,0,46,0,0.000000
32,0,0.000000,0,42,0.024165,174204,0,42,0,0.000000
33,0,0.000000,0,51,0.019677,211538,0,51,0,0.000000
34,0,0.000000,0,48,0.020671,199092,0,48,0,0.000000
35,0,0.000000,0,47,0.020948,194952,0,47,0,0.000000
36,0,0.000000,0,46,0.022219,190794,0,46,0,0.000000
37,0,0.000000,0,49,0.020314,199121,1,48,0,0.000000
38,0,0.000000,0,50,0.019771,207386,0,50,0,0.000000
39,0,0.000000,0,43,0.023206,178354,0,43,0,0.000000
40,0,0.000000,0,41,0.024630,170064,0,41,0,0.000000
41,0,0.000000,0,43,0.023302,174231,1,42,0,0.000000
42,0,0.000000,0,49,0.020190,203238,0,49,0,0.000000
43,0,0.000000,0,46,0.021669,190800,0,46,0,0.000000
44,0,0.000000,0,45,0.022628,186656,0,45,0,0.000000
45,0,0.000000,0,49,0.020253,203238,0,49,0,0.000000
46,0,0.000000,0,46,0.021783,190800,0,46,0,0.000000
47,0,0.000000,0,46,0.021435,190798,0,46,0,0.000000
48,0,0.000000,0,47,0.021283,194946,0,47,0,0.000000
49,0,0.000000,0,51,0.019887,211542,0,51,0,0.000000
50,0,0.000000,0,47,0.021236,194948,0,47,0,0.000000
51,0,0.000000,0,46,0.021731,190792,0,46,0,0.000000
52,0,0.000000,0,50,0.020062,207384,0,50,0,0.000000
53,0,0.000000,0,45,0.022179,186650,0,45,0,0.000000
54,0,0.000000,0,42,0.023846,174212,0,42,0,0.000000
55,0,0.000000,0,48,0.020794,199094,0,48,0,0.000000
56,0,0.000000,0,46,0.021726,190796,0,46,0,0.000000
57,0,0.000000,0,45,0.022276,186646,0,45,0,0.000000
58,0,0.000000,0,48,0.020763,199092,0,48,0,0.000000
59,0,0.000000,0,44,0.022694,182496,0,44,0,0.000000
60,0,0.000000,0,47,0.021295,194952,0,47,0,0.000000
61,0,0.000000,0,48,0.020524,199076,0,48,0,0.000000
62,0,0.000000,0,40,0.024993,165912,0,40,0,0.000000
63,0,0.000000,0,47,0.021271,194932,0,47,0,0.000000
64,0,0.000000,0,47,0.021573,194948,0,47,0,0.000000
65,0,0.000000,0,44,0.022643,178381,1,43,0,0.000000
66,0,0.000000,0,41,0.024558,170062,0,41,0,0.000000
67,0,0.000000,0,46,0.021625,190790,0,46,0,0.000000
68,0,0.000000,0,46,0.021590,186675,1,45,0,0.000000
69,0,0.000000,0,49,0.020228,203240,0,49,0,0.000000
70,0,0.000000,0,1,0.023842,4148,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   3.800,0.06
   3.900,0.09
   4.200,0.12
   4.400,0.22
   4.500,0.28
   4.700,0.31
   4.800,0.40
   4.900,0.43
   5.000,0.53
   5.100,0.56
   5.300,0.59
   5.400,0.68
   5.500,0.74
   5.600,0.77
   5.700,0.81
   5.800,0.84
   5.900,0.90
   6.000,0.93
   6.200,0.99
   6.300,1.08
   6.400,1.15
   6.500,1.21
   6.600,1.24
   6.700,1.27
   6.800,1.30
   6.900,1.36
   7.000,1.39
   7.100,1.43
   7.200,1.46
   7.300,1.49
   7.400,1.52
   7.500,1.55
   7.600,1.58
   7.700,1.64
   7.900,1.70
   8.000,1.74
   8.100,1.80
   8.200,1.83
   8.300,1.89
   8.400,1.95
   8.500,1.98
   8.600,2.05
   8.800,2.08
   8.900,2.14
   9.000,2.23
   9.100,2.36
   9.200,2.39
   9.300,2.45
   9.500,2.57
   9.800,2.67
   9.900,2.70
  10.000,3.10
  11.000,4.28
  12.000,5.70
  13.000,8.15
  14.000,12.09
  15.000,18.50
  16.000,29.19
  17.000,38.49
  18.000,46.20
  19.000,52.80
  20.000,58.10
  21.000,61.64
  22.000,64.24
  23.000,66.50
  24.000,68.79
  25.000,71.40
  26.000,74.81
  27.000,78.49
  28.000,82.27
  29.000,85.65
  30.000,88.81
  31.000,91.76
  32.000,93.86
  33.000,94.55
  34.000,94.95
  35.000,95.23
  36.000,95.63
  37.000,95.75
  38.000,95.79
  39.000,95.91
  40.000,96.19
  41.000,96.31
  42.000,96.72
  43.000,97.12
  44.000,97.43
  45.000,97.89
  46.000,98.11
  47.000,98.36
  48.000,98.51
  49.000,98.54
  50.000,98.67
  52.000,98.70
  54.000,98.82
  55.000,98.85
  56.000,98.88
  57.000,99.01
  59.000,99.19
  60.000,99.23
  61.000,99.29
  62.000,99.41
  63.000,99.50
  66.000,99.54
  70.000,99.57
  72.000,99.60
  74.000,99.63
  75.000,99.66
  79.000,99.72
  82.000,99.78
  87.000,99.81
  88.000,99.85
  90.000,99.88
  95.000,99.91
  98.000,99.94
 110.000,99.97
 120.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent

Full-Test WAIT Latency
Latency (<= msec),Percent
