1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          55.29          ---          ---     13.45800       223.32 
Gets          55.29      1483.43         9.28     22.69600      5994.90 
Waits          0.00          ---          ---      0.00000          --- 
Totals       110.57      1483.43         9.28     18.07700      6218.22 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.900         0.03
SET       2.000         0.05
SET       2.100         0.10
SET       2.200         0.21
SET       2.300         0.41
SET       2.400         0.72
SET       2.500         0.98
SET       2.600         1.21
SET       2.700         1.63
SET       2.800         2.27
SET       2.900         2.94
SET       3.000         3.51
SET       3.100         4.08
SET       3.200         4.55
SET       3.300         5.04
SET       3.400         5.40
SET       3.500         6.10
SET       3.600         6.72
SET       3.700         7.13
SET       3.800         7.62
SET       3.900         8.03
SET       4.000         8.60
SET       4.100         9.02
SET       4.200         9.27
SET       4.300         9.43
SET       4.400         9.74
SET       4.500        10.20
SET       4.600        10.51
SET       4.700        11.03
SET       4.800        11.42
SET       4.900        11.75
SET       5.000        12.06
SET       5.100        12.27
SET       5.200        12.50
SET       5.300        12.74
SET       5.400        12.89
SET       5.500        13.17
SET       5.600        13.48
SET       5.700        13.95
SET       5.800        14.34
SET       5.900        14.93
SET       6.000        15.29
SET       6.100        15.63
SET       6.200        15.86
SET       6.300        16.25
SET       6.400        16.46
SET       6.500        16.74
SET       6.600        17.13
SET       6.700        17.41
SET       6.800        17.75
SET       6.900        18.06
SET       7.000        18.44
SET       7.100        18.55
SET       7.200        18.99
SET       7.300        19.35
SET       7.400        19.63
SET       7.500        20.07
SET       7.600        20.30
SET       7.700        20.51
SET       7.800        20.92
SET       7.900        21.47
SET       8.000        21.83
SET       8.100        22.22
SET       8.200        22.68
SET       8.300        23.17
SET       8.400        23.69
SET       8.500        24.23
SET       8.600        24.57
SET       8.700        25.01
SET       8.800        25.55
SET       8.900        25.86
SET       9.000        26.32
SET       9.100        26.84
SET       9.200        27.38
SET       9.300        27.64
SET       9.400        27.95
SET       9.500        28.39
SET       9.600        28.80
SET       9.700        29.04
SET       9.800        29.17
SET       9.900        29.55
SET      10.000        31.13
SET      11.000        33.84
SET      12.000        37.64
SET      13.000        42.99
SET      14.000        53.19
SET      15.000        72.07
SET      16.000        83.36
SET      17.000        85.79
SET      18.000        87.24
SET      19.000        88.32
SET      20.000        89.56
SET      21.000        90.21
SET      22.000        90.86
SET      23.000        91.37
SET      24.000        91.84
SET      25.000        92.25
SET      26.000        92.74
SET      27.000        93.26
SET      28.000        94.37
SET      29.000        95.89
SET      30.000        98.50
SET      31.000        99.33
SET      32.000        99.66
SET      33.000        99.82
SET      34.000        99.87
SET      35.000        99.92
SET      36.000        99.97
SET      45.000       100.00
---
GET       3.100         0.05
GET       3.200         0.08
GET       3.300         0.13
GET       3.400         0.21
GET       3.700         0.23
GET       3.900         0.28
GET       4.100         0.36
GET       4.200         0.41
GET       4.300         0.52
GET       4.400         0.54
GET       4.500         0.62
GET       4.600         0.70
GET       4.800         0.77
GET       4.900         0.83
GET       5.000         0.88
GET       5.100         0.98
GET       5.200         1.01
GET       5.300         1.03
GET       5.400         1.06
GET       5.500         1.08
GET       5.600         1.21
GET       5.700         1.32
GET       5.800         1.37
GET       5.900         1.42
GET       6.000         1.47
GET       6.100         1.50
GET       6.200         1.55
GET       6.300         1.60
GET       6.400         1.68
GET       6.500         1.73
GET       6.600         1.76
GET       6.700         1.81
GET       6.900         1.91
GET       7.000         1.96
GET       7.200         2.01
GET       7.300         2.09
GET       7.500         2.14
GET       7.600         2.22
GET       7.700         2.38
GET       7.800         2.43
GET       7.900         2.48
GET       8.000         2.61
GET       8.100         2.63
GET       8.200         2.76
GET       8.300         2.82
GET       8.400         2.84
GET       8.500         3.05
GET       8.600         3.13
GET       8.700         3.33
GET       8.800         3.46
GET       8.900         3.69
GET       9.000         3.85
GET       9.100         4.03
GET       9.200         4.08
GET       9.300         4.16
GET       9.400         4.21
GET       9.500         4.37
GET       9.600         4.52
GET       9.700         4.70
GET       9.800         4.91
GET       9.900         5.09
GET      10.000         5.79
GET      11.000         7.05
GET      12.000         8.58
GET      13.000        10.36
GET      14.000        12.19
GET      15.000        15.14
GET      16.000        25.37
GET      17.000        36.06
GET      18.000        42.78
GET      19.000        46.27
GET      20.000        48.64
GET      21.000        50.30
GET      22.000        52.85
GET      23.000        56.11
GET      24.000        58.85
GET      25.000        61.77
GET      26.000        64.45
GET      27.000        67.30
GET      28.000        70.24
GET      29.000        71.76
GET      30.000        74.06
GET      31.000        83.23
GET      32.000        91.14
GET      33.000        93.41
GET      34.000        94.78
GET      35.000        95.58
GET      36.000        96.46
GET      37.000        97.26
GET      38.000        97.80
GET      39.000        98.09
GET      40.000        98.32
GET      41.000        98.53
GET      42.000        98.66
GET      43.000        98.71
GET      44.000        98.89
GET      45.000        98.97
GET      46.000        99.02
GET      47.000        99.28
GET      48.000        99.38
GET      49.000        99.46
GET      50.000        99.48
GET      51.000        99.56
GET      52.000        99.61
GET      54.000        99.64
GET      56.000        99.69
GET      57.000        99.74
GET      59.000        99.77
GET      61.000        99.79
GET      62.000        99.82
GET      68.000        99.87
GET      69.000        99.92
GET      73.000        99.95
GET      74.000        99.97
GET      82.000       100.00
---
