1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets         183.74          ---          ---      5.49900       742.20 
Gets         183.71      1099.85         2.40      5.37200      4446.09 
Waits          0.00          ---          ---      0.00000          --- 
Totals       367.45      1099.85         2.40      5.43500      5188.29 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.600         0.07
SET       1.700         0.34
SET       1.800         0.79
SET       1.900         1.55
SET       2.000         2.99
SET       2.100         4.69
SET       2.200         6.84
SET       2.300         9.41
SET       2.400        12.10
SET       2.500        14.31
SET       2.600        16.96
SET       2.700        19.38
SET       2.800        21.53
SET       2.900        23.72
SET       3.000        25.79
SET       3.100        27.57
SET       3.200        29.29
SET       3.300        30.88
SET       3.400        32.35
SET       3.500        33.67
SET       3.600        35.00
SET       3.700        36.22
SET       3.800        37.27
SET       3.900        38.31
SET       4.000        39.25
SET       4.100        40.08
SET       4.200        40.90
SET       4.300        41.71
SET       4.400        42.48
SET       4.500        43.07
SET       4.600        43.77
SET       4.700        44.32
SET       4.800        44.98
SET       4.900        45.69
SET       5.000        46.47
SET       5.100        47.34
SET       5.200        48.03
SET       5.300        48.76
SET       5.400        49.58
SET       5.500        50.40
SET       5.600        51.32
SET       5.700        52.53
SET       5.800        53.51
SET       5.900        54.47
SET       6.000        55.59
SET       6.100        56.89
SET       6.200        58.10
SET       6.300        59.56
SET       6.400        60.88
SET       6.500        62.24
SET       6.600        63.85
SET       6.700        65.35
SET       6.800        66.87
SET       6.900        68.49
SET       7.000        70.23
SET       7.100        72.11
SET       7.200        73.79
SET       7.300        75.47
SET       7.400        77.30
SET       7.500        78.75
SET       7.600        80.32
SET       7.700        81.76
SET       7.800        83.01
SET       7.900        84.10
SET       8.000        85.28
SET       8.100        86.28
SET       8.200        87.32
SET       8.300        88.17
SET       8.400        88.93
SET       8.500        89.61
SET       8.600        90.37
SET       8.700        91.04
SET       8.800        91.55
SET       8.900        92.14
SET       9.000        92.62
SET       9.100        92.98
SET       9.200        93.31
SET       9.300        93.59
SET       9.400        93.87
SET       9.500        94.17
SET       9.600        94.49
SET       9.700        94.71
SET       9.800        94.94
SET       9.900        95.19
SET      10.000        96.21
SET      11.000        97.47
SET      12.000        98.35
SET      13.000        98.89
SET      14.000        99.24
SET      15.000        99.53
SET      16.000        99.77
SET      17.000        99.84
SET      18.000        99.88
SET      19.000        99.93
SET      20.000        99.94
SET      21.000        99.95
SET      22.000        99.96
SET      23.000        99.97
SET      25.000        99.99
SET      53.000       100.00
---
GET       1.400         0.02
GET       1.500         0.10
GET       1.600         0.33
GET       1.700         0.93
GET       1.800         1.82
GET       1.900         3.14
GET       2.000         4.74
GET       2.100         6.90
GET       2.200         9.15
GET       2.300        11.74
GET       2.400        14.51
GET       2.500        17.48
GET       2.600        20.33
GET       2.700        22.88
GET       2.800        25.46
GET       2.900        27.64
GET       3.000        29.58
GET       3.100        31.68
GET       3.200        33.55
GET       3.300        35.23
GET       3.400        36.75
GET       3.500        38.10
GET       3.600        39.45
GET       3.700        40.71
GET       3.800        41.82
GET       3.900        42.67
GET       4.000        43.59
GET       4.100        44.57
GET       4.200        45.34
GET       4.300        46.12
GET       4.400        46.92
GET       4.500        47.72
GET       4.600        48.45
GET       4.700        49.20
GET       4.800        49.94
GET       4.900        50.68
GET       5.000        51.48
GET       5.100        52.29
GET       5.200        53.08
GET       5.300        53.97
GET       5.400        54.95
GET       5.500        55.80
GET       5.600        56.79
GET       5.700        57.77
GET       5.800        58.62
GET       5.900        59.56
GET       6.000        60.78
GET       6.100        61.95
GET       6.200        63.26
GET       6.300        64.35
GET       6.400        65.67
GET       6.500        66.89
GET       6.600        68.10
GET       6.700        69.68
GET       6.800        71.08
GET       6.900        72.58
GET       7.000        73.92
GET       7.100        75.26
GET       7.200        76.79
GET       7.300        78.23
GET       7.400        79.62
GET       7.500        81.05
GET       7.600        82.34
GET       7.700        83.56
GET       7.800        84.67
GET       7.900        85.79
GET       8.000        86.79
GET       8.100        87.77
GET       8.200        88.58
GET       8.300        89.40
GET       8.400        90.11
GET       8.500        90.76
GET       8.600        91.43
GET       8.700        91.93
GET       8.800        92.49
GET       8.900        92.85
GET       9.000        93.23
GET       9.100        93.61
GET       9.200        93.97
GET       9.300        94.29
GET       9.400        94.54
GET       9.500        94.78
GET       9.600        94.91
GET       9.700        95.06
GET       9.800        95.31
GET       9.900        95.59
GET      10.000        96.35
GET      11.000        97.42
GET      12.000        98.04
GET      13.000        98.49
GET      14.000        98.93
GET      15.000        99.21
GET      16.000        99.40
GET      17.000        99.46
GET      18.000        99.50
GET      19.000        99.56
GET      20.000        99.56
GET      21.000        99.59
GET      23.000        99.60
GET      24.000        99.61
GET      27.000        99.62
GET      44.000        99.63
GET      45.000        99.70
GET      46.000        99.72
GET      47.000        99.73
GET      48.000        99.80
GET      49.000        99.87
GET      50.000        99.91
GET      51.000        99.95
GET      53.000        99.97
GET      56.000        99.98
GET      57.000        99.98
GET      60.000       100.00
---
