1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets         163.22          ---          ---      6.27800       659.31 
Gets         163.20       977.13         2.09      5.96100      3950.01 
Waits          0.00          ---          ---      0.00000          --- 
Totals       326.42       977.13         2.09      6.11900      4609.32 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.400         0.01
SET       1.500         0.03
SET       1.600         0.09
SET       1.700         0.22
SET       1.800         0.56
SET       1.900         1.31
SET       2.000         2.17
SET       2.100         3.38
SET       2.200         4.72
SET       2.300         6.51
SET       2.400         8.19
SET       2.500        10.21
SET       2.600        12.07
SET       2.700        14.10
SET       2.800        15.92
SET       2.900        17.48
SET       3.000        19.02
SET       3.100        20.40
SET       3.200        21.88
SET       3.300        23.42
SET       3.400        24.58
SET       3.500        25.84
SET       3.600        26.94
SET       3.700        27.95
SET       3.800        28.87
SET       3.900        29.66
SET       4.000        30.45
SET       4.100        31.29
SET       4.200        32.01
SET       4.300        32.64
SET       4.400        33.36
SET       4.500        33.93
SET       4.600        34.60
SET       4.700        35.23
SET       4.800        35.88
SET       4.900        36.64
SET       5.000        37.22
SET       5.100        37.88
SET       5.200        38.68
SET       5.300        39.44
SET       5.400        40.14
SET       5.500        40.77
SET       5.600        41.40
SET       5.700        42.20
SET       5.800        42.99
SET       5.900        43.68
SET       6.000        44.60
SET       6.100        45.50
SET       6.200        46.37
SET       6.300        47.47
SET       6.400        48.57
SET       6.500        49.59
SET       6.600        50.67
SET       6.700        51.93
SET       6.800        53.21
SET       6.900        54.41
SET       7.000        55.75
SET       7.100        57.26
SET       7.200        58.90
SET       7.300        60.47
SET       7.400        62.40
SET       7.500        64.71
SET       7.600        66.91
SET       7.700        68.92
SET       7.800        71.07
SET       7.900        73.07
SET       8.000        75.11
SET       8.100        76.83
SET       8.200        78.37
SET       8.300        80.03
SET       8.400        81.52
SET       8.500        82.83
SET       8.600        84.03
SET       8.700        84.99
SET       8.800        86.12
SET       8.900        87.13
SET       9.000        87.98
SET       9.100        88.84
SET       9.200        89.56
SET       9.300        90.14
SET       9.400        90.71
SET       9.500        91.23
SET       9.600        91.77
SET       9.700        92.19
SET       9.800        92.49
SET       9.900        92.87
SET      10.000        94.48
SET      11.000        96.11
SET      12.000        97.25
SET      13.000        98.09
SET      14.000        98.68
SET      15.000        99.14
SET      16.000        99.40
SET      17.000        99.60
SET      18.000        99.71
SET      19.000        99.78
SET      20.000        99.85
SET      21.000        99.86
SET      22.000        99.88
SET      25.000        99.89
SET      26.000        99.90
SET      27.000        99.92
SET      32.000        99.93
SET      37.000        99.94
SET      41.000        99.95
SET      42.000        99.96
SET      50.000        99.96
SET      57.000        99.97
SET      60.000        99.98
SET      88.000        99.99
SET     210.000       100.00
---
GET       1.300         0.01
GET       1.400         0.05
GET       1.500         0.16
GET       1.600         0.39
GET       1.700         0.81
GET       1.800         1.43
GET       1.900         2.54
GET       2.000         4.09
GET       2.100         5.48
GET       2.200         7.47
GET       2.300         9.82
GET       2.400        12.04
GET       2.500        14.34
GET       2.600        16.77
GET       2.700        19.23
GET       2.800        21.54
GET       2.900        23.68
GET       3.000        25.76
GET       3.100        27.52
GET       3.200        29.64
GET       3.300        31.25
GET       3.400        32.70
GET       3.500        34.06
GET       3.600        35.50
GET       3.700        36.68
GET       3.800        37.64
GET       3.900        38.60
GET       4.000        39.47
GET       4.100        40.23
GET       4.200        41.06
GET       4.300        42.14
GET       4.400        43.02
GET       4.500        43.51
GET       4.600        44.24
GET       4.700        44.92
GET       4.800        45.62
GET       4.900        46.21
GET       5.000        46.71
GET       5.100        47.37
GET       5.200        48.03
GET       5.300        48.70
GET       5.400        49.46
GET       5.500        49.90
GET       5.600        50.62
GET       5.700        51.37
GET       5.800        52.08
GET       5.900        52.75
GET       6.000        53.52
GET       6.100        54.26
GET       6.200        55.08
GET       6.300        55.79
GET       6.400        56.68
GET       6.500        57.54
GET       6.600        58.48
GET       6.700        59.45
GET       6.800        60.52
GET       6.900        61.75
GET       7.000        62.91
GET       7.100        64.15
GET       7.200        65.28
GET       7.300        66.75
GET       7.400        68.30
GET       7.500        69.65
GET       7.600        71.12
GET       7.700        72.43
GET       7.800        73.74
GET       7.900        75.28
GET       8.000        76.70
GET       8.100        78.09
GET       8.200        79.49
GET       8.300        80.77
GET       8.400        82.26
GET       8.500        83.28
GET       8.600        84.41
GET       8.700        85.40
GET       8.800        86.41
GET       8.900        87.48
GET       9.000        88.34
GET       9.100        89.03
GET       9.200        89.79
GET       9.300        90.41
GET       9.400        90.92
GET       9.500        91.34
GET       9.600        91.64
GET       9.700        92.07
GET       9.800        92.36
GET       9.900        92.76
GET      10.000        94.30
GET      11.000        95.76
GET      12.000        96.49
GET      13.000        97.30
GET      14.000        98.07
GET      15.000        98.63
GET      16.000        99.11
GET      17.000        99.33
GET      18.000        99.44
GET      19.000        99.50
GET      20.000        99.53
GET      21.000        99.55
GET      22.000        99.56
GET      23.000        99.58
GET      24.000        99.59
GET      26.000        99.61
GET      30.000        99.61
GET      43.000        99.63
GET      44.000        99.69
GET      45.000        99.75
GET      46.000        99.80
GET      48.000        99.82
GET      49.000        99.84
GET      50.000        99.90
GET      51.000        99.93
GET      52.000        99.94
GET      53.000        99.95
GET      55.000        99.96
GET      56.000        99.96
GET      58.000        99.97
GET     120.000        99.99
GET     140.000       100.00
---
