1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets         188.09          ---          ---      5.33700       759.79 
Gets         188.06       563.58         0.61      5.28200      2279.16 
Waits          0.00          ---          ---      0.00000          --- 
Totals       376.16       563.58         0.61      5.30900      3038.95 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.400         0.01
SET       1.600         0.03
SET       1.700         0.17
SET       1.800         0.48
SET       1.900         1.39
SET       2.000         2.91
SET       2.100         4.75
SET       2.200         7.03
SET       2.300         9.72
SET       2.400        12.71
SET       2.500        15.86
SET       2.600        19.13
SET       2.700        22.27
SET       2.800        25.24
SET       2.900        27.81
SET       3.000        30.45
SET       3.100        32.50
SET       3.200        34.56
SET       3.300        36.28
SET       3.400        38.14
SET       3.500        39.49
SET       3.600        40.73
SET       3.700        42.00
SET       3.800        42.99
SET       3.900        43.89
SET       4.000        44.86
SET       4.100        45.69
SET       4.200        46.56
SET       4.300        47.29
SET       4.400        48.05
SET       4.500        48.72
SET       4.600        49.35
SET       4.700        49.94
SET       4.800        50.41
SET       4.900        50.94
SET       5.000        51.44
SET       5.100        52.02
SET       5.200        52.64
SET       5.300        53.23
SET       5.400        53.99
SET       5.500        54.55
SET       5.600        55.09
SET       5.700        55.79
SET       5.800        56.52
SET       5.900        57.23
SET       6.000        58.04
SET       6.100        58.89
SET       6.200        59.83
SET       6.300        60.84
SET       6.400        61.82
SET       6.500        62.99
SET       6.600        64.37
SET       6.700        65.57
SET       6.800        67.12
SET       6.900        68.59
SET       7.000        70.07
SET       7.100        71.47
SET       7.200        73.16
SET       7.300        74.67
SET       7.400        76.09
SET       7.500        77.68
SET       7.600        79.29
SET       7.700        80.68
SET       7.800        82.15
SET       7.900        83.51
SET       8.000        84.66
SET       8.100        85.79
SET       8.200        86.70
SET       8.300        87.67
SET       8.400        88.57
SET       8.500        89.33
SET       8.600        89.98
SET       8.700        90.61
SET       8.800        91.24
SET       8.900        91.80
SET       9.000        92.31
SET       9.100        92.64
SET       9.200        93.07
SET       9.300        93.36
SET       9.400        93.81
SET       9.500        94.18
SET       9.600        94.55
SET       9.700        94.89
SET       9.800        95.17
SET       9.900        95.38
SET      10.000        96.48
SET      11.000        97.62
SET      12.000        98.27
SET      13.000        98.76
SET      14.000        99.16
SET      15.000        99.52
SET      16.000        99.74
SET      17.000        99.83
SET      18.000        99.88
SET      19.000        99.89
SET      20.000        99.92
SET      21.000        99.93
SET      22.000        99.95
SET      23.000        99.96
SET      25.000        99.97
SET      28.000        99.98
SET      29.000        99.98
SET      30.000        99.99
SET      39.000       100.00
---
GET       1.300         0.02
GET       1.400         0.13
GET       1.500         0.41
GET       1.600         1.14
GET       1.700         2.67
GET       1.800         4.66
GET       1.900         7.22
GET       2.000        10.28
GET       2.100        13.65
GET       2.200        16.91
GET       2.300        20.04
GET       2.400        22.69
GET       2.500        25.00
GET       2.600        27.39
GET       2.700        29.36
GET       2.800        31.08
GET       2.900        32.80
GET       3.000        34.23
GET       3.100        35.65
GET       3.200        36.89
GET       3.300        37.95
GET       3.400        38.78
GET       3.500        39.67
GET       3.600        40.40
GET       3.700        41.17
GET       3.800        41.90
GET       3.900        42.61
GET       4.000        43.19
GET       4.100        43.86
GET       4.200        44.39
GET       4.300        44.93
GET       4.400        45.53
GET       4.500        46.05
GET       4.600        46.70
GET       4.700        47.27
GET       4.800        47.96
GET       4.900        48.72
GET       5.000        49.54
GET       5.100        50.30
GET       5.200        51.15
GET       5.300        51.82
GET       5.400        52.64
GET       5.500        53.44
GET       5.600        54.35
GET       5.700        55.31
GET       5.800        56.37
GET       5.900        57.59
GET       6.000        58.68
GET       6.100        60.03
GET       6.200        61.61
GET       6.300        62.93
GET       6.400        64.48
GET       6.500        66.25
GET       6.600        67.96
GET       6.700        69.82
GET       6.800        71.53
GET       6.900        73.40
GET       7.000        75.20
GET       7.100        76.93
GET       7.200        78.70
GET       7.300        80.46
GET       7.400        82.10
GET       7.500        83.44
GET       7.600        84.87
GET       7.700        85.97
GET       7.800        86.98
GET       7.900        87.89
GET       8.000        88.70
GET       8.100        89.60
GET       8.200        90.32
GET       8.300        90.88
GET       8.400        91.42
GET       8.500        91.90
GET       8.600        92.33
GET       8.700        92.77
GET       8.800        93.22
GET       8.900        93.59
GET       9.000        93.97
GET       9.100        94.24
GET       9.200        94.57
GET       9.300        94.81
GET       9.400        95.09
GET       9.500        95.28
GET       9.600        95.53
GET       9.700        95.78
GET       9.800        95.94
GET       9.900        96.11
GET      10.000        96.73
GET      11.000        97.59
GET      12.000        98.21
GET      13.000        98.66
GET      14.000        98.93
GET      15.000        99.19
GET      16.000        99.37
GET      17.000        99.45
GET      18.000        99.50
GET      19.000        99.51
GET      20.000        99.53
GET      21.000        99.54
GET      23.000        99.54
GET      24.000        99.56
GET      25.000        99.57
GET      42.000        99.57
GET      43.000        99.61
GET      44.000        99.63
GET      45.000        99.67
GET      46.000        99.74
GET      47.000        99.79
GET      48.000        99.86
GET      49.000        99.88
GET      50.000        99.93
GET      51.000        99.97
GET      52.000        99.98
GET      53.000        99.98
GET      55.000        99.99
GET     100.000       100.00
---
