1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets         169.79          ---          ---      5.84300       685.85 
Gets         169.78       508.77         0.56      5.92200      2057.49 
Waits          0.00          ---          ---      0.00000          --- 
Totals       339.56       508.77         0.56      5.88200      2743.35 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.600         0.03
SET       1.700         0.18
SET       1.800         0.55
SET       1.900         1.35
SET       2.000         2.50
SET       2.100         4.38
SET       2.200         6.34
SET       2.300         8.61
SET       2.400        11.27
SET       2.500        13.92
SET       2.600        16.54
SET       2.700        19.26
SET       2.800        21.55
SET       2.900        24.03
SET       3.000        26.18
SET       3.100        28.05
SET       3.200        30.00
SET       3.300        31.73
SET       3.400        33.23
SET       3.500        34.74
SET       3.600        36.21
SET       3.700        37.47
SET       3.800        38.77
SET       3.900        39.70
SET       4.000        40.70
SET       4.100        41.68
SET       4.200        42.49
SET       4.300        43.26
SET       4.400        43.92
SET       4.500        44.67
SET       4.600        45.34
SET       4.700        45.89
SET       4.800        46.51
SET       4.900        47.04
SET       5.000        47.75
SET       5.100        48.33
SET       5.200        48.76
SET       5.300        49.28
SET       5.400        49.91
SET       5.500        50.52
SET       5.600        51.10
SET       5.700        51.62
SET       5.800        52.13
SET       5.900        52.63
SET       6.000        53.22
SET       6.100        53.73
SET       6.200        54.32
SET       6.300        55.12
SET       6.400        55.81
SET       6.500        56.53
SET       6.600        57.13
SET       6.700        57.81
SET       6.800        58.55
SET       6.900        59.49
SET       7.000        60.18
SET       7.100        61.23
SET       7.200        62.40
SET       7.300        63.81
SET       7.400        65.18
SET       7.500        66.69
SET       7.600        68.21
SET       7.700        70.37
SET       7.800        72.24
SET       7.900        73.91
SET       8.000        75.72
SET       8.100        77.31
SET       8.200        79.00
SET       8.300        80.42
SET       8.400        81.97
SET       8.500        83.13
SET       8.600        84.38
SET       8.700        85.45
SET       8.800        86.48
SET       8.900        87.42
SET       9.000        88.32
SET       9.100        89.10
SET       9.200        89.80
SET       9.300        90.44
SET       9.400        90.95
SET       9.500        91.41
SET       9.600        91.96
SET       9.700        92.49
SET       9.800        92.92
SET       9.900        93.32
SET      10.000        95.15
SET      11.000        96.69
SET      12.000        97.72
SET      13.000        98.38
SET      14.000        98.83
SET      15.000        99.25
SET      16.000        99.51
SET      17.000        99.68
SET      18.000        99.77
SET      19.000        99.81
SET      20.000        99.83
SET      21.000        99.87
SET      22.000        99.91
SET      23.000        99.92
SET      24.000        99.93
SET      25.000        99.94
SET      26.000        99.95
SET      36.000        99.96
SET      37.000        99.97
SET      55.000        99.97
SET      65.000        99.98
SET     270.000        99.99
SET     320.000       100.00
---
GET       1.200         0.02
GET       1.300         0.08
GET       1.400         0.32
GET       1.500         0.78
GET       1.600         1.68
GET       1.700         3.32
GET       1.800         5.17
GET       1.900         7.56
GET       2.000        10.35
GET       2.100        12.71
GET       2.200        15.43
GET       2.300        17.82
GET       2.400        20.10
GET       2.500        21.82
GET       2.600        23.58
GET       2.700        25.08
GET       2.800        26.50
GET       2.900        27.61
GET       3.000        28.89
GET       3.100        29.79
GET       3.200        30.68
GET       3.300        31.58
GET       3.400        32.39
GET       3.500        33.02
GET       3.600        33.79
GET       3.700        34.39
GET       3.800        34.91
GET       3.900        35.44
GET       4.000        35.92
GET       4.100        36.35
GET       4.200        37.06
GET       4.300        37.69
GET       4.400        38.28
GET       4.500        38.74
GET       4.600        39.39
GET       4.700        39.85
GET       4.800        40.45
GET       4.900        41.08
GET       5.000        41.77
GET       5.100        42.34
GET       5.200        43.04
GET       5.300        43.64
GET       5.400        44.47
GET       5.500        45.23
GET       5.600        45.98
GET       5.700        47.00
GET       5.800        47.90
GET       5.900        48.96
GET       6.000        50.24
GET       6.100        51.24
GET       6.200        52.36
GET       6.300        53.52
GET       6.400        54.82
GET       6.500        56.13
GET       6.600        57.50
GET       6.700        58.86
GET       6.800        60.24
GET       6.900        61.48
GET       7.000        63.39
GET       7.100        65.00
GET       7.200        66.71
GET       7.300        68.52
GET       7.400        70.16
GET       7.500        72.19
GET       7.600        74.13
GET       7.700        75.93
GET       7.800        77.64
GET       7.900        79.21
GET       8.000        80.66
GET       8.100        82.09
GET       8.200        83.40
GET       8.300        84.56
GET       8.400        85.56
GET       8.500        86.70
GET       8.600        87.64
GET       8.700        88.54
GET       8.800        89.12
GET       8.900        89.71
GET       9.000        90.46
GET       9.100        91.05
GET       9.200        91.41
GET       9.300        91.90
GET       9.400        92.29
GET       9.500        92.73
GET       9.600        93.00
GET       9.700        93.34
GET       9.800        93.72
GET       9.900        93.97
GET      10.000        95.02
GET      11.000        96.31
GET      12.000        97.19
GET      13.000        97.84
GET      14.000        98.28
GET      15.000        98.76
GET      16.000        99.06
GET      17.000        99.23
GET      18.000        99.40
GET      19.000        99.44
GET      20.000        99.49
GET      21.000        99.50
GET      22.000        99.51
GET      23.000        99.53
GET      27.000        99.54
GET      32.000        99.55
GET      43.000        99.55
GET      44.000        99.60
GET      45.000        99.62
GET      46.000        99.67
GET      47.000        99.71
GET      48.000        99.72
GET      49.000        99.77
GET      50.000        99.81
GET      51.000        99.87
GET      52.000        99.90
GET      53.000        99.92
GET      54.000        99.94
GET      55.000        99.95
GET      56.000        99.98
GET     150.000        99.99
GET     220.000       100.00
---
