Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,68,0.007790,281282,68,0.006847,1688906,0,408,0,0.000000
1,80,0.006379,330919,79,0.006190,1949705,3,471,0,0.000000
2,81,0.006007,335051,82,0.006222,2032491,1,491,0,0.000000
3,73,0.006258,301957,72,0.007513,1784123,1,431,0,0.000000
4,81,0.005613,335048,81,0.006711,1999368,3,483,0,0.000000
5,87,0.005786,359859,88,0.005694,2177374,2,526,0,0.000000
6,83,0.006064,343324,82,0.005997,2028374,2,490,0,0.000000
7,81,0.006393,335045,82,0.005834,2036590,0,492,0,0.000000
8,91,0.005537,376413,91,0.005493,2260132,0,546,0,0.000000
9,84,0.006339,347460,83,0.005566,2057305,1,497,0,0.000000
10,82,0.006072,339183,83,0.006035,2057327,1,497,0,0.000000
11,79,0.006826,326775,78,0.005936,1924886,3,465,0,0.000000
12,86,0.005632,355730,86,0.005902,2131827,1,515,0,0.000000
13,78,0.005384,322636,79,0.007342,1957975,1,473,0,0.000000
14,88,0.005200,364002,87,0.006263,2152544,2,520,0,0.000000
15,82,0.005688,339185,83,0.006294,2053218,2,496,0,0.000000
16,85,0.005911,351593,85,0.005911,2102852,2,508,0,0.000000
17,90,0.006005,372283,90,0.005095,2222937,3,537,0,0.000000
18,86,0.005844,355734,86,0.005752,2131853,1,515,0,0.000000
19,90,0.006169,372272,89,0.005022,2210446,0,534,0,0.000000
20,87,0.005960,359857,88,0.005472,2181503,1,527,0,0.000000
21,88,0.005998,363999,87,0.005406,2160804,0,522,0,0.000000
22,102,0.005000,421918,103,0.004716,2545803,3,615,0,0.000000
23,93,0.005193,384683,93,0.005568,2301550,2,556,0,0.000000
24,96,0.005497,397096,96,0.004897,2367820,4,572,0,0.000000
25,89,0.005855,368125,89,0.005324,2206349,1,533,0,0.000000
26,93,0.005487,384688,92,0.005359,2268488,4,548,0,0.000000
27,91,0.005412,376413,92,0.005469,2276716,2,550,0,0.000000
28,96,0.005449,397094,96,0.004955,2371963,3,573,0,0.000000
29,93,0.005549,384684,93,0.005210,2305703,1,557,0,0.000000
30,89,0.005832,368145,88,0.005384,2173243,3,525,0,0.000000
31,89,0.005956,368153,89,0.005320,2206347,1,533,0,0.000000
32,94,0.005339,388809,94,0.005263,2326396,2,562,0,0.000000
33,95,0.005481,392959,95,0.005048,2351224,2,568,0,0.000000
34,89,0.005980,368142,90,0.005145,2231165,1,539,0,0.000000
35,87,0.006218,359870,87,0.005274,2148411,3,519,0,0.000000
36,89,0.005965,368136,89,0.005240,2206315,1,533,0,0.000000
37,94,0.005133,388824,94,0.005434,2330487,1,563,0,0.000000
38,99,0.005398,409502,98,0.004773,2429881,1,587,0,0.000000
39,97,0.005850,401236,98,0.004405,2433978,0,588,0,0.000000
40,87,0.005907,359859,86,0.005634,2135952,0,516,0,0.000000
41,91,0.005784,376413,91,0.005213,2255977,1,545,0,0.000000
42,90,0.005269,372286,90,0.005816,2227032,2,538,0,0.000000
43,92,0.004968,380547,92,0.005885,2284994,0,552,0,0.000000
44,95,0.005376,392957,95,0.005076,2359458,0,570,0,0.000000
45,89,0.005688,368135,90,0.005459,2227058,2,538,0,0.000000
46,91,0.005888,376412,90,0.005225,2231193,1,539,0,0.000000
47,98,0.005353,405371,98,0.004837,2429845,1,587,0,0.000000
48,92,0.005379,380553,92,0.005386,2280879,1,551,0,0.000000
49,100,0.004726,413636,100,0.005297,2475414,2,598,0,0.000000
50,89,0.005452,368138,90,0.005679,2222917,3,537,0,0.000000
51,93,0.005813,384684,93,0.004993,2301548,2,556,0,0.000000
52,92,0.005739,380549,91,0.005121,2260152,0,546,0,0.000000
53,88,0.005688,364004,89,0.005620,2210482,0,534,0,0.000000
54,99,0.005143,409501,99,0.004942,2450582,2,592,0,0.000000
55,92,0.005427,380547,92,0.005422,2284950,0,552,0,0.000000
56,90,0.005016,372270,89,0.006161,2206327,1,533,0,0.000000
57,94,0.005744,388816,95,0.004813,2359470,0,570,0,0.000000
58,92,0.005386,380545,91,0.005502,2260146,0,546,0,0.000000
59,90,0.005728,372275,91,0.005282,2256001,1,545,0,0.000000
60,87,0.005037,359859,87,0.006484,2152528,2,520,0,0.000000
61,89,0.005624,368138,89,0.005544,2206337,1,533,0,0.000000
62,92,0.005325,380546,92,0.005520,2272573,3,549,0,0.000000
63,93,0.005350,384689,92,0.005466,2280833,1,551,0,0.000000
64,83,0.005243,343320,83,0.006833,2057309,1,497,0,0.000000
65,83,0.005903,343322,84,0.006059,2082139,1,503,0,0.000000
66,89,0.005101,368137,89,0.006051,2198061,3,531,0,0.000000
67,84,0.005858,347445,83,0.006190,2049067,3,495,0,0.000000
68,94,0.005449,388825,94,0.005173,2326398,2,562,0,0.000000
69,93,0.004937,384680,93,0.005746,2309800,0,558,0,0.000000
70,0,0.000000,0,1,0.007834,24838,0,6,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   1.500,0.05
   1.600,0.11
   1.700,0.38
   1.800,0.90
   1.900,1.76
   2.000,2.82
   2.100,4.68
   2.200,6.75
   2.300,9.20
   2.400,11.96
   2.500,14.45
   2.600,17.19
   2.700,19.87
   2.800,22.13
   2.900,24.10
   3.000,26.06
   3.100,27.66
   3.200,29.35
   3.300,30.84
   3.400,32.22
   3.500,33.52
   3.600,34.73
   3.700,35.92
   3.800,36.91
   3.900,38.10
   4.000,39.10
   4.100,39.91
   4.200,40.86
   4.300,41.79
   4.400,42.50
   4.500,43.39
   4.600,44.19
   4.700,44.80
   4.800,45.61
   4.900,46.44
   5.000,47.07
   5.100,47.80
   5.200,48.81
   5.300,49.65
   5.400,50.50
   5.500,51.59
   5.600,52.28
   5.700,53.32
   5.800,54.36
   5.900,55.39
   6.000,56.33
   6.100,57.44
   6.200,58.60
   6.300,59.94
   6.400,61.21
   6.500,62.51
   6.600,64.02
   6.700,65.57
   6.800,67.00
   6.900,68.26
   7.000,70.27
   7.100,71.76
   7.200,73.33
   7.300,74.62
   7.400,76.15
   7.500,77.60
   7.600,79.30
   7.700,80.72
   7.800,82.17
   7.900,83.32
   8.000,84.51
   8.100,85.58
   8.200,86.53
   8.300,87.51
   8.400,88.28
   8.500,89.10
   8.600,89.70
   8.700,90.36
   8.800,90.91
   8.900,91.40
   9.000,91.87
   9.100,92.22
   9.200,92.62
   9.300,92.99
   9.400,93.35
   9.500,93.67
   9.600,94.02
   9.700,94.24
   9.800,94.53
   9.900,94.79
  10.000,95.85
  11.000,97.11
  12.000,98.14
  13.000,98.67
  14.000,99.15
  15.000,99.41
  16.000,99.53
  17.000,99.60
  18.000,99.70
  19.000,99.73
  20.000,99.78
  21.000,99.81
  22.000,99.82
  23.000,99.84
  24.000,99.86
  28.000,99.87
  43.000,99.89
  47.000,99.92
  48.000,99.94
  50.000,99.95
  51.000,99.98
  53.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent
   1.500,0.02
   1.600,0.03
   1.700,0.13
   1.800,0.43
   1.900,0.85
   2.000,1.48
   2.100,2.68
   2.200,4.36
   2.300,6.29
   2.400,8.68
   2.500,10.81
   2.600,13.26
   2.700,15.88
   2.800,18.01
   2.900,20.43
   3.000,22.72
   3.100,24.78
   3.200,26.59
   3.300,28.35
   3.400,29.78
   3.500,31.33
   3.600,32.57
   3.700,33.64
   3.800,34.83
   3.900,35.92
   4.000,36.79
   4.100,37.83
   4.200,39.03
   4.300,39.87
   4.400,40.64
   4.500,41.44
   4.600,42.21
   4.700,42.93
   4.800,43.65
   4.900,44.23
   5.000,44.74
   5.100,45.62
   5.200,46.31
   5.300,47.07
   5.400,47.98
   5.500,48.83
   5.600,49.62
   5.700,50.67
   5.800,51.70
   5.900,52.73
   6.000,53.88
   6.100,54.78
   6.200,55.95
   6.300,57.23
   6.400,58.56
   6.500,59.94
   6.600,61.45
   6.700,62.78
   6.800,64.82
   6.900,66.98
   7.000,68.75
   7.100,70.78
   7.200,72.45
   7.300,74.12
   7.400,75.77
   7.500,77.53
   7.600,79.20
   7.700,80.52
   7.800,81.96
   7.900,83.37
   8.000,84.62
   8.100,85.68
   8.200,86.69
   8.300,87.62
   8.400,88.45
   8.500,89.22
   8.600,89.93
   8.700,90.55
   8.800,91.18
   8.900,91.73
   9.000,92.25
   9.100,92.69
   9.200,93.15
   9.300,93.54
   9.400,93.83
   9.500,94.08
   9.600,94.37
   9.700,94.66
   9.800,94.84
   9.900,95.11
  10.000,96.14
  11.000,97.35
  12.000,98.16
  13.000,98.64
  14.000,99.09
  15.000,99.47
  16.000,99.66
  17.000,99.82
  18.000,99.89
  19.000,99.94
  20.000,99.95
  21.000,99.97
  35.000,99.98
  57.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
