1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          27.88          ---          ---     18.69600       112.63 
Gets          27.87      1496.16         8.71     53.04200      6046.05 
Waits          0.00          ---          ---      0.00000          --- 
Totals        55.75      1496.16         8.71     35.86400      6158.68 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.800         0.05
SET       2.200         0.15
SET       2.300         0.26
SET       2.400         0.46
SET       2.500         0.77
SET       2.600         1.08
SET       2.700         1.43
SET       2.800         1.90
SET       2.900         2.15
SET       3.000         2.66
SET       3.100         3.23
SET       3.200         3.84
SET       3.300         4.35
SET       3.400         5.02
SET       3.500         5.33
SET       3.600         5.64
SET       3.700         5.89
SET       3.800         6.10
SET       3.900         6.76
SET       4.000         7.27
SET       4.100         7.58
SET       4.200         8.09
SET       4.300         8.50
SET       4.400         8.71
SET       4.500         9.02
SET       4.600         9.48
SET       4.700         9.78
SET       4.800        10.09
SET       4.900        10.30
SET       5.000        10.50
SET       5.100        10.86
SET       5.200        11.07
SET       5.300        11.27
SET       5.400        11.68
SET       5.500        11.73
SET       5.600        11.78
SET       5.700        11.83
SET       5.800        12.09
SET       5.900        12.30
SET       6.000        12.50
SET       6.100        12.55
SET       6.200        12.70
SET       6.300        12.96
SET       6.400        13.01
SET       6.500        13.11
SET       6.700        13.22
SET       6.800        13.47
SET       6.900        13.52
SET       7.000        13.63
SET       7.100        13.78
SET       7.200        13.99
SET       7.300        14.19
SET       7.400        14.45
SET       7.500        14.86
SET       7.600        15.06
SET       7.700        15.37
SET       7.800        15.57
SET       7.900        15.83
SET       8.000        16.24
SET       8.100        16.60
SET       8.200        16.91
SET       8.300        17.32
SET       8.400        17.73
SET       8.500        17.93
SET       8.600        18.03
SET       8.700        18.19
SET       8.800        18.49
SET       8.900        18.70
SET       9.000        19.01
SET       9.100        19.31
SET       9.200        19.52
SET       9.300        19.83
SET       9.400        19.93
SET       9.500        20.03
SET       9.600        20.18
SET       9.700        20.29
SET       9.800        20.39
SET       9.900        20.54
SET      10.000        21.36
SET      11.000        23.31
SET      12.000        25.51
SET      13.000        28.84
SET      14.000        34.32
SET      15.000        44.98
SET      16.000        54.56
SET      17.000        57.38
SET      18.000        59.07
SET      19.000        60.04
SET      20.000        61.01
SET      21.000        62.55
SET      22.000        63.11
SET      23.000        64.29
SET      24.000        65.06
SET      25.000        65.83
SET      26.000        66.75
SET      27.000        68.03
SET      28.000        70.29
SET      29.000        74.44
SET      30.000        85.45
SET      31.000        95.49
SET      32.000        97.13
SET      33.000        97.90
SET      34.000        98.41
SET      35.000        98.98
SET      36.000        99.28
SET      37.000        99.39
SET      39.000        99.44
SET      40.000        99.49
SET      41.000        99.59
SET      44.000        99.64
SET      45.000        99.80
SET      46.000        99.85
SET      50.000        99.90
SET      62.000       100.00
---
GET       4.200         0.05
GET       4.800         0.15
GET      16.000         0.21
GET      17.000         0.62
GET      18.000         0.77
GET      19.000         0.87
GET      20.000         1.13
GET      21.000         1.23
GET      22.000         1.44
GET      23.000         1.49
GET      24.000         1.85
GET      25.000         1.95
GET      26.000         2.36
GET      27.000         2.82
GET      28.000         3.69
GET      29.000         4.25
GET      30.000         4.61
GET      31.000         5.84
GET      32.000        10.20
GET      33.000        12.51
GET      34.000        14.25
GET      35.000        15.07
GET      36.000        15.53
GET      37.000        15.74
GET      38.000        16.66
GET      39.000        17.99
GET      40.000        19.07
GET      41.000        20.66
GET      42.000        22.19
GET      43.000        24.14
GET      44.000        25.63
GET      45.000        27.17
GET      46.000        30.09
GET      47.000        36.70
GET      48.000        46.18
GET      49.000        49.87
GET      50.000        51.51
GET      51.000        52.79
GET      52.000        54.13
GET      53.000        54.95
GET      54.000        56.48
GET      55.000        57.92
GET      56.000        59.00
GET      57.000        60.43
GET      58.000        61.46
GET      59.000        63.04
GET      60.000        64.27
GET      61.000        65.76
GET      62.000        69.71
GET      63.000        77.96
GET      64.000        82.21
GET      65.000        84.06
GET      66.000        85.49
GET      67.000        86.47
GET      68.000        87.54
GET      69.000        87.95
GET      70.000        88.57
GET      71.000        89.13
GET      72.000        89.54
GET      73.000        90.06
GET      74.000        90.36
GET      75.000        90.77
GET      76.000        91.24
GET      77.000        92.06
GET      78.000        93.90
GET      79.000        96.51
GET      80.000        97.08
GET      81.000        97.33
GET      82.000        97.74
GET      83.000        97.95
GET      84.000        98.15
GET      85.000        98.31
GET      86.000        98.41
GET      87.000        98.46
GET      89.000        98.56
GET      90.000        98.62
GET      91.000        98.72
GET      92.000        98.77
GET      93.000        98.82
GET      94.000        99.28
GET      95.000        99.38
GET      96.000        99.44
GET     100.000        99.59
GET     110.000        99.85
GET     130.000        99.95
GET     140.000       100.00
---
