1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets         155.81          ---          ---      6.32600       629.37 
Gets         155.79      1397.17         4.96      6.49400      5647.25 
Waits          0.00          ---          ---      0.00000          --- 
Totals       311.60      1397.17         4.96      6.41000      6276.62 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.500         0.02
SET       1.600         0.06
SET       1.700         0.19
SET       1.800         0.40
SET       1.900         1.06
SET       2.000         1.87
SET       2.100         3.05
SET       2.200         4.70
SET       2.300         6.33
SET       2.400         8.14
SET       2.500        10.16
SET       2.600        12.08
SET       2.700        14.14
SET       2.800        15.95
SET       2.900        17.77
SET       3.000        19.69
SET       3.100        21.06
SET       3.200        22.58
SET       3.300        23.78
SET       3.400        24.77
SET       3.500        26.10
SET       3.600        27.06
SET       3.700        28.00
SET       3.800        28.84
SET       3.900        29.81
SET       4.000        30.68
SET       4.100        31.59
SET       4.200        32.26
SET       4.300        32.95
SET       4.400        33.50
SET       4.500        34.25
SET       4.600        35.01
SET       4.700        35.63
SET       4.800        36.12
SET       4.900        36.79
SET       5.000        37.62
SET       5.100        38.39
SET       5.200        39.06
SET       5.300        39.85
SET       5.400        40.74
SET       5.500        41.48
SET       5.600        42.31
SET       5.700        43.17
SET       5.800        44.05
SET       5.900        45.02
SET       6.000        45.97
SET       6.100        46.90
SET       6.200        48.04
SET       6.300        48.97
SET       6.400        49.90
SET       6.500        50.95
SET       6.600        51.87
SET       6.700        52.98
SET       6.800        54.16
SET       6.900        55.26
SET       7.000        56.45
SET       7.100        57.75
SET       7.200        59.25
SET       7.300        60.72
SET       7.400        62.70
SET       7.500        64.43
SET       7.600        66.32
SET       7.700        68.15
SET       7.800        69.90
SET       7.900        71.72
SET       8.000        73.51
SET       8.100        75.10
SET       8.200        76.68
SET       8.300        78.18
SET       8.400        79.72
SET       8.500        80.76
SET       8.600        81.98
SET       8.700        83.13
SET       8.800        84.01
SET       8.900        85.16
SET       9.000        86.15
SET       9.100        87.02
SET       9.200        87.80
SET       9.300        88.59
SET       9.400        89.17
SET       9.500        89.71
SET       9.600        90.31
SET       9.700        90.84
SET       9.800        91.16
SET       9.900        91.53
SET      10.000        93.28
SET      11.000        95.12
SET      12.000        96.35
SET      13.000        97.52
SET      14.000        98.27
SET      15.000        98.81
SET      16.000        99.22
SET      17.000        99.53
SET      18.000        99.69
SET      19.000        99.83
SET      20.000        99.85
SET      21.000        99.88
SET      23.000        99.92
SET      24.000        99.93
SET      25.000        99.94
SET      27.000        99.95
SET      29.000        99.96
SET      34.000        99.98
SET     100.000        99.99
SET     210.000       100.00
---
GET       1.400         0.01
GET       1.500         0.03
GET       1.600         0.10
GET       1.700         0.29
GET       1.800         0.76
GET       1.900         1.37
GET       2.000         2.33
GET       2.100         3.55
GET       2.200         4.95
GET       2.300         6.62
GET       2.400         8.33
GET       2.500        10.14
GET       2.600        12.16
GET       2.700        14.25
GET       2.800        16.17
GET       2.900        18.25
GET       3.000        20.14
GET       3.100        21.84
GET       3.200        23.32
GET       3.300        24.95
GET       3.400        26.43
GET       3.500        27.76
GET       3.600        29.07
GET       3.700        30.60
GET       3.800        31.79
GET       3.900        32.85
GET       4.000        33.78
GET       4.100        34.93
GET       4.200        35.90
GET       4.300        36.65
GET       4.400        37.50
GET       4.500        38.22
GET       4.600        38.91
GET       4.700        39.58
GET       4.800        40.21
GET       4.900        40.99
GET       5.000        41.67
GET       5.100        42.39
GET       5.200        43.06
GET       5.300        43.60
GET       5.400        44.21
GET       5.500        44.70
GET       5.600        45.38
GET       5.700        46.05
GET       5.800        46.72
GET       5.900        47.45
GET       6.000        48.13
GET       6.100        48.84
GET       6.200        49.43
GET       6.300        50.09
GET       6.400        51.10
GET       6.500        52.15
GET       6.600        53.00
GET       6.700        54.36
GET       6.800        55.45
GET       6.900        56.71
GET       7.000        57.75
GET       7.100        58.96
GET       7.200        60.11
GET       7.300        61.54
GET       7.400        62.87
GET       7.500        64.32
GET       7.600        65.56
GET       7.700        67.30
GET       7.800        68.78
GET       7.900        70.25
GET       8.000        71.84
GET       8.100        73.12
GET       8.200        74.52
GET       8.300        75.81
GET       8.400        76.99
GET       8.500        78.45
GET       8.600        79.69
GET       8.700        80.83
GET       8.800        81.87
GET       8.900        83.02
GET       9.000        83.96
GET       9.100        84.83
GET       9.200        85.66
GET       9.300        86.26
GET       9.400        86.84
GET       9.500        87.48
GET       9.600        88.11
GET       9.700        88.60
GET       9.800        89.02
GET       9.900        89.55
GET      10.000        91.63
GET      11.000        93.91
GET      12.000        95.19
GET      13.000        96.13
GET      14.000        97.13
GET      15.000        98.03
GET      16.000        98.68
GET      17.000        98.99
GET      18.000        99.23
GET      19.000        99.31
GET      20.000        99.39
GET      21.000        99.48
GET      22.000        99.53
GET      23.000        99.56
GET      24.000        99.59
GET      25.000        99.61
GET      26.000        99.61
GET      27.000        99.63
GET      29.000        99.64
GET      32.000        99.65
GET      42.000        99.66
GET      44.000        99.67
GET      45.000        99.68
GET      46.000        99.71
GET      47.000        99.74
GET      48.000        99.76
GET      49.000        99.81
GET      50.000        99.83
GET      51.000        99.86
GET      52.000        99.89
GET      54.000        99.90
GET      55.000        99.94
GET      57.000        99.94
GET      58.000        99.95
GET      59.000        99.97
GET     110.000        99.98
GET     310.000        99.99
GET     320.000       100.00
---
