Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,0,0.000000,0,18,0.052614,74662,0,18,0,0.000000
1,0,0.000000,0,17,0.061639,66389,1,16,0,0.000000
2,0,0.000000,0,22,0.045398,87131,1,21,0,0.000000
3,0,0.000000,0,14,0.071667,58072,0,14,0,0.000000
4,0,0.000000,0,17,0.057730,70512,0,17,0,0.000000
5,0,0.000000,0,19,0.051765,74683,1,18,0,0.000000
6,0,0.000000,0,18,0.055810,74658,0,18,0,0.000000
7,0,0.000000,0,15,0.067473,62218,0,15,0,0.000000
8,0,0.000000,0,15,0.064503,62218,0,15,0,0.000000
9,0,0.000000,0,18,0.057320,74664,0,18,0,0.000000
10,0,0.000000,0,17,0.057896,70514,0,17,0,0.000000
11,0,0.000000,0,22,0.046859,87125,1,21,0,0.000000
12,0,0.000000,0,18,0.055560,74660,0,18,0,0.000000
13,0,0.000000,0,18,0.054719,74660,0,18,0,0.000000
14,0,0.000000,0,14,0.072468,58068,0,14,0,0.000000
15,0,0.000000,0,13,0.073533,53924,0,13,0,0.000000
16,0,0.000000,0,19,0.054137,78804,0,19,0,0.000000
17,0,0.000000,0,14,0.055807,58072,0,14,0,0.000000
18,0,0.000000,0,13,0.095010,53920,0,13,0,0.000000
19,0,0.000000,0,18,0.055482,74660,0,18,0,0.000000
20,0,0.000000,0,16,0.060752,66366,0,16,0,0.000000
21,0,0.000000,0,15,0.064409,62218,0,15,0,0.000000
22,0,0.000000,0,16,0.063436,66360,0,16,0,0.000000
23,0,0.000000,0,11,0.088045,45624,0,11,0,0.000000
24,0,0.000000,0,13,0.079823,53922,0,13,0,0.000000
25,0,0.000000,0,20,0.050479,78831,1,19,0,0.000000
26,0,0.000000,0,18,0.057320,74662,0,18,0,0.000000
27,0,0.000000,0,17,0.056027,70510,0,17,0,0.000000
28,0,0.000000,0,15,0.067679,62218,0,15,0,0.000000
29,0,0.000000,0,19,0.051818,78808,0,19,0,0.000000
30,0,0.000000,0,19,0.053440,78812,0,19,0,0.000000
31,0,0.000000,0,17,0.060655,70514,0,17,0,0.000000
32,0,0.000000,0,19,0.052615,78810,0,19,0,0.000000
33,0,0.000000,0,13,0.070993,53924,0,13,0,0.000000
34,0,0.000000,0,15,0.069768,62216,0,15,0,0.000000
35,0,0.000000,0,17,0.059713,70512,0,17,0,0.000000
36,0,0.000000,0,18,0.054671,70535,1,17,0,0.000000
37,0,0.000000,0,20,0.050034,78831,1,19,0,0.000000
38,0,0.000000,0,20,0.050938,82950,0,20,0,0.000000
39,0,0.000000,0,16,0.060313,66362,0,16,0,0.000000
40,0,0.000000,0,17,0.060754,66389,1,16,0,0.000000
41,0,0.000000,0,15,0.066576,62220,0,15,0,0.000000
42,0,0.000000,0,18,0.053903,74660,0,18,0,0.000000
43,0,0.000000,0,17,0.061462,70512,0,17,0,0.000000
44,0,0.000000,0,18,0.054716,70531,1,17,0,0.000000
45,0,0.000000,0,20,0.050715,82960,0,20,0,0.000000
46,0,0.000000,0,12,0.079417,49776,0,12,0,0.000000
47,0,0.000000,0,12,0.085964,49776,0,12,0,0.000000
48,0,0.000000,0,14,0.071398,58072,0,14,0,0.000000
49,0,0.000000,0,15,0.065599,58087,1,14,0,0.000000
50,0,0.000000,0,22,0.046199,91250,0,22,0,0.000000
51,0,0.000000,0,14,0.070295,58072,0,14,0,0.000000
52,0,0.000000,0,18,0.056407,74652,0,18,0,0.000000
53,0,0.000000,0,16,0.063462,66362,0,16,0,0.000000
54,0,0.000000,0,15,0.065767,62212,0,15,0,0.000000
55,0,0.000000,0,12,0.084631,45649,1,11,0,0.000000
56,0,0.000000,0,13,0.062360,53918,0,13,0,0.000000
57,0,0.000000,0,15,0.077128,62220,0,15,0,0.000000
58,0,0.000000,0,7,0.140479,29036,0,7,0,0.000000
59,0,0.000000,0,14,0.070305,58066,0,14,0,0.000000
60,0,0.000000,0,12,0.087307,49774,0,12,0,0.000000
61,0,0.000000,0,20,0.049977,82956,0,20,0,0.000000
62,0,0.000000,0,20,0.050757,82950,0,20,0,0.000000
63,0,0.000000,0,17,0.054228,70514,0,17,0,0.000000
64,0,0.000000,0,13,0.078527,53924,0,13,0,0.000000
65,0,0.000000,0,16,0.066065,66358,0,16,0,0.000000
66,0,0.000000,0,15,0.065649,58093,1,14,0,0.000000
67,0,0.000000,0,21,0.044639,87102,0,21,0,0.000000
68,0,0.000000,0,17,0.060641,70516,0,17,0,0.000000
69,0,0.000000,0,18,0.057277,70533,1,17,0,0.000000
70,0,0.000000,0,1,0.031100,4148,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
  10.000,0.09
  13.000,0.17
  14.000,0.26
  15.000,1.31
  16.000,2.27
  17.000,2.35
  18.000,2.79
  19.000,2.96
  21.000,3.14
  24.000,3.23
  25.000,3.31
  26.000,3.57
  27.000,4.01
  28.000,5.06
  29.000,6.02
  30.000,8.54
  31.000,24.06
  32.000,31.21
  33.000,32.08
  34.000,32.69
  35.000,33.30
  36.000,34.00
  37.000,34.26
  38.000,34.61
  39.000,34.79
  40.000,34.87
  41.000,35.14
  42.000,35.48
  43.000,36.09
  44.000,36.44
  45.000,37.49
  46.000,42.89
  47.000,55.97
  48.000,57.89
  49.000,58.76
  50.000,59.11
  51.000,59.29
  52.000,59.98
  53.000,60.16
  54.000,60.24
  55.000,60.33
  56.000,60.51
  57.000,60.77
  58.000,60.85
  59.000,61.20
  60.000,61.55
  61.000,62.07
  62.000,66.26
  63.000,71.23
  64.000,72.54
  65.000,73.06
  66.000,73.50
  68.000,73.58
  70.000,73.67
  71.000,73.76
  73.000,73.93
  74.000,74.02
  75.000,74.54
  76.000,74.98
  77.000,75.59
  78.000,78.90
  79.000,80.99
  81.000,81.34
  82.000,81.43
  83.000,81.52
  84.000,81.60
  87.000,81.69
  88.000,81.78
  89.000,81.87
  91.000,82.04
  92.000,82.13
  93.000,83.70
  94.000,86.75
  95.000,87.27
  96.000,87.53
  97.000,87.62
  98.000,87.71
  99.000,87.79
 100.000,88.06
 110.000,91.02
 120.000,91.80
 130.000,94.16
 140.000,95.82
 150.000,95.90
 160.000,96.95
 170.000,97.73
 180.000,97.82
 190.000,98.26
 200.000,98.78
 210.000,98.95
 220.000,99.30
 230.000,99.39
 290.000,99.48
 300.000,99.56
 310.000,99.65
 330.000,99.74
 340.000,99.83
 370.000,99.91
 450.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent

Full-Test WAIT Latency
Latency (<= msec),Percent
