2         Threads
32        Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets        1545.96          ---          ---     41.39200      6244.80 
Gets           0.00         0.00         0.00      0.00000         0.00 
Waits          0.00          ---          ---      0.00000          --- 
Totals      1545.96         0.00         0.00     41.39200      6244.80 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET      16.000         0.00
SET      17.000         0.00
SET      18.000         0.00
SET      19.000         0.01
SET      20.000         0.01
SET      21.000         0.02
SET      22.000         0.03
SET      23.000         0.05
SET      24.000         0.08
SET      25.000         0.15
SET      26.000         0.27
SET      27.000         0.49
SET      28.000         0.92
SET      29.000         1.69
SET      30.000         2.82
SET      31.000         4.38
SET      32.000         6.44
SET      33.000         9.40
SET      34.000        13.90
SET      35.000        19.99
SET      36.000        27.24
SET      37.000        35.28
SET      38.000        43.71
SET      39.000        52.00
SET      40.000        59.55
SET      41.000        65.95
SET      42.000        71.50
SET      43.000        76.39
SET      44.000        80.56
SET      45.000        84.03
SET      46.000        87.03
SET      47.000        89.35
SET      48.000        91.21
SET      49.000        92.70
SET      50.000        93.87
SET      51.000        94.83
SET      52.000        95.66
SET      53.000        96.32
SET      54.000        96.90
SET      55.000        97.36
SET      56.000        97.73
SET      57.000        98.03
SET      58.000        98.26
SET      59.000        98.45
SET      60.000        98.59
SET      61.000        98.70
SET      62.000        98.79
SET      63.000        98.90
SET      64.000        98.96
SET      65.000        99.01
SET      66.000        99.09
SET      67.000        99.14
SET      68.000        99.18
SET      69.000        99.21
SET      70.000        99.24
SET      71.000        99.27
SET      72.000        99.29
SET      73.000        99.30
SET      74.000        99.32
SET      75.000        99.33
SET      76.000        99.34
SET      77.000        99.36
SET      78.000        99.36
SET      79.000        99.37
SET      80.000        99.38
SET      81.000        99.38
SET      82.000        99.39
SET      83.000        99.40
SET      84.000        99.40
SET      85.000        99.41
SET      86.000        99.41
SET      87.000        99.41
SET      88.000        99.42
SET      89.000        99.42
SET      90.000        99.42
SET      91.000        99.42
SET      92.000        99.43
SET      93.000        99.44
SET      94.000        99.44
SET      95.000        99.44
SET      96.000        99.44
SET      97.000        99.45
SET      98.000        99.45
SET      99.000        99.46
SET     100.000        99.49
SET     110.000        99.57
SET     120.000        99.63
SET     130.000        99.68
SET     140.000        99.71
SET     150.000        99.72
SET     160.000        99.74
SET     170.000        99.75
SET     180.000        99.76
SET     190.000        99.78
SET     200.000        99.80
SET     210.000        99.82
SET     220.000        99.82
SET     230.000        99.82
SET     240.000        99.83
SET     250.000        99.84
SET     260.000        99.84
SET     270.000        99.84
SET     280.000        99.85
SET     300.000        99.85
SET     310.000        99.85
SET     390.000        99.85
SET     400.000        99.85
SET     420.000        99.86
SET     430.000        99.86
SET     460.000        99.86
SET     470.000        99.87
SET     480.000        99.88
SET     490.000        99.89
SET     500.000        99.89
SET     520.000        99.89
SET     530.000        99.90
SET     540.000        99.90
SET     560.000        99.91
SET     570.000        99.92
SET     580.000        99.92
SET     590.000        99.92
SET     610.000        99.93
SET     620.000        99.93
SET     630.000        99.94
SET     640.000        99.94
SET     650.000        99.94
SET     660.000        99.95
SET     670.000        99.95
SET     680.000        99.95
SET     720.000        99.96
SET     730.000        99.97
SET     740.000        99.97
SET     750.000        99.99
SET     770.000        99.99
SET     830.000       100.00
SET     840.000       100.00
SET     850.000       100.00
---
---
