1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          55.09          ---          ---     14.51200       222.55 
Gets          55.09      1478.29         9.27     21.76900      5974.12 
Waits          0.00          ---          ---      0.00000          --- 
Totals       110.19      1478.29         9.27     18.14100      6196.67 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.900         0.03
SET       2.200         0.10
SET       2.300         0.21
SET       2.400         0.60
SET       2.500         0.75
SET       2.600         1.11
SET       2.700         1.45
SET       2.800         1.81
SET       2.900         2.20
SET       3.000         2.67
SET       3.100         3.42
SET       3.200         3.94
SET       3.300         4.54
SET       3.400         4.92
SET       3.500         5.50
SET       3.600         5.83
SET       3.700         6.32
SET       3.800         6.64
SET       3.900         7.15
SET       4.000         7.72
SET       4.100         8.24
SET       4.200         8.63
SET       4.300         9.20
SET       4.400         9.51
SET       4.500         9.88
SET       4.600        10.16
SET       4.700        10.47
SET       4.800        10.78
SET       4.900        11.15
SET       5.000        11.43
SET       5.100        11.72
SET       5.200        12.23
SET       5.300        12.67
SET       5.400        13.22
SET       5.500        13.56
SET       5.600        13.97
SET       5.700        14.62
SET       5.800        14.96
SET       5.900        15.27
SET       6.000        15.50
SET       6.100        16.04
SET       6.200        16.56
SET       6.300        17.29
SET       6.400        17.83
SET       6.500        18.27
SET       6.600        18.64
SET       6.700        19.26
SET       6.800        19.70
SET       6.900        20.22
SET       7.000        20.94
SET       7.100        21.51
SET       7.200        21.93
SET       7.300        22.47
SET       7.400        23.25
SET       7.500        23.67
SET       7.600        24.18
SET       7.700        24.68
SET       7.800        25.35
SET       7.900        25.76
SET       8.000        26.54
SET       8.100        27.22
SET       8.200        27.63
SET       8.300        28.18
SET       8.400        29.03
SET       8.500        29.57
SET       8.600        30.51
SET       8.700        31.03
SET       8.800        31.62
SET       8.900        32.09
SET       9.000        32.76
SET       9.100        33.26
SET       9.200        33.59
SET       9.300        34.06
SET       9.400        34.58
SET       9.500        35.10
SET       9.600        35.56
SET       9.700        36.13
SET       9.800        36.60
SET       9.900        37.22
SET      10.000        39.19
SET      11.000        42.98
SET      12.000        45.96
SET      13.000        49.66
SET      14.000        53.71
SET      15.000        61.02
SET      16.000        66.87
SET      17.000        71.07
SET      18.000        73.69
SET      19.000        75.87
SET      20.000        77.81
SET      21.000        80.20
SET      22.000        82.69
SET      23.000        84.42
SET      24.000        85.80
SET      25.000        86.70
SET      26.000        88.52
SET      27.000        89.68
SET      28.000        90.64
SET      29.000        91.68
SET      30.000        94.01
SET      31.000        96.45
SET      32.000        97.28
SET      33.000        97.95
SET      34.000        98.50
SET      35.000        98.86
SET      36.000        99.20
SET      37.000        99.61
SET      38.000        99.77
SET      39.000        99.82
SET      42.000        99.84
SET      44.000        99.87
SET      45.000        99.90
SET      46.000        99.95
SET      49.000        99.97
SET     210.000       100.00
---
GET       2.100         0.03
GET       2.400         0.08
GET       2.700         0.16
GET       2.800         0.26
GET       2.900         0.39
GET       3.000         0.70
GET       3.100         0.91
GET       3.200         1.53
GET       3.300         1.84
GET       3.400         2.31
GET       3.500         2.77
GET       3.600         3.24
GET       3.700         3.89
GET       3.800         4.54
GET       3.900         5.13
GET       4.000         5.86
GET       4.100         6.35
GET       4.200         6.92
GET       4.300         7.52
GET       4.400         8.19
GET       4.500         8.84
GET       4.600         9.67
GET       4.700        10.13
GET       4.800        10.76
GET       4.900        11.56
GET       5.000        12.18
GET       5.100        12.73
GET       5.200        13.17
GET       5.300        13.45
GET       5.400        14.02
GET       5.500        14.46
GET       5.600        15.14
GET       5.700        15.60
GET       5.800        16.17
GET       5.900        16.82
GET       6.000        17.42
GET       6.100        18.01
GET       6.200        18.56
GET       6.300        18.92
GET       6.400        19.21
GET       6.500        19.39
GET       6.600        19.73
GET       6.700        20.04
GET       6.800        20.45
GET       6.900        20.81
GET       7.000        21.51
GET       7.100        21.93
GET       7.200        22.32
GET       7.300        22.71
GET       7.400        23.28
GET       7.500        23.64
GET       7.600        24.24
GET       7.700        24.62
GET       7.800        25.01
GET       7.900        25.32
GET       8.000        25.87
GET       8.100        26.36
GET       8.200        26.65
GET       8.300        27.32
GET       8.400        27.73
GET       8.500        28.28
GET       8.600        28.95
GET       8.700        29.45
GET       8.800        30.09
GET       8.900        30.72
GET       9.000        31.49
GET       9.100        32.14
GET       9.200        32.63
GET       9.300        33.39
GET       9.400        33.88
GET       9.500        34.53
GET       9.600        35.02
GET       9.700        35.67
GET       9.800        36.26
GET       9.900        36.83
GET      10.000        39.63
GET      11.000        43.08
GET      12.000        45.67
GET      13.000        48.37
GET      14.000        50.96
GET      15.000        52.88
GET      16.000        55.05
GET      17.000        56.82
GET      18.000        58.61
GET      19.000        60.08
GET      20.000        61.48
GET      21.000        62.29
GET      22.000        62.86
GET      23.000        63.97
GET      24.000        65.09
GET      25.000        66.10
GET      26.000        66.90
GET      27.000        67.73
GET      28.000        68.43
GET      29.000        69.49
GET      30.000        70.40
GET      31.000        72.11
GET      32.000        75.76
GET      33.000        77.35
GET      34.000        78.30
GET      35.000        79.00
GET      36.000        79.78
GET      37.000        80.15
GET      38.000        80.77
GET      39.000        81.31
GET      40.000        81.78
