1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          54.65          ---          ---     15.04800       220.77 
Gets          54.65      1466.20         9.43     21.52700      5925.28 
Waits          0.00          ---          ---      0.00000          --- 
Totals       109.31      1466.20         9.43     18.28700      6146.05 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.03
SET       2.300         0.21
SET       2.400         0.47
SET       2.500         0.71
SET       2.600         1.02
SET       2.700         1.44
SET       2.800         1.91
SET       2.900         2.22
SET       3.000         2.82
SET       3.100         3.08
SET       3.200         3.40
SET       3.300         3.63
SET       3.400         3.95
SET       3.500         4.44
SET       3.600         4.70
SET       3.700         5.20
SET       3.800         5.57
SET       3.900         5.83
SET       4.000         6.22
SET       4.100         6.48
SET       4.200         6.87
SET       4.300         7.32
SET       4.400         7.87
SET       4.500         8.29
SET       4.600         8.65
SET       4.700         8.86
SET       4.800         9.25
SET       4.900         9.67
SET       5.000         9.96
SET       5.100        10.27
SET       5.200        10.74
SET       5.300        11.08
SET       5.400        11.47
SET       5.500        11.94
SET       5.600        12.36
SET       5.700        12.73
SET       5.800        13.09
SET       5.900        13.43
SET       6.000        13.93
SET       6.100        14.30
SET       6.200        14.61
SET       6.300        14.98
SET       6.400        15.45
SET       6.500        15.87
SET       6.600        16.41
SET       6.700        17.07
SET       6.800        17.59
SET       6.900        18.24
SET       7.000        18.77
SET       7.100        19.29
SET       7.200        20.05
SET       7.300        20.49
SET       7.400        21.04
SET       7.500        21.64
SET       7.600        22.48
SET       7.700        23.18
SET       7.800        23.58
SET       7.900        24.36
SET       8.000        25.14
SET       8.100        25.72
SET       8.200        26.58
SET       8.300        27.18
SET       8.400        27.68
SET       8.500        28.41
SET       8.600        28.88
SET       8.700        29.48
SET       8.800        30.16
SET       8.900        31.00
SET       9.000        31.44
SET       9.100        32.04
SET       9.200        32.41
SET       9.300        32.96
SET       9.400        33.22
SET       9.500        33.77
SET       9.600        34.24
SET       9.700        34.89
SET       9.800        35.36
SET       9.900        35.60
SET      10.000        37.87
SET      11.000        41.11
SET      12.000        43.96
SET      13.000        46.76
SET      14.000        50.91
SET      15.000        59.20
SET      16.000        65.79
SET      17.000        68.43
SET      18.000        70.26
SET      19.000        72.24
SET      20.000        74.44
SET      21.000        76.66
SET      22.000        79.69
SET      23.000        82.38
SET      24.000        84.29
SET      25.000        85.57
SET      26.000        86.96
SET      27.000        88.19
SET      28.000        89.21
SET      29.000        90.22
SET      30.000        93.28
SET      31.000        96.18
SET      32.000        97.07
SET      33.000        97.36
SET      34.000        97.83
SET      35.000        98.27
SET      36.000        99.03
SET      37.000        99.48
SET      38.000        99.74
SET      39.000        99.76
SET      40.000        99.84
SET      41.000        99.92
SET      43.000        99.95
SET      44.000        99.97
SET      51.000       100.00
---
GET       2.700         0.10
GET       2.800         0.21
GET       2.900         0.39
GET       3.000         0.47
GET       3.100         0.76
GET       3.200         0.84
GET       3.300         1.12
GET       3.400         1.46
GET       3.500         1.73
GET       3.600         2.22
GET       3.700         2.61
GET       3.800         3.14
GET       3.900         3.63
GET       4.000         4.16
GET       4.100         4.81
GET       4.200         5.41
GET       4.300         5.93
GET       4.400         6.56
GET       4.500         7.29
GET       4.600         7.95
GET       4.700         8.60
GET       4.800         9.20
GET       4.900         9.67
GET       5.000        10.30
GET       5.100        10.85
GET       5.200        11.53
GET       5.300        11.97
GET       5.400        12.52
GET       5.500        13.07
GET       5.600        13.64
GET       5.700        14.30
GET       5.800        14.95
GET       5.900        15.34
GET       6.000        15.84
GET       6.100        16.28
GET       6.200        16.81
GET       6.300        17.28
GET       6.400        17.67
GET       6.500        18.43
GET       6.600        18.74
GET       6.700        19.26
GET       6.800        19.63
GET       6.900        19.94
GET       7.000        20.33
GET       7.100        20.86
GET       7.200        21.46
GET       7.300        21.93
GET       7.400        22.50
GET       7.500        23.26
GET       7.600        23.97
GET       7.700        24.59
GET       7.800        25.22
GET       7.900        25.77
GET       8.000        26.35
GET       8.100        27.21
GET       8.200        27.76
GET       8.300        28.20
GET       8.400        28.88
GET       8.500        29.46
