1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          28.14          ---          ---     18.80600       113.66 
Gets          28.14      1510.60         8.79     52.76600      6104.39 
Waits          0.00          ---          ---      0.00000          --- 
Totals        56.27      1510.60         8.79     35.78600      6218.05 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.900         0.10
SET       2.000         0.15
SET       2.300         0.31
SET       2.400         0.51
SET       2.500         0.87
SET       2.600         1.02
SET       2.700         1.43
SET       2.800         1.69
SET       2.900         1.84
SET       3.000         2.25
SET       3.100         2.61
SET       3.200         2.81
SET       3.300         3.32
SET       3.400         3.58
SET       3.500         3.78
SET       3.600         4.09
SET       3.700         4.24
SET       3.800         4.60
SET       3.900         4.86
SET       4.000         5.16
SET       4.100         5.37
SET       4.200         5.78
SET       4.300         5.83
SET       4.400         6.08
SET       4.500         6.19
SET       4.600         6.39
SET       4.700         6.65
SET       4.800         6.90
SET       4.900         7.26
SET       5.000         7.36
SET       5.100         7.72
SET       5.200         8.08
SET       5.300         8.18
SET       5.400         8.44
SET       5.500         8.59
SET       5.600         8.64
SET       5.700         8.74
SET       5.800         9.00
SET       5.900         9.20
SET       6.000         9.41
SET       6.100         9.56
SET       6.200         9.76
SET       6.300        10.02
SET       6.400        10.28
SET       6.500        10.53
SET       6.600        10.94
SET       6.700        11.25
SET       6.800        11.45
SET       6.900        11.76
SET       7.000        11.86
SET       7.100        11.96
SET       7.200        12.22
SET       7.300        12.47
SET       7.400        12.99
SET       7.500        13.19
SET       7.600        13.70
SET       7.700        14.16
SET       7.800        14.78
SET       7.900        15.03
SET       8.000        15.54
SET       8.100        15.75
SET       8.200        16.21
SET       8.300        16.51
SET       8.400        16.82
SET       8.500        17.13
SET       8.600        17.38
SET       8.700        17.69
SET       8.800        18.15
SET       8.900        18.76
SET       9.000        19.12
SET       9.100        19.58
SET       9.200        20.04
SET       9.300        20.25
SET       9.400        20.55
SET       9.500        20.81
SET       9.600        21.17
SET       9.700        21.52
SET       9.800        21.98
SET       9.900        22.19
SET      10.000        23.82
SET      11.000        25.72
SET      12.000        27.86
SET      13.000        29.45
SET      14.000        33.13
SET      15.000        41.31
SET      16.000        46.27
SET      17.000        49.08
SET      18.000        51.12
SET      19.000        54.19
SET      20.000        57.41
SET      21.000        62.01
SET      22.000        65.03
SET      23.000        67.84
SET      24.000        70.14
SET      25.000        71.22
SET      26.000        72.60
SET      27.000        74.13
SET      28.000        76.43
SET      29.000        79.60
SET      30.000        86.25
SET      31.000        92.94
SET      32.000        94.48
SET      33.000        95.81
SET      34.000        96.88
SET      35.000        97.55
SET      36.000        98.31
SET      37.000        99.18
SET      38.000        99.54
SET      39.000        99.69
SET      40.000        99.95
SET      42.000       100.00
---
GET       3.500         0.05
GET       3.700         0.10
GET       3.800         0.15
GET       4.000         0.26
GET       4.100         0.31
GET       4.200         0.36
GET       4.400         0.41
GET       4.500         0.56
GET       4.600         0.61
GET       4.700         0.77
GET       4.800         0.97
GET       5.000         1.18
GET       5.100         1.38
GET       5.200         1.58
GET       5.300         1.79
GET       5.400         2.10
GET       5.500         2.30
GET       5.600         2.45
GET       5.700         2.61
GET       5.800         2.76
GET       5.900         3.17
GET       6.000         3.22
GET       6.100         3.37
GET       6.200         3.63
GET       6.300         3.94
GET       6.400         4.09
GET       6.500         4.50
GET       6.600         4.65
GET       6.700         4.75
GET       6.800         5.01
GET       6.900         5.37
GET       7.000         5.57
GET       7.100         5.78
GET       7.200         5.98
GET       7.300         6.08
GET       7.400         6.13
GET       7.500         6.29
GET       7.600         6.49
GET       7.700         6.80
GET       7.800         6.90
GET       7.900         7.16
GET       8.000         7.57
GET       8.100         7.72
GET       8.200         7.92
GET       8.300         8.23
GET       8.400         8.59
GET       8.500         8.84
GET       8.600         9.05
GET       8.700         9.46
GET       8.800         9.82
GET       8.900        10.02
GET       9.000        10.33
GET       9.100        10.53
GET       9.200        10.89
GET       9.300        11.20
GET       9.400        11.35
GET       9.500        11.91
GET       9.600        12.22
GET       9.700        12.78
GET       9.800        13.04
GET       9.900        13.19
GET      10.000        14.72
GET      11.000        17.59
GET      12.000        19.89
GET      13.000        21.17
GET      14.000        22.14
GET      15.000        23.62
GET      16.000        25.46
GET      17.000        27.30
GET      18.000        28.83
GET      19.000        29.70
GET      20.000        30.37
GET      21.000        31.13
GET      22.000        31.65
GET      23.000        32.52
GET      24.000        33.64
GET      25.000        34.51
GET      26.000        35.94
GET      27.000        36.96
GET      28.000        37.73
GET      29.000        38.24
GET      30.000        38.85
GET      31.000        39.57
GET      32.000        41.56
GET      33.000        42.79
GET      34.000        43.51
GET      35.000        44.17
GET      36.000        44.79
GET      37.000        45.25
GET      38.000        46.27
GET      39.000        47.75
GET      40.000        48.93
GET      41.000        50.56
GET      42.000        51.43
GET      43.000        51.74
GET      44.000        52.04
GET      45.000        52.56
GET      46.000        53.27
GET      47.000        55.01
GET      48.000        56.34
GET      49.000        57.06
GET      50.000        57.72
GET      51.000        57.98
GET      52.000        58.44
GET      53.000        58.95
GET      54.000        59.82
GET      55.000        60.63
GET      56.000        61.81
GET      57.000        62.53
GET      58.000        63.04
GET      59.000        63.34
GET      60.000        63.91
GET      61.000        64.31
GET      62.000        65.18
GET      63.000        66.77
GET      64.000        67.74
GET      65.000        68.15
GET      66.000        68.35
GET      67.000        68.61
GET      68.000        68.92
GET      69.000        69.27
GET      70.000        69.99
GET      71.000        70.50
GET      72.000        70.96
GET      73.000        71.42
GET      74.000        71.57
GET      75.000        71.63
GET      76.000        71.98
GET      77.000        72.29
GET      78.000        73.93
GET      79.000        75.66
GET      80.000        76.07
GET      81.000        76.58
GET      82.000        76.94
GET      83.000        77.15
GET      84.000        77.30
GET      85.000        77.51
GET      86.000        78.12
GET      87.000        78.37
GET      88.000        78.89
GET      89.000        79.29
GET      90.000        79.40
GET      91.000        79.65
GET      92.000        80.06
GET      93.000        80.47
GET      94.000        82.36
GET      95.000        84.00
GET      96.000        84.15
GET      97.000        84.36
GET      98.000        84.87
GET      99.000        85.07
GET     100.000        86.30
GET     110.000        90.08
GET     120.000        92.08
GET     130.000        94.89
GET     140.000        96.68
