Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,11,0.023813,45500,10,0.068553,2226276,2,538,0,0.000000
1,15,0.013189,62047,15,0.055035,3326990,6,804,0,0.000000
2,9,0.021152,37228,9,0.083865,2011054,0,486,0,0.000000
3,12,0.016326,49638,12,0.063115,2652530,7,641,0,0.000000
4,16,0.018664,66182,16,0.050670,3562791,3,861,0,0.000000
5,14,0.018961,57911,14,0.053819,3111826,4,752,0,0.000000
6,13,0.019726,53770,13,0.054558,2892449,3,699,0,0.000000
7,17,0.015246,70320,17,0.045331,3786263,3,915,0,0.000000
8,11,0.020151,45504,11,0.068199,2429057,7,587,0,0.000000
9,15,0.015990,62044,15,0.050213,3331160,5,805,0,0.000000
10,15,0.018735,62043,16,0.047169,3558674,4,860,0,0.000000
11,15,0.020189,62045,15,0.046061,3339393,3,807,0,0.000000
12,14,0.021208,57910,13,0.049817,2880108,6,696,0,0.000000
13,12,0.020884,49637,12,0.064810,2656674,6,642,0,0.000000
14,17,0.019767,70316,17,0.039875,3773904,6,912,0,0.000000
15,16,0.016504,66182,16,0.044184,3562857,3,861,0,0.000000
16,14,0.018685,57909,14,0.054691,3115893,3,753,0,0.000000
17,16,0.020698,66185,16,0.041940,3566958,2,862,0,0.000000
18,15,0.015723,62044,15,0.046750,3331145,5,805,0,0.000000
19,14,0.019905,57907,14,0.056936,3107679,5,751,0,0.000000
20,12,0.020343,49639,12,0.056465,2656652,6,642,0,0.000000
21,14,0.018548,57909,14,0.057574,3095288,8,748,0,0.000000
22,11,0.014177,45500,11,0.071125,2445585,3,591,0,0.000000
23,19,0.017798,78593,19,0.038710,4216665,7,1019,0,0.000000
24,16,0.022666,66180,16,0.036018,3554595,5,859,0,0.000000
25,15,0.019195,62045,15,0.046454,3322912,7,803,0,0.000000
26,13,0.020176,53773,14,0.058354,3111794,4,752,0,0.000000
27,13,0.019094,53777,12,0.061946,2660792,5,643,0,0.000000
28,12,0.017988,49634,12,0.062020,2648411,8,640,0,0.000000
29,14,0.025527,57909,14,0.048079,3107653,5,751,0,0.000000
30,20,0.018764,82729,20,0.032022,4448371,5,1075,0,0.000000
31,13,0.021417,53773,14,0.051470,3099429,7,749,0,0.000000
32,11,0.020975,45497,11,0.068431,2453773,1,593,0,0.000000
33,16,0.020986,66185,15,0.045280,3335250,4,806,0,0.000000
34,13,0.020059,53772,13,0.055121,2900737,1,701,0,0.000000
35,13,0.014326,53774,13,0.056009,2900719,1,701,0,0.000000
36,13,0.019580,53774,14,0.060465,3107663,5,751,0,0.000000
37,12,0.023706,49639,11,0.064181,2457926,0,594,0,0.000000
38,20,0.019972,82732,21,0.029401,4663591,7,1127,0,0.000000
39,14,0.018822,57908,13,0.050511,2875967,7,695,0,0.000000
40,13,0.019790,53774,13,0.060696,2896588,2,700,0,0.000000
41,12,0.024268,49636,13,0.057000,2888384,4,698,0,0.000000
42,16,0.019643,66185,15,0.042582,3335232,4,806,0,0.000000
43,13,0.018512,53773,14,0.055768,3107693,5,751,0,0.000000
44,14,0.025591,57908,13,0.044630,2888370,4,698,0,0.000000
45,19,0.014412,78589,20,0.040236,4419454,12,1068,0,0.000000
46,12,0.018263,49633,11,0.065228,2441460,4,590,0,0.000000
47,16,0.021215,66185,16,0.045789,3546339,7,857,0,0.000000
48,16,0.015031,66184,16,0.047293,3554577,5,859,0,0.000000
49,12,0.024060,49641,12,0.055585,2677241,1,647,0,0.000000
50,11,0.015450,45502,11,0.077432,2453827,1,593,0,0.000000
51,15,0.021320,62046,15,0.045737,3347617,1,809,0,0.000000
52,12,0.015594,49640,13,0.063338,2888360,4,698,0,0.000000
53,11,0.021421,45501,11,0.070011,2449682,2,592,0,0.000000
54,14,0.023604,57909,13,0.047881,2896596,2,700,0,0.000000
55,13,0.022481,53774,13,0.053224,2884203,5,697,0,0.000000
56,16,0.022771,66183,16,0.043697,3554563,5,859,0,0.000000
57,12,0.024471,49639,12,0.057443,2664872,4,644,0,0.000000
58,10,0.022812,41365,11,0.070354,2449680,2,592,0,0.000000
59,14,0.018920,57910,13,0.049738,2875965,7,695,0,0.000000
60,16,0.019506,66186,16,0.046962,3550416,6,858,0,0.000000
61,16,0.019744,66181,16,0.043252,3550454,6,858,0,0.000000
62,13,0.020595,53772,13,0.054322,2888342,4,698,0,0.000000
63,15,0.017165,62043,15,0.051063,3335246,4,806,0,0.000000
64,12,0.016344,49638,12,0.067190,2669011,3,645,0,0.000000
65,13,0.016757,53774,13,0.056154,2888348,4,698,0,0.000000
66,12,0.018722,49635,12,0.061530,2664918,4,644,0,0.000000
67,14,0.021781,57912,15,0.053972,3331131,5,805,0,0.000000
68,21,0.014226,86871,20,0.033628,4448391,5,1075,0,0.000000
69,18,0.011480,74454,18,0.045000,3993227,7,965,0,0.000000
70,0,0.000000,0,1,0.038971,223446,0,54,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   3.900,0.10
   4.000,0.20
   4.200,0.41
   4.400,0.51
   4.500,0.61
   4.600,0.71
   4.700,0.81
   4.800,1.01
   4.900,1.22
   5.100,1.52
   5.300,1.62
   5.400,1.72
   5.500,1.83
   5.600,2.23
   5.700,2.54
   5.800,2.94
   5.900,3.55
   6.000,3.65
   6.100,4.06
   6.200,4.26
   6.300,4.56
   6.400,5.07
   6.500,5.38
   6.600,5.58
   6.700,5.68
   6.800,5.88
   6.900,6.19
   7.000,6.49
   7.100,6.80
   7.200,6.90
   7.300,7.10
   7.400,7.40
   7.500,7.61
   7.600,7.91
   7.700,8.32
   7.900,8.52
   8.000,9.03
   8.100,9.13
   8.200,9.74
   8.300,10.14
   8.500,10.34
   8.600,10.75
   8.800,11.46
   8.900,11.76
   9.000,11.87
   9.100,12.07
   9.200,12.27
   9.300,12.98
   9.400,13.18
   9.500,13.49
   9.600,13.89
   9.700,14.30
   9.800,14.71
   9.900,14.81
  10.000,17.24
  11.000,20.08
  12.000,22.62
  13.000,24.24
  14.000,25.56
  15.000,27.18
  16.000,28.30
  17.000,29.82
  18.000,30.63
  19.000,32.25
  20.000,32.86
  21.000,33.37
  22.000,34.18
  23.000,34.89
  24.000,35.80
  25.000,37.02
  26.000,38.03
  27.000,39.15
  28.000,40.26
  29.000,41.08
  30.000,41.68
  31.000,42.29
  32.000,43.71
  33.000,45.33
  34.000,46.15
  35.000,46.65
  36.000,47.06
  37.000,47.46
  38.000,47.87
  39.000,48.78
  40.000,49.09
  41.000,50.00
  42.000,50.91
  43.000,51.32
  44.000,51.72
  45.000,52.23
  46.000,53.45
  47.000,54.26
  48.000,55.27
  49.000,56.09
  50.000,56.39
  51.000,56.69
  52.000,57.30
  53.000,58.01
  54.000,58.52
  55.000,59.53
  56.000,60.04
  57.000,60.45
  58.000,61.05
  59.000,61.46
  60.000,61.66
  61.000,62.07
  62.000,62.78
  63.000,64.81
  64.000,66.23
  65.000,66.73
  66.000,67.04
  67.000,67.65
  68.000,68.26
  69.000,68.56
  70.000,69.17
  71.000,70.28
  72.000,70.79
  73.000,70.89
  74.000,70.99
  75.000,71.40
  76.000,71.60
  77.000,72.31
  78.000,73.12
  79.000,74.65
  80.000,75.76
  81.000,76.17
  82.000,76.27
  83.000,76.67
  84.000,76.77
  85.000,77.48
  86.000,78.30
  87.000,78.80
  88.000,79.01
  89.000,79.61
  90.000,80.12
  91.000,80.53
  92.000,80.73
  93.000,81.64
  94.000,83.47
  95.000,84.48
  96.000,84.79
  97.000,85.09
  98.000,85.29
  99.000,85.50
 100.000,87.42
 110.000,91.99
 120.000,93.20
 130.000,95.13
 140.000,97.46
 150.000,98.38
 160.000,98.99
 170.000,99.29
 180.000,99.39
 190.000,99.80
 200.000,99.90
 220.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent
   2.200,0.30
   2.300,0.51
   2.400,0.91
   2.700,1.12
   2.800,1.42
   2.900,1.72
   3.000,1.93
   3.100,2.33
   3.200,3.04
   3.300,3.14
   3.400,3.35
   3.500,3.65
   3.600,4.06
   3.700,4.16
   3.800,4.46
   3.900,4.56
   4.000,4.77
   4.100,4.97
   4.200,5.38
   4.400,5.58
   4.500,5.78
   4.600,6.19
   4.700,6.29
   4.800,6.69
   4.900,7.00
   5.000,7.30
   5.100,7.61
   5.200,8.01
   5.300,8.52
   5.400,8.82
   5.500,9.13
   5.600,9.53
   5.700,10.04
   5.800,10.24
   5.900,10.65
   6.000,10.75
   6.100,10.95
   6.200,11.36
   6.300,11.66
   6.400,11.97
   6.500,12.17
   6.600,12.58
   6.700,12.68
   6.800,12.98
   6.900,13.18
   7.000,13.69
   7.100,14.10
   7.200,14.40
   7.300,14.71
   7.400,15.31
   7.500,15.82
   7.600,15.92
   7.700,16.43
   7.800,16.73
   7.900,17.14
   8.000,17.44
   8.100,17.75
   8.200,18.05
   8.300,18.56
   8.400,19.07
   8.500,19.17
   8.600,19.78
   8.700,20.28
   8.800,20.49
   8.900,20.59
   9.000,20.89
   9.100,21.20
   9.200,21.40
   9.300,21.60
   9.400,21.70
   9.500,21.81
   9.600,22.01
   9.800,22.21
   9.900,22.41
  10.000,23.12
  11.000,24.54
  12.000,25.76
  13.000,28.19
  14.000,31.64
  15.000,38.34
  16.000,45.44
  17.000,47.77
  18.000,50.00
  19.000,52.23
  20.000,55.38
  21.000,59.53
  22.000,62.37
  23.000,66.13
  24.000,68.46
  25.000,69.37
  26.000,70.79
  27.000,72.31
  28.000,74.65
  29.000,77.59
  30.000,83.57
  31.000,89.35
  32.000,93.51
  33.000,94.93
  34.000,95.84
  35.000,96.86
  36.000,98.07
  37.000,98.68
  38.000,99.39
  39.000,99.59
  43.000,99.70
  47.000,99.90
  53.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
