Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,13,0.017627,53773,13,0.058391,2892499,3,699,0,0.000000
1,15,0.020288,62046,14,0.046855,3107661,5,751,0,0.000000
2,12,0.018380,49639,13,0.063527,2888360,4,698,0,0.000000
3,11,0.014112,45501,11,0.074350,2445558,3,591,0,0.000000
4,14,0.017598,57909,14,0.055623,3107655,5,751,0,0.000000
5,15,0.016401,62045,14,0.051328,3115949,3,753,0,0.000000
6,16,0.014638,66181,17,0.047012,3790362,2,916,0,0.000000
7,14,0.019399,57912,14,0.050562,3107687,5,751,0,0.000000
8,16,0.020307,66184,15,0.045970,3314625,9,801,0,0.000000
9,12,0.018639,49635,12,0.061270,2664901,4,644,0,0.000000
10,13,0.018480,53772,13,0.061313,2896598,2,700,0,0.000000
11,16,0.019465,66180,16,0.039585,3554591,5,859,0,0.000000
12,14,0.021190,57909,14,0.051937,3111798,4,752,0,0.000000
13,16,0.020647,66183,17,0.041585,3769793,7,911,0,0.000000
14,13,0.019218,53773,12,0.062493,2656674,6,642,0,0.000000
15,16,0.017383,66181,16,0.045094,3562833,3,861,0,0.000000
16,15,0.016261,62046,15,0.048381,3343494,2,808,0,0.000000
17,16,0.019819,66184,17,0.041554,3786271,3,915,0,0.000000
18,13,0.021747,53772,13,0.055114,2888372,4,698,0,0.000000
19,19,0.017025,78589,18,0.034910,3989104,8,964,0,0.000000
20,11,0.013501,45502,12,0.076058,2660751,5,643,0,0.000000
21,18,0.018884,74454,17,0.038572,3765670,8,910,0,0.000000
22,13,0.019045,53774,13,0.054167,2875979,7,695,0,0.000000
23,14,0.016592,57908,14,0.051907,3115917,3,753,0,0.000000
24,18,0.019383,74454,18,0.040492,3993282,7,965,0,0.000000
25,13,0.016181,53773,13,0.060250,2884225,5,697,0,0.000000
26,17,0.013533,70322,17,0.044221,3773903,6,912,0,0.000000
27,12,0.023609,49635,12,0.059015,2648419,8,640,0,0.000000
28,13,0.019757,53772,13,0.055979,2884201,5,697,0,0.000000
29,20,0.019132,82729,20,0.032394,4452502,4,1076,0,0.000000
30,12,0.016358,49638,12,0.056523,2660773,5,643,0,0.000000
31,14,0.019042,57905,14,0.063078,3111746,4,752,0,0.000000
32,15,0.016613,62048,15,0.050004,3335248,4,806,0,0.000000
33,13,0.018579,53772,13,0.052206,2900747,1,701,0,0.000000
34,13,0.014995,53775,14,0.063369,3124159,1,755,0,0.000000
35,14,0.020382,57910,13,0.054050,2884221,5,697,0,0.000000
36,16,0.019370,66185,16,0.043122,3562791,3,861,0,0.000000
37,12,0.022487,49641,13,0.056190,2888354,4,698,0,0.000000
38,14,0.023657,57908,13,0.051446,2884233,5,697,0,0.000000
39,17,0.018012,70319,17,0.034279,3782136,4,914,0,0.000000
40,15,0.018677,62044,16,0.052347,3554591,5,859,0,0.000000
41,14,0.019035,57913,14,0.051816,3107689,5,751,0,0.000000
42,15,0.022870,62047,14,0.040701,3115933,3,753,0,0.000000
43,15,0.018318,62043,15,0.048359,3331131,5,805,0,0.000000
44,17,0.015635,70316,17,0.044098,3749110,12,906,0,0.000000
45,16,0.021899,66178,17,0.042238,3765674,8,910,0,0.000000
46,11,0.022615,45505,10,0.072965,2226252,2,538,0,0.000000
47,16,0.021256,66184,17,0.040711,3773910,6,912,0,0.000000
48,14,0.017573,57913,13,0.057855,2900693,1,701,0,0.000000
49,10,0.021380,41365,10,0.072285,2234484,0,540,0,0.000000
50,15,0.020114,62047,15,0.050354,3347621,1,809,0,0.000000
51,12,0.018240,49640,13,0.060623,2884231,5,697,0,0.000000
52,15,0.014296,62046,14,0.055221,3120036,2,754,0,0.000000
53,17,0.014788,70318,17,0.043695,3773878,6,912,0,0.000000
54,18,0.019422,74457,19,0.034197,4229044,4,1022,0,0.000000
55,15,0.017018,62048,14,0.048744,3107641,5,751,0,0.000000
56,13,0.023121,53776,13,0.059780,2884205,5,697,0,0.000000
57,11,0.021974,45500,12,0.062562,2664888,4,644,0,0.000000
58,10,0.015621,41366,10,0.085444,2209722,6,534,0,0.000000
59,17,0.020314,70318,16,0.037400,3558688,4,860,0,0.000000
60,17,0.023347,70318,18,0.035965,3997362,6,966,0,0.000000
61,12,0.022427,49635,11,0.065801,2445565,3,591,0,0.000000
62,18,0.013866,74456,19,0.040343,4224917,5,1021,0,0.000000
63,15,0.016715,62044,15,0.049248,3331131,5,805,0,0.000000
64,10,0.018932,41363,9,0.088764,2002802,2,484,0,0.000000
65,15,0.021504,62050,15,0.042302,3331139,5,805,0,0.000000
66,18,0.016338,74461,19,0.039677,4224921,5,1021,0,0.000000
67,19,0.020104,78592,18,0.032024,3993235,7,965,0,0.000000
68,13,0.016263,53775,13,0.058855,2884227,5,697,0,0.000000
69,15,0.019080,62045,16,0.049524,3554541,5,859,0,0.000000
70,1,0.006061,4136,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   3.600,0.10
   3.700,0.20
   4.300,0.49
   4.400,0.89
   4.500,0.98
   4.600,1.18
   4.700,1.48
   4.800,1.67
   4.900,2.07
   5.000,2.26
   5.100,2.46
   5.200,2.66
   5.300,2.95
   5.400,3.05
   5.500,3.25
   5.600,3.44
   5.700,3.74
   5.800,4.13
   5.900,4.23
   6.000,4.72
   6.100,5.12
   6.200,5.22
   6.300,5.81
   6.500,6.30
   6.600,6.50
   6.700,6.59
   6.800,6.99
   6.900,7.28
   7.000,7.68
   7.100,7.97
   7.200,8.07
   7.300,8.46
   7.400,9.06
   7.500,9.35
   7.600,9.65
   7.700,9.94
   7.800,10.14
   7.900,10.33
   8.000,11.02
   8.100,11.42
   8.200,11.61
   8.300,11.81
   8.400,12.20
   8.500,12.99
   8.600,13.09
   8.700,13.29
   8.800,13.48
   8.900,13.68
   9.000,13.78
   9.100,13.98
   9.200,14.37
   9.300,14.86
   9.500,15.16
   9.600,15.65
   9.700,15.94
   9.800,16.63
   9.900,17.13
  10.000,18.50
  11.000,21.36
  12.000,24.11
  13.000,26.08
  14.000,27.76
  15.000,29.13
  16.000,29.92
  17.000,31.50
  18.000,32.87
  19.000,33.76
  20.000,34.35
  21.000,34.45
  22.000,34.94
  23.000,35.53
  24.000,37.30
  25.000,38.88
  26.000,40.06
  27.000,41.14
  28.000,41.73
  29.000,42.32
  30.000,43.21
  31.000,44.39
  32.000,45.96
  33.000,48.23
  34.000,49.31
  35.000,49.61
  36.000,50.39
  37.000,50.59
  38.000,50.98
  39.000,51.97
  40.000,53.15
  41.000,53.94
  42.000,55.22
  43.000,55.61
  44.000,56.10
  45.000,56.40
  46.000,57.58
  47.000,58.46
  48.000,60.04
  49.000,61.02
  50.000,61.52
  51.000,61.81
  52.000,62.01
  53.000,62.30
  54.000,62.50
  55.000,62.99
  56.000,63.98
  57.000,64.27
  58.000,64.67
  59.000,64.86
  60.000,65.06
  61.000,65.26
  62.000,66.63
  63.000,67.72
  64.000,68.41
  65.000,69.29
  66.000,69.88
  67.000,70.57
  68.000,70.87
  69.000,71.06
  70.000,71.75
  71.000,72.74
  72.000,73.03
  73.000,73.33
  75.000,73.52
  76.000,73.72
  77.000,74.02
  78.000,74.80
  79.000,76.67
  80.000,77.66
  81.000,77.95
  82.000,78.25
  83.000,78.64
  84.000,78.84
  85.000,79.13
  86.000,79.72
  87.000,79.82
  88.000,80.02
  89.000,80.12
  90.000,80.41
  91.000,80.61
  92.000,80.81
  93.000,81.30
  94.000,81.99
  95.000,83.46
  96.000,84.06
  97.000,84.45
  98.000,84.55
  99.000,84.74
 100.000,86.02
 110.000,90.06
 120.000,92.13
 130.000,94.98
 140.000,96.85
 150.000,97.74
 160.000,98.92
 170.000,99.51
 180.000,99.61
 190.000,99.80
 200.000,99.90
 220.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent
   2.300,0.20
   2.400,0.29
   2.500,0.39
   2.700,0.59
   2.800,0.79
   2.900,1.18
   3.000,1.28
   3.100,1.87
   3.200,2.06
   3.300,2.36
   3.400,2.46
   3.500,2.65
   3.600,3.05
   3.700,3.15
   3.800,3.44
   3.900,3.83
   4.000,4.33
   4.100,4.92
   4.200,5.31
   4.300,5.41
   4.400,5.90
   4.500,6.10
   4.600,6.29
   4.700,6.59
   4.800,6.78
   4.900,7.08
   5.000,7.47
   5.100,7.57
   5.200,7.67
   5.300,7.87
   5.400,8.26
   5.500,8.55
   5.600,8.75
   5.700,9.05
   5.800,9.24
   5.900,9.44
   6.000,9.64
   6.100,10.13
   6.300,10.72
   6.400,11.41
   6.500,12.09
   6.600,12.39
   6.700,12.88
   6.800,13.57
   6.900,14.26
   7.000,14.65
   7.100,15.04
   7.200,15.54
   7.300,15.93
   7.400,16.13
   7.500,16.62
   7.600,17.01
   7.700,17.50
   7.800,17.80
   7.900,18.19
   8.000,18.58
   8.100,19.08
   8.200,19.67
   8.300,20.16
   8.400,20.85
   8.500,21.14
   8.600,21.73
   8.700,21.83
   8.800,22.03
   8.900,22.32
   9.000,22.62
   9.100,22.81
   9.200,23.11
   9.300,23.40
   9.400,23.60
   9.500,23.89
   9.600,24.19
   9.700,24.29
   9.800,24.58
   9.900,24.98
  10.000,26.35
  11.000,27.53
  12.000,29.79
  13.000,32.84
  14.000,37.27
  15.000,43.07
  16.000,46.90
  17.000,49.07
  18.000,51.33
  19.000,54.38
  20.000,56.74
  21.000,60.67
  22.000,63.52
  23.000,67.06
  24.000,69.12
  25.000,71.19
  26.000,72.47
  27.000,73.84
  28.000,76.01
  29.000,79.35
  30.000,84.86
  31.000,91.84
  32.000,94.20
  33.000,95.08
  34.000,96.56
  35.000,97.54
  36.000,98.43
  37.000,99.02
  38.000,99.51
  39.000,99.61
  41.000,99.71
  44.000,99.80
  45.000,99.90
  46.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
