Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,145,0.006850,599780,0,0.000000,0,0,0,0,0.000000
1,161,0.006220,665964,0,0.000000,0,0,0,0,0.000000
2,160,0.006243,661829,0,0.000000,0,0,0,0,0.000000
3,166,0.006024,686635,0,0.000000,0,0,0,0,0.000000
4,164,0.006118,678369,0,0.000000,0,0,0,0,0.000000
5,176,0.005642,728003,0,0.000000,0,0,0,0,0.000000
6,159,0.006283,657677,0,0.000000,0,0,0,0,0.000000
7,164,0.006088,678375,0,0.000000,0,0,0,0,0.000000
8,163,0.006139,674229,0,0.000000,0,0,0,0,0.000000
9,165,0.006050,682495,0,0.000000,0,0,0,0,0.000000
10,158,0.006367,653548,0,0.000000,0,0,0,0,0.000000
11,165,0.006041,682494,0,0.000000,0,0,0,0,0.000000
12,168,0.005975,694919,0,0.000000,0,0,0,0,0.000000
13,166,0.006023,686643,0,0.000000,0,0,0,0,0.000000
14,171,0.005838,707320,0,0.000000,0,0,0,0,0.000000
15,164,0.006079,678374,0,0.000000,0,0,0,0,0.000000
16,163,0.006142,674220,0,0.000000,0,0,0,0,0.000000
17,171,0.005850,707319,0,0.000000,0,0,0,0,0.000000
18,157,0.006326,649414,0,0.000000,0,0,0,0,0.000000
19,168,0.005997,694907,0,0.000000,0,0,0,0,0.000000
20,156,0.006380,645287,0,0.000000,0,0,0,0,0.000000
21,161,0.006215,665975,0,0.000000,0,0,0,0,0.000000
22,167,0.005950,690771,0,0.000000,0,0,0,0,0.000000
23,166,0.006044,686642,0,0.000000,0,0,0,0,0.000000
24,163,0.006160,674223,0,0.000000,0,0,0,0,0.000000
25,160,0.006200,661837,0,0.000000,0,0,0,0,0.000000
26,168,0.005970,694908,0,0.000000,0,0,0,0,0.000000
27,162,0.006168,670084,0,0.000000,0,0,0,0,0.000000
28,156,0.006397,645277,0,0.000000,0,0,0,0,0.000000
29,162,0.006163,670102,0,0.000000,0,0,0,0,0.000000
30,165,0.006071,682500,0,0.000000,0,0,0,0,0.000000
31,163,0.006145,674245,0,0.000000,0,0,0,0,0.000000
32,160,0.006265,661830,0,0.000000,0,0,0,0,0.000000
33,162,0.006171,670083,0,0.000000,0,0,0,0,0.000000
34,164,0.006080,678382,0,0.000000,0,0,0,0,0.000000
35,162,0.006151,670095,0,0.000000,0,0,0,0,0.000000
36,169,0.005900,699061,0,0.000000,0,0,0,0,0.000000
37,162,0.006212,670101,0,0.000000,0,0,0,0,0.000000
38,162,0.006143,670081,0,0.000000,0,0,0,0,0.000000
39,159,0.006325,657684,0,0.000000,0,0,0,0,0.000000
40,163,0.006118,674250,0,0.000000,0,0,0,0,0.000000
41,165,0.006049,682507,0,0.000000,0,0,0,0,0.000000
42,164,0.006107,678364,0,0.000000,0,0,0,0,0.000000
43,165,0.006062,682489,0,0.000000,0,0,0,0,0.000000
44,163,0.006141,674239,0,0.000000,0,0,0,0,0.000000
45,166,0.006019,686654,0,0.000000,0,0,0,0,0.000000
46,172,0.005805,711467,0,0.000000,0,0,0,0,0.000000
47,162,0.006152,670095,0,0.000000,0,0,0,0,0.000000
48,154,0.006470,637005,0,0.000000,0,0,0,0,0.000000
49,165,0.006075,682515,0,0.000000,0,0,0,0,0.000000
50,162,0.006190,670094,0,0.000000,0,0,0,0,0.000000
51,167,0.005991,690774,0,0.000000,0,0,0,0,0.000000
52,166,0.006013,686633,0,0.000000,0,0,0,0,0.000000
53,160,0.006253,661822,0,0.000000,0,0,0,0,0.000000
54,166,0.005999,686650,0,0.000000,0,0,0,0,0.000000
55,164,0.006113,678371,0,0.000000,0,0,0,0,0.000000
56,161,0.006218,665950,0,0.000000,0,0,0,0,0.000000
57,162,0.006145,670092,0,0.000000,0,0,0,0,0.000000
58,166,0.005996,686647,0,0.000000,0,0,0,0,0.000000
59,161,0.006258,665956,0,0.000000,0,0,0,0,0.000000
60,169,0.005904,699049,0,0.000000,0,0,0,0,0.000000
61,164,0.006083,678375,0,0.000000,0,0,0,0,0.000000
62,164,0.006119,678355,0,0.000000,0,0,0,0,0.000000
63,158,0.006321,653553,0,0.000000,0,0,0,0,0.000000
64,166,0.005966,686650,0,0.000000,0,0,0,0,0.000000
65,160,0.006307,661811,0,0.000000,0,0,0,0,0.000000
66,161,0.006190,665968,0,0.000000,0,0,0,0,0.000000
67,172,0.005803,711462,0,0.000000,0,0,0,0,0.000000
68,167,0.005982,690778,0,0.000000,0,0,0,0,0.000000
69,162,0.006195,670083,0,0.000000,0,0,0,0,0.000000
70,166,0.006031,686639,0,0.000000,0,0,0,0,0.000000
71,160,0.006215,661813,0,0.000000,0,0,0,0,0.000000
72,162,0.006171,670102,0,0.000000,0,0,0,0,0.000000
73,166,0.006050,686641,0,0.000000,0,0,0,0,0.000000
74,168,0.005918,694917,0,0.000000,0,0,0,0,0.000000
75,167,0.005992,690782,0,0.000000,0,0,0,0,0.000000
76,164,0.006087,678375,0,0.000000,0,0,0,0,0.000000
77,158,0.006346,653549,0,0.000000,0,0,0,0,0.000000
78,158,0.006281,653535,0,0.000000,0,0,0,0,0.000000
79,163,0.006140,674230,0,0.000000,0,0,0,0,0.000000
80,155,0.006426,641149,0,0.000000,0,0,0,0,0.000000
81,161,0.006277,665957,0,0.000000,0,0,0,0,0.000000
82,165,0.006026,682506,0,0.000000,0,0,0,0,0.000000
83,162,0.006197,670097,0,0.000000,0,0,0,0,0.000000
84,164,0.006100,678361,0,0.000000,0,0,0,0,0.000000
85,163,0.006128,674236,0,0.000000,0,0,0,0,0.000000
86,167,0.005994,690756,0,0.000000,0,0,0,0,0.000000
87,167,0.005983,690772,0,0.000000,0,0,0,0,0.000000
88,164,0.006091,678353,0,0.000000,0,0,0,0,0.000000
89,164,0.006097,678361,0,0.000000,0,0,0,0,0.000000
90,163,0.006084,674235,0,0.000000,0,0,0,0,0.000000
91,159,0.006291,657692,0,0.000000,0,0,0,0,0.000000
92,159,0.006314,657695,0,0.000000,0,0,0,0,0.000000
93,158,0.006343,653554,0,0.000000,0,0,0,0,0.000000
94,163,0.006131,674242,0,0.000000,0,0,0,0,0.000000
95,163,0.006119,674235,0,0.000000,0,0,0,0,0.000000
96,161,0.006185,665951,0,0.000000,0,0,0,0,0.000000
97,161,0.006230,665950,0,0.000000,0,0,0,0,0.000000
98,159,0.006252,657692,0,0.000000,0,0,0,0,0.000000
99,158,0.006355,653569,0,0.000000,0,0,0,0,0.000000
100,1,0.010042,4137,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent

Full-Test SET Latency
Latency (<= msec),Percent
   0.760,0.01
   0.900,0.01
   0.930,0.02
   0.960,0.03
   1.000,0.09
   1.100,0.33
   1.200,1.18
   1.300,2.58
   1.400,4.19
   1.500,5.30
   1.600,6.14
   1.700,6.92
   1.800,7.97
   1.900,9.42
   2.000,11.50
   2.100,14.08
   2.200,17.35
   2.300,20.36
   2.400,23.25
   2.500,25.81
   2.600,28.05
   2.700,29.67
   2.800,31.32
   2.900,32.80
   3.000,34.41
   3.100,35.83
   3.200,37.36
   3.300,38.56
   3.400,39.70
   3.500,40.92
   3.600,41.91
   3.700,42.76
   3.800,43.53
   3.900,44.13
   4.000,44.69
   4.100,45.22
   4.200,45.75
   4.300,46.21
   4.400,46.48
   4.500,46.81
   4.600,47.05
   4.700,47.32
   4.800,47.56
   4.900,47.74
   5.000,47.86
   5.100,48.03
   5.200,48.17
   5.300,48.23
   5.400,48.31
   5.500,48.39
   5.600,48.45
   5.700,48.53
   5.800,48.60
   5.900,48.63
   6.000,48.68
   6.100,48.72
   6.200,48.78
   6.300,48.84
   6.400,48.89
   6.500,48.94
   6.600,48.99
   6.700,49.10
   6.800,49.18
   6.900,49.26
   7.000,49.36
   7.100,49.48
   7.200,49.67
   7.300,49.86
   7.400,50.21
   7.500,50.69
   7.600,51.38
   7.700,52.17
   7.800,53.02
   7.900,53.83
   8.000,54.91
   8.100,55.85
   8.200,57.01
   8.300,58.30
   8.400,59.64
   8.500,61.21
   8.600,62.81
   8.700,64.54
   8.800,66.25
   8.900,68.02
   9.000,69.69
   9.100,71.49
   9.200,73.15
   9.300,74.74
   9.400,76.38
   9.500,77.91
   9.600,79.59
   9.700,81.40
   9.800,83.14
   9.900,84.70
  10.000,91.81
  11.000,97.97
  12.000,99.28
  13.000,99.59
  14.000,99.71
  15.000,99.75
  16.000,99.79
  17.000,99.83
  18.000,99.87
  19.000,99.96
  20.000,99.98
  24.000,99.99
  47.000,99.99
  87.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
