2         Threads
32        Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets           0.00          ---          ---      0.00000         0.00 
Gets        3001.03      2991.50         9.53     21.32100     12117.47 
Waits          0.00          ---          ---      0.00000          --- 
Totals      3001.03      2991.50         9.53     21.32100     12117.47 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
---
GET       1.600         0.00
GET       1.700         0.00
GET       1.800         0.00
GET       1.900         0.01
GET       2.000         0.01
GET       2.100         0.02
GET       2.200         0.02
GET       2.300         0.04
GET       2.400         0.05
GET       2.500         0.07
GET       2.600         0.09
GET       2.700         0.11
GET       2.800         0.14
GET       2.900         0.16
GET       3.000         0.19
GET       3.100         0.22
GET       3.200         0.26
GET       3.300         0.30
GET       3.400         0.34
GET       3.500         0.38
GET       3.600         0.41
GET       3.700         0.45
GET       3.800         0.48
GET       3.900         0.52
GET       4.000         0.56
GET       4.100         0.58
GET       4.200         0.60
GET       4.300         0.63
GET       4.400         0.67
GET       4.500         0.69
GET       4.600         0.71
GET       4.700         0.73
GET       4.800         0.76
GET       4.900         0.78
GET       5.000         0.80
GET       5.100         0.82
GET       5.200         0.85
GET       5.300         0.86
GET       5.400         0.88
GET       5.500         0.90
GET       5.600         0.92
GET       5.700         0.94
GET       5.800         0.96
GET       5.900         0.98
GET       6.000         1.00
GET       6.100         1.02
GET       6.200         1.04
GET       6.300         1.05
GET       6.400         1.07
GET       6.500         1.10
GET       6.600         1.12
GET       6.700         1.14
GET       6.800         1.16
GET       6.900         1.18
GET       7.000         1.21
GET       7.100         1.23
GET       7.200         1.26
GET       7.300         1.29
GET       7.400         1.33
GET       7.500         1.37
GET       7.600         1.40
GET       7.700         1.44
GET       7.800         1.47
GET       7.900         1.52
GET       8.000         1.56
GET       8.100         1.60
GET       8.200         1.65
GET       8.300         1.69
GET       8.400         1.75
GET       8.500         1.81
GET       8.600         1.87
GET       8.700         1.93
GET       8.800         1.97
GET       8.900         2.02
GET       9.000         2.06
GET       9.100         2.11
GET       9.200         2.16
GET       9.300         2.22
GET       9.400         2.27
GET       9.500         2.32
GET       9.600         2.37
GET       9.700         2.43
GET       9.800         2.49
GET       9.900         2.55
GET      10.000         2.91
GET      11.000         3.68
GET      12.000         4.61
GET      13.000         6.04
GET      14.000         8.05
GET      15.000        10.86
GET      16.000        15.13
GET      17.000        22.25
GET      18.000        31.18
GET      19.000        39.44
GET      20.000        47.04
GET      21.000        54.20
GET      22.000        60.91
GET      23.000        66.75
GET      24.000        72.00
GET      25.000        77.23
GET      26.000        82.65
GET      27.000        87.54
GET      28.000        91.46
GET      29.000        94.23
GET      30.000        96.07
GET      31.000        97.36
GET      32.000        98.16
GET      33.000        98.63
GET      34.000        98.94
GET      35.000        99.19
GET      36.000        99.37
GET      37.000        99.49
GET      38.000        99.57
GET      39.000        99.63
GET      40.000        99.67
GET      41.000        99.71
GET      42.000        99.74
GET      43.000        99.76
GET      44.000        99.77
GET      45.000        99.78
GET      46.000        99.79
GET      47.000        99.80
GET      48.000        99.80
GET      49.000        99.81
GET      50.000        99.81
GET      51.000        99.82
GET      52.000        99.82
GET      53.000        99.83
GET      54.000        99.83
GET      55.000        99.84
GET      56.000        99.84
GET      57.000        99.84
GET      58.000        99.85
GET      59.000        99.86
GET      60.000        99.87
GET      61.000        99.87
GET      62.000        99.89
GET      63.000        99.90
GET      64.000        99.91
GET      65.000        99.92
GET      66.000        99.93
GET      67.000        99.94
GET      68.000        99.95
GET      69.000        99.96
GET      70.000        99.96
GET      71.000        99.97
GET      72.000        99.97
GET      73.000        99.98
GET      74.000        99.98
GET      75.000        99.99
GET      76.000        99.99
GET      77.000        99.99
GET      78.000        99.99
GET      79.000        99.99
GET      80.000        99.99
GET      81.000       100.00
GET      82.000       100.00
GET      83.000       100.00
GET      87.000       100.00
GET      92.000       100.00
GET     240.000       100.00
---
