1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          18.29          ---          ---     19.48300        73.88 
Gets          18.29      1480.63         0.81     89.84700      5983.10 
Waits          0.00          ---          ---      0.00000          --- 
Totals        36.58      1480.63         0.81     54.66500      6056.98 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.100         0.08
SET       2.200         0.23
SET       2.300         0.31
SET       2.400         0.62
SET       2.500         0.94
SET       2.600         1.09
SET       2.700         1.17
SET       2.800         1.72
SET       2.900         1.87
SET       3.000         2.11
SET       3.100         2.18
SET       3.200         2.50
SET       3.300         2.73
SET       3.400         3.12
SET       3.500         3.43
SET       3.600         3.82
SET       3.700         4.37
SET       3.800         4.52
SET       3.900         4.91
SET       4.000         5.15
SET       4.100         5.38
SET       4.200         5.62
SET       4.300         5.77
SET       4.400         6.08
SET       4.500         6.40
SET       4.600         6.55
SET       4.700         7.02
SET       4.800         7.25
SET       4.900         7.41
SET       5.000         7.72
SET       5.100         7.96
SET       5.200         8.19
SET       5.300         8.66
SET       5.400         8.81
SET       5.500         9.05
SET       5.800         9.20
SET       5.900         9.67
SET       6.000         9.98
SET       6.100        10.14
SET       6.200        10.53
SET       6.300        10.76
SET       6.500        10.84
SET       6.600        11.00
SET       6.800        11.15
SET       7.000        11.23
SET       7.100        11.39
SET       7.200        11.62
SET       7.300        12.01
SET       7.400        12.09
SET       7.500        12.40
SET       7.600        12.87
SET       7.700        13.26
SET       7.800        13.73
SET       7.900        13.88
SET       8.000        14.27
SET       8.100        14.82
SET       8.200        14.98
SET       8.300        15.29
SET       8.400        15.52
SET       8.500        15.68
SET       8.700        16.07
SET       8.800        16.15
SET       8.900        16.69
SET       9.000        16.93
SET       9.100        17.08
SET       9.200        17.32
SET       9.300        17.63
SET       9.400        17.78
SET       9.500        17.94
SET       9.600        18.49
SET       9.700        18.72
SET       9.800        19.03
SET       9.900        19.34
SET      10.000        20.28
SET      11.000        22.54
SET      12.000        24.41
SET      13.000        26.13
SET      14.000        29.88
SET      15.000        37.68
SET      16.000        42.98
SET      17.000        46.72
SET      18.000        49.22
SET      19.000        52.89
SET      20.000        56.40
SET      21.000        58.97
SET      22.000        60.92
SET      23.000        62.95
SET      24.000        64.98
SET      25.000        67.32
SET      26.000        70.51
SET      27.000        72.39
SET      28.000        75.35
SET      29.000        79.02
SET      30.000        85.65
SET      31.000        91.19
SET      32.000        93.45
SET      33.000        94.85
SET      34.000        96.18
SET      35.000        97.82
SET      36.000        99.30
SET      37.000        99.45
SET      41.000        99.61
SET      42.000        99.84
SET      45.000        99.92
SET      51.000       100.00
---
GET       4.900         0.08
GET       5.200         0.16
GET       5.400         0.23
GET       5.700         0.31
GET       6.200         0.47
GET       6.300         0.55
GET       6.400         0.62
GET       6.600         0.70
GET       6.700         0.78
GET       6.800         0.94
GET       6.900         1.01
GET       7.000         1.09
GET       7.100         1.17
GET       7.200         1.25
GET       7.500         1.33
GET       7.600         1.40
GET       7.700         1.48
GET       8.100         1.64
GET       8.200         1.79
GET       8.300         1.87
GET       8.400         1.95
GET       8.500         2.11
GET       8.600         2.18
GET       8.700         2.26
GET       8.800         2.34
GET       8.900         2.50
GET       9.000         2.65
GET       9.100         2.81
GET       9.200         2.89
GET       9.300         3.04
GET       9.500         3.12
GET       9.800         3.28
GET       9.900         3.51
GET      10.000         3.98
GET      11.000         5.15
GET      12.000         6.79
GET      13.000         7.80
GET      14.000         8.81
GET      15.000         9.75
GET      16.000        10.30
GET      17.000        10.61
GET      18.000        11.00
GET      19.000        12.09
GET      20.000        12.64
GET      21.000        13.26
GET      22.000        13.73
GET      23.000        14.43
GET      24.000        15.21
GET      25.000        15.60
GET      26.000        16.46
GET      27.000        17.08
GET      28.000        18.02
GET      29.000        18.41
GET      30.000        18.88
GET      31.000        19.50
GET      32.000        20.28
GET      33.000        21.14
GET      34.000        22.07
GET      35.000        22.78
GET      36.000        23.17
GET      37.000        24.10
GET      38.000        24.88
GET      39.000        25.43
GET      40.000        25.90
GET      41.000        26.37
GET      42.000        27.30
GET      43.000        27.77
GET      44.000        28.55
GET      45.000        29.25
GET      46.000        29.80
GET      47.000        30.42
GET      48.000        31.75
GET      49.000        32.61
GET      50.000        33.07
GET      51.000        33.70
GET      52.000        34.48
GET      53.000        35.26
GET      54.000        36.04
GET      55.000        36.35
GET      56.000        36.58
GET      57.000        36.97
GET      58.000        37.75
GET      59.000        38.69
GET      60.000        39.08
GET      61.000        39.63
