1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          17.92          ---          ---     20.10400        72.41 
Gets          17.91      1449.98         0.77     91.52400      5859.28 
Waits          0.00          ---          ---      0.00000          --- 
Totals        35.84      1449.98         0.77     55.79900      5931.68 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.100         0.08
SET       2.200         0.16
SET       2.400         0.24
SET       2.500         0.32
SET       2.600         0.48
SET       2.700         0.64
SET       2.800         0.96
SET       3.000         1.20
SET       3.100         1.27
SET       3.300         1.67
SET       3.400         1.99
SET       3.500         2.31
SET       3.600         2.95
SET       3.700         3.43
SET       3.800         3.75
SET       3.900         4.06
SET       4.000         4.46
SET       4.100         4.54
SET       4.200         4.70
SET       4.300         5.02
SET       4.400         5.18
SET       4.500         5.42
SET       4.600         5.74
SET       4.700         5.90
SET       4.800         6.37
SET       4.900         6.61
SET       5.000         6.93
SET       5.100         7.25
SET       5.200         7.41
SET       5.300         7.73
SET       5.400         7.97
SET       5.500         8.05
SET       5.600         8.53
SET       5.700         8.84
SET       5.800         9.16
SET       5.900         9.32
SET       6.000         9.56
SET       6.100         9.72
SET       6.200        10.04
SET       6.300        10.12
SET       6.400        10.20
SET       6.500        10.28
SET       6.600        10.52
SET       6.700        10.60
SET       6.800        10.76
SET       6.900        11.00
SET       7.000        11.24
SET       7.100        11.31
SET       7.200        11.55
SET       7.300        11.79
SET       7.400        11.87
SET       7.500        12.11
SET       7.600        12.27
SET       7.700        12.59
SET       7.800        12.75
SET       7.900        13.07
SET       8.000        13.31
SET       8.100        13.47
SET       8.200        13.86
SET       8.300        13.94
SET       8.400        14.26
SET       8.500        14.90
SET       8.600        15.46
SET       8.800        15.62
SET       8.900        15.78
SET       9.000        16.10
SET       9.100        16.41
SET       9.200        17.05
SET       9.300        17.21
SET       9.400        17.53
SET       9.500        17.85
SET       9.600        18.33
SET       9.700        18.49
SET       9.900        18.57
SET      10.000        19.76
SET      11.000        22.55
SET      12.000        23.98
SET      13.000        25.34
SET      14.000        27.65
SET      15.000        33.94
SET      16.000        38.33
SET      17.000        40.00
SET      18.000        42.87
SET      19.000        48.45
SET      20.000        53.55
SET      21.000        57.53
SET      22.000        60.08
SET      23.000        62.39
SET      24.000        64.62
SET      25.000        67.97
SET      26.000        70.44
SET      27.000        72.59
SET      28.000        73.71
SET      29.000        75.54
SET      30.000        81.75
SET      31.000        88.37
SET      32.000        90.04
SET      33.000        92.43
SET      34.000        94.66
SET      35.000        96.41
SET      36.000        97.85
SET      37.000        98.96
SET      38.000        99.44
SET      40.000        99.68
SET      46.000        99.84
SET      49.000        99.92
SET      55.000       100.00
---
GET       5.100         0.08
GET       5.300         0.16
GET       6.000         0.24
GET       6.100         0.32
GET       6.300         0.40
GET       6.800         0.56
GET       7.000         0.64
GET       7.100         0.96
GET       7.400         1.04
GET       7.500         1.20
GET       7.700         1.28
GET       7.900         1.52
GET       8.000         1.59
GET       8.400         1.67
GET       8.500         2.07
GET       8.600         2.23
GET       8.900         2.39
GET       9.200         2.47
GET       9.300         2.55
GET       9.400         2.87
GET       9.500         3.03
GET       9.600         3.27
GET       9.700         3.43
GET       9.800         3.51
GET       9.900         3.83
GET      10.000         4.63
GET      11.000         6.46
GET      12.000         8.21
GET      13.000        10.13
GET      14.000        11.40
GET      15.000        12.12
GET      16.000        13.32
GET      17.000        14.04
GET      18.000        14.43
GET      19.000        14.59
GET      20.000        15.47
GET      21.000        16.35
GET      22.000        16.75
GET      23.000        17.62
GET      24.000        17.94
GET      25.000        19.14
GET      26.000        20.02
GET      27.000        20.89
GET      28.000        21.85
GET      29.000        22.25
GET      30.000        22.49
GET      31.000        23.29
GET      32.000        23.52
GET      33.000        23.68
GET      34.000        23.92
GET      35.000        24.48
GET      36.000        25.68
GET      37.000        26.24
GET      38.000        27.19
GET      39.000        27.59
GET      40.000        28.07
GET      41.000        28.31
GET      42.000        28.95
GET      43.000        29.67
GET      44.000        30.70
GET      45.000        31.18
GET      46.000        31.82
GET      47.000        32.38
GET      48.000        32.62
GET      49.000        33.01
GET      50.000        33.33
GET      51.000        33.65
GET      52.000        34.61
GET      53.000        35.73
GET      54.000        36.60
GET      55.000        37.16
GET      56.000        37.80
GET      57.000        38.28
GET      58.000        39.07
GET      59.000        39.63
GET      60.000        40.19
GET      61.000        40.59
GET      62.000        40.99
GET      63.000        41.39
GET      64.000        41.95
GET      65.000        42.42
GET      66.000        42.66
GET      67.000        43.70
