Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,7,0.018256,28955,6,0.131461,2011034,0,486,0,0.000000
1,7,0.015896,28958,7,0.107015,2342059,1,566,0,0.000000
2,10,0.017564,41365,10,0.085090,3351706,0,810,0,0.000000
3,8,0.022522,33090,8,0.104392,2681370,0,648,0,0.000000
4,10,0.018805,41366,10,0.096871,3347541,1,809,0,0.000000
5,14,0.015651,57909,15,0.051773,5023427,1,1214,0,0.000000
6,7,0.023236,28954,7,0.122618,2346172,0,567,0,0.000000
7,9,0.013719,37228,8,0.102311,2681362,0,648,0,0.000000
8,11,0.017034,45502,11,0.077816,3686852,0,891,0,0.000000
9,6,0.020663,24818,6,0.123550,2011050,0,486,0,0.000000
10,7,0.018547,28952,7,0.125432,2346166,0,567,0,0.000000
11,8,0.021410,33090,8,0.105301,2681370,0,648,0,0.000000
12,12,0.020568,49636,12,0.068381,4022042,0,972,0,0.000000
13,8,0.015911,33091,8,0.107696,2681364,0,648,0,0.000000
14,10,0.022554,41363,11,0.076657,3686876,0,891,0,0.000000
15,9,0.023539,37229,8,0.091029,2681384,0,648,0,0.000000
16,10,0.018634,41366,10,0.086664,3347597,1,809,0,0.000000
17,11,0.022495,45502,11,0.066987,3686872,0,891,0,0.000000
18,7,0.017830,28957,7,0.112920,2346180,0,567,0,0.000000
19,10,0.017221,41363,10,0.087173,3351710,0,810,0,0.000000
20,12,0.019263,49639,13,0.064197,4357216,0,1053,0,0.000000
21,9,0.022447,37230,8,0.093777,2673098,2,646,0,0.000000
22,5,0.031190,20683,5,0.171917,1671731,1,404,0,0.000000
23,8,0.020807,33094,8,0.107193,2681356,0,648,0,0.000000
24,9,0.021957,37229,10,0.080296,3347571,1,809,0,0.000000
25,7,0.013430,28956,7,0.130445,2342067,1,566,0,0.000000
26,11,0.017853,45505,10,0.077178,3351734,0,810,0,0.000000
27,11,0.023499,45503,11,0.068489,3682765,1,890,0,0.000000
28,7,0.024402,28957,7,0.087161,2342045,1,566,0,0.000000
29,7,0.023902,28954,7,0.137454,2346216,0,567,0,0.000000
30,7,0.013196,28956,7,0.131890,2346194,0,567,0,0.000000
31,9,0.017509,37227,9,0.103681,3016502,0,729,0,0.000000
32,4,0.025719,16547,5,0.177977,1675870,0,405,0,0.000000
33,8,0.021205,33090,7,0.096323,2346182,0,567,0,0.000000
34,5,0.015984,20682,5,0.149782,1675854,0,405,0,0.000000
35,7,0.019575,28956,7,0.136470,2346188,0,567,0,0.000000
36,9,0.015645,37225,9,0.103357,3016482,0,729,0,0.000000
37,9,0.019480,37228,9,0.102063,3016534,0,729,0,0.000000
38,11,0.019673,45500,11,0.078414,3686890,0,891,0,0.000000
39,7,0.016989,28956,7,0.123309,2346168,0,567,0,0.000000
40,8,0.022581,33092,8,0.085760,2677241,1,647,0,0.000000
41,10,0.018764,41363,10,0.096176,3351676,0,810,0,0.000000
42,6,0.021038,24819,7,0.124558,2346200,0,567,0,0.000000
43,8,0.020800,33093,8,0.103475,2681358,0,648,0,0.000000
44,8,0.023237,33091,7,0.115133,2346178,0,567,0,0.000000
45,12,0.017733,49637,13,0.061172,4353093,1,1052,0,0.000000
46,15,0.015137,62043,14,0.055534,4688255,1,1133,0,0.000000
47,8,0.018051,33092,8,0.105327,2677269,1,647,0,0.000000
48,7,0.018074,28956,7,0.107787,2342065,1,566,0,0.000000
49,13,0.020457,53774,13,0.062453,4353057,1,1052,0,0.000000
50,9,0.018073,37230,9,0.099367,3016522,0,729,0,0.000000
51,8,0.023444,33089,8,0.086127,2681364,0,648,0,0.000000
52,9,0.023589,37227,9,0.101075,3016550,0,729,0,0.000000
53,10,0.024421,41362,10,0.075547,3347573,1,809,0,0.000000
54,12,0.019627,49637,13,0.058847,4357154,0,1053,0,0.000000
55,7,0.024692,28954,6,0.106651,2006895,1,485,0,0.000000
56,8,0.023046,33092,8,0.123363,2681368,0,648,0,0.000000
57,8,0.024519,33092,8,0.099335,2681356,0,648,0,0.000000
58,8,0.017463,33088,8,0.110537,2673110,2,646,0,0.000000
59,7,0.019404,28954,7,0.113435,2346166,0,567,0,0.000000
60,7,0.022607,28955,7,0.117878,2346188,0,567,0,0.000000
61,11,0.017853,45500,11,0.078696,3682733,1,890,0,0.000000
62,8,0.026312,33094,8,0.099751,2677213,1,647,0,0.000000
63,9,0.020247,37227,9,0.082950,3016508,0,729,0,0.000000
64,6,0.019204,24820,7,0.137545,2346172,0,567,0,0.000000
65,9,0.021227,37226,8,0.089368,2673090,2,646,0,0.000000
66,7,0.016689,28952,7,0.111684,2346164,0,567,0,0.000000
67,14,0.011954,57910,14,0.073386,4688265,1,1133,0,0.000000
68,8,0.022276,33092,8,0.099855,2681350,0,648,0,0.000000
69,7,0.019533,28952,8,0.108915,2681354,0,648,0,0.000000
70,1,0.030277,4137,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   6.000,0.16
   6.200,0.33
   6.400,0.49
   6.900,0.66
   7.300,0.82
   7.700,0.98
   8.000,1.31
   8.500,1.48
   8.600,1.64
   8.700,2.13
   8.800,2.46
   9.000,2.79
   9.100,2.95
   9.200,3.11
   9.300,3.28
   9.400,3.61
   9.500,3.77
   9.900,3.93
  10.000,4.59
  11.000,7.38
  12.000,8.36
  13.000,9.84
  14.000,11.80
  15.000,13.61
  16.000,15.90
  17.000,17.05
  18.000,18.03
  19.000,18.52
  20.000,19.34
  21.000,19.67
  22.000,20.33
  23.000,20.82
  24.000,21.15
  25.000,22.79
  26.000,24.43
  27.000,24.92
  28.000,25.25
  29.000,25.57
  30.000,26.07
  31.000,26.72
  32.000,27.38
  33.000,27.70
  34.000,28.36
  35.000,28.85
  36.000,29.34
  37.000,30.16
  38.000,30.98
  39.000,32.46
  40.000,32.95
  41.000,33.44
  42.000,33.93
  43.000,34.43
  44.000,34.92
  45.000,35.25
  46.000,35.90
  47.000,36.39
  48.000,36.56
  49.000,37.05
  50.000,37.38
  51.000,37.87
  52.000,38.36
  53.000,38.69
  54.000,39.51
  55.000,39.84
  56.000,40.49
  57.000,41.15
  58.000,41.31
  59.000,41.64
  60.000,41.97
  61.000,42.46
  62.000,42.79
  63.000,43.28
  64.000,43.44
  65.000,43.61
  66.000,43.93
  67.000,44.59
  68.000,45.08
  69.000,46.07
  70.000,47.21
  71.000,47.70
  72.000,48.69
  73.000,49.34
  74.000,49.67
  75.000,50.00
  76.000,50.82
  78.000,51.64
  79.000,52.79
  81.000,52.95
  82.000,53.61
  83.000,53.93
  84.000,54.10
  85.000,54.92
  86.000,55.41
  87.000,55.74
  89.000,55.90
  90.000,56.23
  91.000,56.89
  93.000,57.38
  94.000,58.20
  95.000,58.52
  96.000,58.85
  97.000,59.02
  98.000,59.34
  99.000,59.51
 100.000,61.80
 110.000,65.08
 120.000,68.20
 130.000,71.64
 140.000,74.59
 150.000,76.56
 160.000,80.00
 170.000,83.11
 180.000,84.43
 190.000,87.05
 200.000,89.51
 210.000,91.31
 220.000,93.61
 230.000,94.75
 240.000,96.07
 250.000,97.21
 260.000,97.70
 270.000,98.20
 280.000,98.69
 290.000,98.85
 310.000,99.51
 360.000,99.84
 410.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent
   2.300,0.16
   2.400,0.33
   2.700,0.65
   3.000,0.82
   3.100,0.98
   3.200,1.47
   3.300,2.13
   3.500,2.45
   3.600,2.78
   3.800,3.11
   3.900,3.27
   4.000,3.60
   4.100,3.93
   4.200,4.26
   4.400,4.42
   4.500,4.75
   4.600,4.91
   4.700,5.07
   4.800,5.40
   5.000,6.22
   5.100,6.71
   5.200,7.04
   5.300,7.69
   5.500,7.86
   5.600,8.02
   5.700,8.51
   5.800,8.67
   5.900,9.00
   6.000,9.33
   6.100,10.31
   6.200,10.64
   6.300,11.46
   6.400,11.62
   6.700,11.78
   6.800,11.95
   6.900,12.60
   7.100,13.09
   7.700,13.42
   7.800,14.08
   7.900,14.24
   8.000,14.40
   8.100,14.57
   8.200,14.89
   8.300,15.55
   8.400,15.71
   8.500,16.20
   8.600,16.37
   8.800,16.69
   8.900,16.86
   9.000,17.02
   9.200,17.35
   9.300,17.84
   9.500,18.17
   9.600,18.82
   9.700,18.99
   9.800,19.64
   9.900,19.97
  10.000,20.79
  11.000,21.28
  12.000,23.08
  13.000,25.86
  14.000,28.81
  15.000,34.53
  16.000,37.32
  17.000,40.59
  18.000,45.66
  19.000,49.10
  20.000,52.05
  21.000,57.61
  22.000,61.37
  23.000,65.14
  24.000,68.74
  25.000,70.54
  26.000,72.01
  27.000,73.98
  28.000,75.45
  29.000,77.09
  30.000,84.94
  31.000,90.34
  32.000,92.64
  33.000,95.25
  34.000,96.56
  35.000,96.89
  36.000,98.36
  37.000,99.67
  44.000,99.84
  45.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
