Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,9,0.020793,37229,8,0.093066,2681374,0,648,0,0.000000
1,11,0.013901,45503,11,0.080705,3682735,1,890,0,0.000000
2,6,0.017388,24819,6,0.138147,2011036,0,486,0,0.000000
3,10,0.016053,41363,10,0.083357,3351680,0,810,0,0.000000
4,9,0.016771,37229,10,0.093779,3347557,1,809,0,0.000000
5,12,0.013894,49636,11,0.073031,3682755,1,890,0,0.000000
6,7,0.025526,28954,7,0.118169,2346172,0,567,0,0.000000
7,8,0.016351,33092,8,0.104267,2681362,0,648,0,0.000000
8,12,0.017628,49638,12,0.070517,4022026,0,972,0,0.000000
9,9,0.019409,37226,9,0.089201,3016548,0,729,0,0.000000
10,11,0.016758,45498,11,0.072295,3686864,0,891,0,0.000000
11,8,0.019537,33091,8,0.093678,2681354,0,648,0,0.000000
12,10,0.018598,41363,10,0.094294,3351708,0,810,0,0.000000
13,7,0.015215,28954,8,0.113733,2681384,0,648,0,0.000000
14,11,0.015787,45502,10,0.077879,3351708,0,810,0,0.000000
15,8,0.023268,33092,9,0.095232,3012433,1,728,0,0.000000
16,7,0.021026,28957,6,0.142057,2011010,0,486,0,0.000000
17,10,0.024608,41364,10,0.069140,3351704,0,810,0,0.000000
18,5,0.017277,20685,5,0.183491,1675840,0,405,0,0.000000
19,9,0.014635,37226,9,0.093734,3016548,0,729,0,0.000000
20,11,0.016289,45504,11,0.074217,3686868,0,891,0,0.000000
21,9,0.015122,37229,9,0.091238,3012405,1,728,0,0.000000
22,8,0.018214,33092,8,0.120411,2673108,2,646,0,0.000000
23,9,0.015951,37231,9,0.096333,3016524,0,729,0,0.000000
24,12,0.018153,49638,12,0.063779,4017907,1,971,0,0.000000
25,9,0.026805,37231,9,0.076761,3012411,1,728,0,0.000000
26,9,0.022683,37230,9,0.096449,3012451,1,728,0,0.000000
27,8,0.013286,33094,8,0.113837,2681368,0,648,0,0.000000
28,8,0.025871,33093,9,0.087659,3012405,1,728,0,0.000000
29,8,0.021177,33092,7,0.100305,2346190,0,567,0,0.000000
30,10,0.022540,41364,10,0.079109,3351692,0,810,0,0.000000
31,8,0.014358,33092,8,0.121202,2681372,0,648,0,0.000000
32,8,0.016594,33090,8,0.094673,2681356,0,648,0,0.000000
33,12,0.019742,49636,12,0.075264,4022044,0,972,0,0.000000
34,8,0.020403,33090,9,0.091147,3016470,0,729,0,0.000000
35,9,0.017457,37228,8,0.091116,2681370,0,648,0,0.000000
36,12,0.018207,49637,12,0.072860,4022062,0,972,0,0.000000
37,7,0.022235,28956,7,0.122001,2346170,0,567,0,0.000000
38,12,0.017987,49637,12,0.066281,4017903,1,971,0,0.000000
39,7,0.018390,28954,7,0.116879,2346184,0,567,0,0.000000
40,10,0.016928,41366,11,0.082493,3686878,0,891,0,0.000000
41,9,0.025625,37228,8,0.079584,2681346,0,648,0,0.000000
42,8,0.017268,33090,8,0.118581,2677221,1,647,0,0.000000
43,8,0.023247,33092,8,0.106252,2677253,1,647,0,0.000000
44,11,0.015916,45498,11,0.074156,3686874,0,891,0,0.000000
45,10,0.019499,41365,10,0.077455,3347597,1,809,0,0.000000
46,14,0.017757,57911,14,0.056122,4684110,2,1132,0,0.000000
47,11,0.025762,45501,11,0.061843,3686858,0,891,0,0.000000
48,9,0.017071,37228,9,0.098747,3016542,0,729,0,0.000000
49,8,0.020348,33090,8,0.103843,2681362,0,648,0,0.000000
50,11,0.019244,45498,11,0.070912,3682755,1,890,0,0.000000
51,9,0.016293,37228,9,0.089347,3016492,0,729,0,0.000000
52,10,0.016703,41364,11,0.081887,3682729,1,890,0,0.000000
53,9,0.017726,37227,8,0.095764,2681366,0,648,0,0.000000
54,9,0.020822,37229,9,0.095534,3016530,0,729,0,0.000000
55,10,0.019102,41360,10,0.079926,3343450,2,808,0,0.000000
56,9,0.019097,37229,9,0.092156,3016506,0,729,0,0.000000
57,8,0.021273,33090,8,0.094312,2677233,1,647,0,0.000000
58,13,0.021257,53776,13,0.063703,4353053,1,1052,0,0.000000
59,11,0.015232,45500,11,0.069476,3686846,0,891,0,0.000000
60,9,0.022608,37227,9,0.088312,3016496,0,729,0,0.000000
61,10,0.023278,41362,10,0.070551,3343426,2,808,0,0.000000
62,9,0.017969,37227,9,0.083817,3012409,1,728,0,0.000000
63,13,0.015540,53773,13,0.078188,4357196,0,1053,0,0.000000
64,9,0.018299,37226,10,0.082017,3351698,0,810,0,0.000000
65,9,0.019264,37229,8,0.103693,2677217,1,647,0,0.000000
66,7,0.023003,28955,7,0.091982,2346208,0,567,0,0.000000
67,10,0.024527,41363,10,0.083286,3351706,0,810,0,0.000000
68,9,0.021808,37226,9,0.103213,3008292,2,727,0,0.000000
69,8,0.025159,33092,9,0.088107,3012419,1,728,0,0.000000
70,1,0.021033,4137,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   6.000,0.31
   6.200,0.46
   6.600,0.61
   6.700,0.77
   7.000,0.92
   7.100,1.07
   7.200,1.23
   7.400,1.68
   8.100,1.99
   8.200,2.30
   8.400,2.45
   8.500,2.91
   8.700,3.06
   8.900,3.37
   9.100,3.52
   9.200,3.68
   9.300,3.83
   9.400,3.98
   9.600,4.44
   9.700,4.59
  10.000,5.51
  11.000,7.50
  12.000,8.27
  13.000,9.80
  14.000,11.64
  15.000,12.56
  16.000,13.02
  17.000,14.55
  18.000,14.85
  19.000,15.62
  20.000,15.93
  21.000,17.00
  22.000,17.46
  23.000,18.68
  24.000,19.30
  25.000,20.37
  26.000,21.90
  27.000,22.97
  28.000,23.89
  29.000,24.20
  30.000,25.11
  31.000,25.57
  32.000,26.34
  33.000,26.80
  34.000,27.11
  35.000,27.26
  36.000,27.72
  37.000,29.10
  38.000,29.71
  39.000,30.47
  40.000,31.09
  41.000,31.39
  42.000,32.16
  43.000,32.62
  44.000,33.38
  45.000,33.69
  47.000,34.46
  48.000,35.53
  49.000,36.29
  50.000,36.91
  51.000,37.21
  52.000,37.52
  53.000,38.28
  54.000,38.74
  55.000,39.66
  56.000,39.97
  57.000,40.89
  58.000,42.27
  59.000,42.57
  60.000,43.34
  61.000,43.64
  62.000,44.10
  63.000,44.41
  64.000,45.48
  65.000,45.64
  66.000,45.79
  67.000,46.71
  68.000,47.47
  69.000,48.24
  70.000,48.39
  71.000,49.16
  72.000,50.08
  73.000,50.54
  74.000,51.15
  75.000,51.76
  76.000,52.22
  77.000,52.37
  78.000,52.68
  79.000,54.06
  80.000,54.36
  81.000,54.82
  82.000,55.44
  83.000,56.36
  84.000,56.66
  85.000,56.97
  86.000,57.73
  87.000,58.04
  88.000,58.65
  89.000,59.72
  90.000,60.64
  91.000,61.41
  92.000,61.56
  93.000,61.87
  94.000,62.02
  95.000,62.48
  96.000,62.63
  98.000,62.94
  99.000,63.40
 100.000,63.86
 110.000,67.99
 120.000,71.36
 130.000,76.11
 140.000,80.25
 150.000,83.00
 160.000,86.06
 170.000,88.36
 180.000,89.74
 190.000,92.50
 200.000,94.18
 210.000,95.10
 220.000,96.17
 230.000,97.09
 240.000,98.01
 250.000,98.32
 260.000,98.47
 270.000,99.08
 280.000,99.39
 320.000,99.69
 330.000,99.85
 530.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent
   2.100,0.15
   2.400,0.31
   2.700,0.61
   2.800,0.92
   2.900,1.07
   3.000,1.22
   3.100,1.53
   3.300,1.83
   3.500,1.99
   3.600,2.60
   3.700,2.91
   3.800,3.06
   3.900,3.21
   4.000,3.36
   4.100,3.52
   4.300,3.67
   4.400,4.59
   4.500,4.89
   4.600,5.20
   4.700,5.50
   4.900,5.81
   5.000,5.96
   5.100,6.27
   5.200,6.57
   5.300,7.03
   5.500,7.34
   5.600,7.49
   5.700,7.95
   5.800,8.41
   5.900,8.72
   6.000,9.02
   6.100,9.17
   6.200,9.48
   6.300,9.94
   6.400,10.24
   6.500,10.40
   6.600,10.86
   6.700,11.31
   6.800,11.47
   6.900,11.62
   7.000,12.08
   7.100,12.54
   7.200,12.84
   7.300,13.00
   7.400,13.30
   7.500,13.76
   7.600,13.91
   7.800,14.07
   7.900,14.68
   8.000,15.29
   8.100,15.44
   8.200,16.51
   8.300,17.13
   8.400,17.28
   8.500,17.58
   8.600,17.74
   8.700,17.89
   8.800,18.81
   8.900,18.96
   9.000,19.27
   9.100,20.18
   9.200,20.80
   9.400,21.10
   9.500,21.25
   9.600,21.56
   9.700,21.87
   9.800,22.32
   9.900,22.63
  10.000,23.09
  11.000,24.92
  12.000,26.30
  13.000,27.83
  14.000,31.80
  15.000,38.99
  16.000,43.73
  17.000,46.02
  18.000,49.54
  19.000,53.52
  20.000,58.10
  21.000,62.08
  22.000,63.46
  23.000,66.06
  24.000,68.96
  25.000,72.48
  26.000,75.54
  27.000,76.76
  28.000,77.22
  29.000,78.44
  30.000,84.25
  31.000,90.06
  32.000,92.05
  33.000,94.19
  34.000,95.57
  35.000,97.40
  36.000,99.08
  37.000,99.24
  38.000,99.39
  39.000,99.54
  40.000,99.85
  42.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
