1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets         192.87          ---          ---      5.60500       779.07 
Gets         192.87       192.81         0.06      4.75000       780.99 
Waits          0.00          ---          ---      0.00000          --- 
Totals       385.73       192.81         0.06      5.17800      1560.06 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.600         0.04
SET       1.700         0.12
SET       1.800         0.33
SET       1.900         0.72
SET       2.000         1.50
SET       2.100         2.78
SET       2.200         4.46
SET       2.300         6.41
SET       2.400         8.71
SET       2.500        11.12
SET       2.600        13.72
SET       2.700        16.26
SET       2.800        18.94
SET       2.900        21.35
SET       3.000        23.89
SET       3.100        26.23
SET       3.200        28.19
SET       3.300        29.92
SET       3.400        31.79
SET       3.500        33.35
SET       3.600        35.00
SET       3.700        36.49
SET       3.800        37.87
SET       3.900        39.12
SET       4.000        40.06
SET       4.100        40.92
SET       4.200        42.03
SET       4.300        42.74
SET       4.400        43.56
SET       4.500        44.33
SET       4.600        44.92
SET       4.700        45.44
SET       4.800        46.13
SET       4.900        46.69
SET       5.000        47.33
SET       5.100        47.90
SET       5.200        48.49
SET       5.300        49.15
SET       5.400        49.79
SET       5.500        50.38
SET       5.600        51.02
SET       5.700        51.60
SET       5.800        52.39
SET       5.900        53.17
SET       6.000        53.83
SET       6.100        54.60
SET       6.200        55.54
SET       6.300        56.58
SET       6.400        57.52
SET       6.500        58.63
SET       6.600        59.83
SET       6.700        61.11
SET       6.800        62.49
SET       6.900        64.14
SET       7.000        65.83
SET       7.100        67.42
SET       7.200        69.27
SET       7.300        71.14
SET       7.400        73.00
SET       7.500        74.73
SET       7.600        76.67
SET       7.700        78.31
SET       7.800        79.87
SET       7.900        81.31
SET       8.000        82.69
SET       8.100        84.15
SET       8.200        85.50
SET       8.300        86.62
SET       8.400        87.65
SET       8.500        88.71
SET       8.600        89.52
SET       8.700        90.30
SET       8.800        90.96
SET       8.900        91.61
SET       9.000        92.14
SET       9.100        92.70
SET       9.200        93.19
SET       9.300        93.62
SET       9.400        94.02
SET       9.500        94.33
SET       9.600        94.64
SET       9.700        94.98
SET       9.800        95.26
SET       9.900        95.47
SET      10.000        96.37
SET      11.000        97.45
SET      12.000        98.27
SET      13.000        98.85
SET      14.000        99.27
SET      15.000        99.56
SET      16.000        99.73
SET      17.000        99.81
SET      18.000        99.86
SET      19.000        99.91
SET      20.000        99.95
SET      23.000        99.96
SET      25.000        99.97
SET      26.000        99.99
SET      27.000        99.99
SET      28.000       100.00
---
GET       1.200         0.01
GET       1.300         0.06
GET       1.400         0.30
GET       1.500         0.72
GET       1.600         1.84
GET       1.700         3.39
GET       1.800         5.96
GET       1.900         9.05
GET       2.000        12.29
GET       2.100        15.76
GET       2.200        19.07
GET       2.300        22.44
GET       2.400        25.22
GET       2.500        28.06
GET       2.600        30.53
GET       2.700        32.58
GET       2.800        34.46
GET       2.900        36.12
GET       3.000        37.69
GET       3.100        38.94
GET       3.200        40.19
GET       3.300        41.20
GET       3.400        42.20
GET       3.500        43.07
GET       3.600        43.83
GET       3.700        44.67
GET       3.800        45.40
GET       3.900        46.08
GET       4.000        46.77
GET       4.100        47.37
GET       4.200        47.99
GET       4.300        48.73
GET       4.400        49.53
GET       4.500        50.18
GET       4.600        50.83
GET       4.700        51.53
GET       4.800        52.35
GET       4.900        53.17
GET       5.000        53.92
GET       5.100        54.74
GET       5.200        55.69
GET       5.300        56.71
GET       5.400        57.85
GET       5.500        58.74
GET       5.600        59.79
GET       5.700        60.71
GET       5.800        62.05
GET       5.900        63.37
GET       6.000        64.70
GET       6.100        66.19
GET       6.200        67.88
GET       6.300        69.40
GET       6.400        71.04
GET       6.500        72.88
GET       6.600        74.62
GET       6.700        76.31
GET       6.800        77.98
GET       6.900        79.62
GET       7.000        81.53
GET       7.100        83.27
GET       7.200        85.10
GET       7.300        86.70
GET       7.400        88.02
GET       7.500        89.03
GET       7.600        90.12
GET       7.700        91.02
GET       7.800        91.77
GET       7.900        92.49
GET       8.000        93.16
GET       8.100        93.80
GET       8.200        94.34
GET       8.300        94.84
GET       8.400        95.29
GET       8.500        95.62
GET       8.600        95.90
GET       8.700        96.19
GET       8.800        96.41
GET       8.900        96.63
GET       9.000        96.82
GET       9.100        96.98
GET       9.200        97.10
GET       9.300        97.27
GET       9.400        97.43
GET       9.500        97.56
GET       9.600        97.64
GET       9.700        97.76
GET       9.800        97.90
GET       9.900        98.00
GET      10.000        98.36
GET      11.000        98.95
GET      12.000        99.23
GET      13.000        99.46
GET      14.000        99.68
GET      15.000        99.79
GET      16.000        99.86
GET      17.000        99.87
GET      18.000        99.95
GET      20.000        99.96
GET      48.000        99.98
GET      52.000        99.99
GET      53.000        99.99
GET      56.000       100.00
---
