Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,0,0.000000,0,27,0.036503,111994,0,27,0,0.000000
1,0,0.000000,0,33,0.030293,128632,2,31,0,0.000000
2,0,0.000000,0,32,0.031688,132732,0,32,0,0.000000
3,0,0.000000,0,31,0.031928,124453,1,30,0,0.000000
4,0,0.000000,0,31,0.032082,128584,0,31,0,0.000000
5,0,0.000000,0,31,0.032254,128588,0,31,0,0.000000
6,0,0.000000,0,32,0.031198,128603,1,31,0,0.000000
7,0,0.000000,0,31,0.032304,128580,0,31,0,0.000000
8,0,0.000000,0,30,0.033289,124434,0,30,0,0.000000
9,0,0.000000,0,30,0.033061,124434,0,30,0,0.000000
10,0,0.000000,0,32,0.031982,132728,0,32,0,0.000000
11,0,0.000000,0,31,0.031775,128582,0,31,0,0.000000
12,0,0.000000,0,31,0.031724,128576,0,31,0,0.000000
13,0,0.000000,0,32,0.031729,128607,1,31,0,0.000000
14,0,0.000000,0,32,0.031274,132728,0,32,0,0.000000
15,0,0.000000,0,32,0.031701,132730,0,32,0,0.000000
16,0,0.000000,0,31,0.032257,128588,0,31,0,0.000000
17,0,0.000000,0,29,0.033061,120288,0,29,0,0.000000
18,0,0.000000,0,31,0.032788,128584,0,31,0,0.000000
19,0,0.000000,0,31,0.032063,124455,1,30,0,0.000000
20,0,0.000000,0,32,0.031212,128599,1,31,0,0.000000
21,0,0.000000,0,31,0.032248,124453,1,30,0,0.000000
22,0,0.000000,0,32,0.031289,132732,0,32,0,0.000000
23,0,0.000000,0,32,0.031376,128605,1,31,0,0.000000
24,0,0.000000,0,31,0.032085,128582,0,31,0,0.000000
25,0,0.000000,0,31,0.032741,128588,0,31,0,0.000000
26,0,0.000000,0,31,0.031925,124453,1,30,0,0.000000
27,0,0.000000,0,31,0.032466,128584,0,31,0,0.000000
28,0,0.000000,0,31,0.031604,128568,0,31,0,0.000000
29,0,0.000000,0,32,0.032231,128599,1,31,0,0.000000
30,0,0.000000,0,31,0.031536,128586,0,31,0,0.000000
31,0,0.000000,0,32,0.031245,132726,0,32,0,0.000000
32,0,0.000000,0,31,0.032901,128576,0,31,0,0.000000
33,0,0.000000,0,31,0.031701,128586,0,31,0,0.000000
34,0,0.000000,0,33,0.030169,132747,1,32,0,0.000000
35,0,0.000000,0,33,0.030438,136878,0,33,0,0.000000
36,0,0.000000,0,32,0.031102,128605,1,31,0,0.000000
37,0,0.000000,0,31,0.032801,128580,0,31,0,0.000000
38,0,0.000000,0,31,0.032200,128584,0,31,0,0.000000
39,0,0.000000,0,31,0.031843,128584,0,31,0,0.000000
40,0,0.000000,0,32,0.031687,132726,0,32,0,0.000000
41,0,0.000000,0,30,0.033309,124432,0,30,0,0.000000
42,0,0.000000,0,32,0.031337,128601,1,31,0,0.000000
43,0,0.000000,0,32,0.030780,132732,0,32,0,0.000000
44,0,0.000000,0,31,0.032619,128582,0,31,0,0.000000
45,0,0.000000,0,30,0.032785,120307,1,29,0,0.000000
46,0,0.000000,0,32,0.031401,132726,0,32,0,0.000000
47,0,0.000000,0,31,0.031827,128576,0,31,0,0.000000
48,0,0.000000,0,32,0.031720,132736,0,32,0,0.000000
49,0,0.000000,0,31,0.032067,124453,1,30,0,0.000000
50,0,0.000000,0,32,0.031719,132726,0,32,0,0.000000
51,0,0.000000,0,31,0.032245,128586,0,31,0,0.000000
52,0,0.000000,0,32,0.031373,124482,2,30,0,0.000000
53,0,0.000000,0,30,0.032665,124432,0,30,0,0.000000
54,0,0.000000,0,31,0.032484,128580,0,31,0,0.000000
55,0,0.000000,0,31,0.032114,128584,0,31,0,0.000000
56,0,0.000000,0,32,0.031898,128599,1,31,0,0.000000
57,0,0.000000,0,30,0.032613,124436,0,30,0,0.000000
58,0,0.000000,0,31,0.031753,128580,0,31,0,0.000000
59,0,0.000000,0,30,0.033750,124436,0,30,0,0.000000
60,0,0.000000,0,32,0.031785,132732,0,32,0,0.000000
61,0,0.000000,0,31,0.031717,120332,2,29,0,0.000000
62,0,0.000000,0,31,0.031949,128576,0,31,0,0.000000
63,0,0.000000,0,31,0.032596,128584,0,31,0,0.000000
64,0,0.000000,0,33,0.030291,128630,2,31,0,0.000000
65,0,0.000000,0,32,0.031273,128609,1,31,0,0.000000
66,0,0.000000,0,32,0.031549,132730,0,32,0,0.000000
67,0,0.000000,0,31,0.031936,128578,0,31,0,0.000000
68,0,0.000000,0,31,0.032404,128584,0,31,0,0.000000
69,0,0.000000,0,31,0.032619,128576,0,31,0,0.000000
70,0,0.000000,0,1,0.031149,4148,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   7.200,0.05
   9.400,0.09
  10.000,0.14
  13.000,0.23
  14.000,0.37
  16.000,0.50
  17.000,0.69
  18.000,0.91
  20.000,1.05
  21.000,1.23
  22.000,1.51
  23.000,2.06
  24.000,2.38
  25.000,3.65
  26.000,5.39
  27.000,7.49
  28.000,10.46
  29.000,15.90
  30.000,26.91
  31.000,56.83
  32.000,71.86
  33.000,78.16
  34.000,81.82
  35.000,84.83
  36.000,88.72
  37.000,91.59
  38.000,93.24
  39.000,94.38
  40.000,95.43
  41.000,96.07
  42.000,96.71
  43.000,97.21
  44.000,98.36
  45.000,98.99
  46.000,99.54
  47.000,99.73
  48.000,99.82
  50.000,99.86
  66.000,99.91
  72.000,99.95
  80.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent

Full-Test WAIT Latency
Latency (<= msec),Percent
