1         Threads
32        Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets        1165.10          ---          ---     27.46000      4706.34 
Gets           0.00         0.00         0.00      0.00000         0.00 
Waits          0.00          ---          ---      0.00000          --- 
Totals      1165.10         0.00         0.00     27.46000      4706.34 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET      11.000         0.01
SET      12.000         0.02
SET      13.000         0.05
SET      14.000         0.12
SET      15.000         0.34
SET      16.000         0.79
SET      17.000         1.37
SET      18.000         2.11
SET      19.000         3.33
SET      20.000         5.81
SET      21.000        10.99
SET      22.000        18.80
SET      23.000        27.44
SET      24.000        35.82
SET      25.000        43.61
SET      26.000        50.58
SET      27.000        56.90
SET      28.000        62.95
SET      29.000        68.61
SET      30.000        73.88
SET      31.000        78.82
SET      32.000        83.22
SET      33.000        86.72
SET      34.000        89.59
SET      35.000        91.80
SET      36.000        93.49
SET      37.000        94.77
SET      38.000        95.86
SET      39.000        96.69
SET      40.000        97.25
SET      41.000        97.72
SET      42.000        98.13
SET      43.000        98.45
SET      44.000        98.72
SET      45.000        98.91
SET      46.000        99.09
SET      47.000        99.23
SET      48.000        99.35
SET      49.000        99.43
SET      50.000        99.49
SET      51.000        99.56
SET      52.000        99.62
SET      53.000        99.68
SET      54.000        99.73
SET      55.000        99.77
SET      56.000        99.81
SET      57.000        99.84
SET      58.000        99.86
SET      59.000        99.89
SET      60.000        99.89
SET      61.000        99.90
SET      62.000        99.91
SET      63.000        99.91
SET      65.000        99.91
SET      66.000        99.92
SET      67.000        99.92
SET      68.000        99.93
SET      69.000        99.93
SET      70.000        99.93
SET      71.000        99.93
SET      72.000        99.94
SET      74.000        99.94
SET      76.000        99.94
SET      77.000        99.94
SET      80.000        99.94
SET      87.000        99.95
SET      88.000        99.95
SET      89.000        99.95
SET      93.000        99.95
SET      95.000        99.95
SET      96.000        99.95
SET      97.000        99.96
SET      99.000        99.96
SET     110.000        99.96
SET     120.000        99.96
SET     130.000        99.98
SET     140.000        99.98
SET     150.000        99.99
SET     160.000       100.00
SET     170.000       100.00
---
---
