Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,37,0.026571,153047,0,0.000000,0,0,0,0,0.000000
1,38,0.026078,157181,0,0.000000,0,0,0,0,0.000000
2,35,0.029054,144775,0,0.000000,0,0,0,0,0.000000
3,36,0.027405,148913,0,0.000000,0,0,0,0,0.000000
4,34,0.029261,140637,0,0.000000,0,0,0,0,0.000000
5,36,0.027919,148910,0,0.000000,0,0,0,0,0.000000
6,36,0.028172,148910,0,0.000000,0,0,0,0,0.000000
7,35,0.028635,144779,0,0.000000,0,0,0,0,0.000000
8,34,0.029322,140636,0,0.000000,0,0,0,0,0.000000
9,36,0.027160,148918,0,0.000000,0,0,0,0,0.000000
10,37,0.027792,153046,0,0.000000,0,0,0,0,0.000000
11,35,0.028139,144778,0,0.000000,0,0,0,0,0.000000
12,36,0.027275,148908,0,0.000000,0,0,0,0,0.000000
13,35,0.028722,144771,0,0.000000,0,0,0,0,0.000000
14,38,0.027041,157182,0,0.000000,0,0,0,0,0.000000
15,34,0.029056,140638,0,0.000000,0,0,0,0,0.000000
16,35,0.027989,144770,0,0.000000,0,0,0,0,0.000000
17,36,0.028617,148907,0,0.000000,0,0,0,0,0.000000
18,33,0.030048,136503,0,0.000000,0,0,0,0,0.000000
19,35,0.028606,144777,0,0.000000,0,0,0,0,0.000000
20,38,0.026334,157182,0,0.000000,0,0,0,0,0.000000
21,34,0.029636,140637,0,0.000000,0,0,0,0,0.000000
22,34,0.029172,140637,0,0.000000,0,0,0,0,0.000000
23,35,0.028533,144773,0,0.000000,0,0,0,0,0.000000
24,35,0.028628,144772,0,0.000000,0,0,0,0,0.000000
25,35,0.028110,144775,0,0.000000,0,0,0,0,0.000000
26,37,0.027580,153045,0,0.000000,0,0,0,0,0.000000
27,35,0.028143,144771,0,0.000000,0,0,0,0,0.000000
28,33,0.030377,136499,0,0.000000,0,0,0,0,0.000000
29,37,0.027191,153043,0,0.000000,0,0,0,0,0.000000
30,33,0.030424,136503,0,0.000000,0,0,0,0,0.000000
31,36,0.027208,148907,0,0.000000,0,0,0,0,0.000000
32,34,0.029215,140638,0,0.000000,0,0,0,0,0.000000
33,34,0.030056,140639,0,0.000000,0,0,0,0,0.000000
34,36,0.027457,148907,0,0.000000,0,0,0,0,0.000000
35,37,0.027046,153053,0,0.000000,0,0,0,0,0.000000
36,34,0.029714,140638,0,0.000000,0,0,0,0,0.000000
37,33,0.029559,136504,0,0.000000,0,0,0,0,0.000000
38,35,0.028825,144770,0,0.000000,0,0,0,0,0.000000
39,32,0.031498,132366,0,0.000000,0,0,0,0,0.000000
40,37,0.027076,153040,0,0.000000,0,0,0,0,0.000000
41,33,0.030124,136497,0,0.000000,0,0,0,0,0.000000
42,37,0.027454,153050,0,0.000000,0,0,0,0,0.000000
43,36,0.027774,148908,0,0.000000,0,0,0,0,0.000000
44,36,0.027402,148907,0,0.000000,0,0,0,0,0.000000
45,36,0.027418,148909,0,0.000000,0,0,0,0,0.000000
46,37,0.027593,153051,0,0.000000,0,0,0,0,0.000000
47,35,0.028032,144772,0,0.000000,0,0,0,0,0.000000
48,36,0.028012,148909,0,0.000000,0,0,0,0,0.000000
49,33,0.029964,136501,0,0.000000,0,0,0,0,0.000000
50,38,0.026970,157179,0,0.000000,0,0,0,0,0.000000
51,36,0.027640,148909,0,0.000000,0,0,0,0,0.000000
52,33,0.030250,136497,0,0.000000,0,0,0,0,0.000000
53,38,0.026498,157179,0,0.000000,0,0,0,0,0.000000
54,35,0.028635,144772,0,0.000000,0,0,0,0,0.000000
55,35,0.028492,144780,0,0.000000,0,0,0,0,0.000000
56,38,0.026048,157180,0,0.000000,0,0,0,0,0.000000
57,35,0.028333,144776,0,0.000000,0,0,0,0,0.000000
58,35,0.028664,144774,0,0.000000,0,0,0,0,0.000000
59,37,0.027311,153047,0,0.000000,0,0,0,0,0.000000
60,41,0.024392,169594,0,0.000000,0,0,0,0,0.000000
61,38,0.025999,157186,0,0.000000,0,0,0,0,0.000000
62,36,0.027499,148906,0,0.000000,0,0,0,0,0.000000
63,37,0.027759,153047,0,0.000000,0,0,0,0,0.000000
64,33,0.029908,136507,0,0.000000,0,0,0,0,0.000000
65,35,0.028625,144771,0,0.000000,0,0,0,0,0.000000
66,36,0.027938,148909,0,0.000000,0,0,0,0,0.000000
67,34,0.028924,140638,0,0.000000,0,0,0,0,0.000000
68,35,0.029251,144768,0,0.000000,0,0,0,0,0.000000
69,52,0.018822,215093,0,0.000000,0,0,0,0,0.000000
70,1,0.023494,4136,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent

Full-Test SET Latency
Latency (<= msec),Percent
  11.000,0.12
  13.000,0.52
  14.000,0.72
  15.000,1.28
  16.000,1.72
  17.000,2.36
  18.000,2.96
  19.000,4.04
  20.000,6.16
  21.000,10.83
  22.000,18.03
  23.000,26.42
  24.000,34.57
  25.000,41.21
  26.000,47.16
  27.000,51.68
  28.000,56.31
  29.000,61.51
  30.000,66.15
  31.000,71.30
  32.000,75.62
  33.000,80.82
  34.000,85.57
  35.000,89.49
  36.000,92.13
  37.000,94.40
  38.000,95.84
  39.000,96.68
  40.000,97.32
  41.000,97.84
  42.000,98.24
  43.000,98.60
  44.000,98.88
  45.000,99.16
  46.000,99.40
  47.000,99.60
  48.000,99.72
  49.000,99.76
  53.000,99.88
  54.000,99.96
  81.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
