Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,25,0.039944,103410,0,0.000000,0,0,0,0,0.000000
1,34,0.029283,140638,0,0.000000,0,0,0,0,0.000000
2,36,0.027402,148910,0,0.000000,0,0,0,0,0.000000
3,35,0.028766,144772,0,0.000000,0,0,0,0,0.000000
4,35,0.028141,144780,0,0.000000,0,0,0,0,0.000000
5,35,0.028897,144770,0,0.000000,0,0,0,0,0.000000
6,37,0.026845,153047,0,0.000000,0,0,0,0,0.000000
7,41,0.024577,169596,0,0.000000,0,0,0,0,0.000000
8,38,0.026671,157185,0,0.000000,0,0,0,0,0.000000
9,39,0.025263,161324,0,0.000000,0,0,0,0,0.000000
10,35,0.028733,144774,0,0.000000,0,0,0,0,0.000000
11,38,0.026390,157188,0,0.000000,0,0,0,0,0.000000
12,37,0.026734,153044,0,0.000000,0,0,0,0,0.000000
13,33,0.029693,136498,0,0.000000,0,0,0,0,0.000000
14,37,0.027181,153045,0,0.000000,0,0,0,0,0.000000
15,37,0.027550,153048,0,0.000000,0,0,0,0,0.000000
16,33,0.030151,136499,0,0.000000,0,0,0,0,0.000000
17,37,0.026543,153042,0,0.000000,0,0,0,0,0.000000
18,36,0.028284,148913,0,0.000000,0,0,0,0,0.000000
19,35,0.028489,144776,0,0.000000,0,0,0,0,0.000000
20,38,0.026497,157182,0,0.000000,0,0,0,0,0.000000
21,42,0.023665,173728,0,0.000000,0,0,0,0,0.000000
22,40,0.025039,165455,0,0.000000,0,0,0,0,0.000000
23,35,0.028378,144774,0,0.000000,0,0,0,0,0.000000
24,37,0.027546,153044,0,0.000000,0,0,0,0,0.000000
25,37,0.026417,153047,0,0.000000,0,0,0,0,0.000000
26,34,0.029775,140637,0,0.000000,0,0,0,0,0.000000
27,38,0.026601,157178,0,0.000000,0,0,0,0,0.000000
28,34,0.029219,140636,0,0.000000,0,0,0,0,0.000000
29,35,0.028376,144770,0,0.000000,0,0,0,0,0.000000
30,34,0.029345,140640,0,0.000000,0,0,0,0,0.000000
31,37,0.027417,153044,0,0.000000,0,0,0,0,0.000000
32,34,0.029426,140638,0,0.000000,0,0,0,0,0.000000
33,34,0.029209,140638,0,0.000000,0,0,0,0,0.000000
34,34,0.029468,140640,0,0.000000,0,0,0,0,0.000000
35,35,0.028513,144778,0,0.000000,0,0,0,0,0.000000
36,37,0.026889,153044,0,0.000000,0,0,0,0,0.000000
37,34,0.029677,140640,0,0.000000,0,0,0,0,0.000000
38,34,0.028532,140633,0,0.000000,0,0,0,0,0.000000
39,36,0.028293,148908,0,0.000000,0,0,0,0,0.000000
40,34,0.029601,140635,0,0.000000,0,0,0,0,0.000000
41,37,0.026765,153048,0,0.000000,0,0,0,0,0.000000
42,34,0.029442,140635,0,0.000000,0,0,0,0,0.000000
43,35,0.028556,144769,0,0.000000,0,0,0,0,0.000000
44,32,0.031017,132367,0,0.000000,0,0,0,0,0.000000
45,37,0.027568,153047,0,0.000000,0,0,0,0,0.000000
46,40,0.024877,165454,0,0.000000,0,0,0,0,0.000000
47,41,0.024212,169592,0,0.000000,0,0,0,0,0.000000
48,34,0.028662,140637,0,0.000000,0,0,0,0,0.000000
49,34,0.030185,140633,0,0.000000,0,0,0,0,0.000000
50,34,0.029727,140638,0,0.000000,0,0,0,0,0.000000
51,35,0.028533,144771,0,0.000000,0,0,0,0,0.000000
52,34,0.028959,140635,0,0.000000,0,0,0,0,0.000000
53,33,0.029769,136497,0,0.000000,0,0,0,0,0.000000
54,35,0.028871,144777,0,0.000000,0,0,0,0,0.000000
55,36,0.027869,148909,0,0.000000,0,0,0,0,0.000000
56,34,0.029881,140641,0,0.000000,0,0,0,0,0.000000
