Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,26,0.038210,107546,0,0.000000,0,0,0,0,0.000000
1,33,0.029926,136502,0,0.000000,0,0,0,0,0.000000
2,37,0.027228,153046,0,0.000000,0,0,0,0,0.000000
3,36,0.027784,148909,0,0.000000,0,0,0,0,0.000000
4,35,0.028655,144779,0,0.000000,0,0,0,0,0.000000
5,35,0.028341,144772,0,0.000000,0,0,0,0,0.000000
6,36,0.027619,148909,0,0.000000,0,0,0,0,0.000000
7,40,0.024757,165460,0,0.000000,0,0,0,0,0.000000
8,35,0.028773,144775,0,0.000000,0,0,0,0,0.000000
9,41,0.024600,169598,0,0.000000,0,0,0,0,0.000000
10,34,0.029465,140637,0,0.000000,0,0,0,0,0.000000
11,39,0.025701,161324,0,0.000000,0,0,0,0,0.000000
12,39,0.025679,161316,0,0.000000,0,0,0,0,0.000000
13,34,0.028821,140636,0,0.000000,0,0,0,0,0.000000
14,36,0.027732,148909,0,0.000000,0,0,0,0,0.000000
15,37,0.027503,153048,0,0.000000,0,0,0,0,0.000000
16,35,0.028802,144769,0,0.000000,0,0,0,0,0.000000
17,37,0.026633,153044,0,0.000000,0,0,0,0,0.000000
18,33,0.030054,136504,0,0.000000,0,0,0,0,0.000000
19,36,0.028104,148912,0,0.000000,0,0,0,0,0.000000
20,37,0.027362,153046,0,0.000000,0,0,0,0,0.000000
21,43,0.022873,177864,0,0.000000,0,0,0,0,0.000000
22,40,0.025098,165455,0,0.000000,0,0,0,0,0.000000
23,36,0.027791,148911,0,0.000000,0,0,0,0,0.000000
24,37,0.026885,153045,0,0.000000,0,0,0,0,0.000000
25,37,0.026732,153046,0,0.000000,0,0,0,0,0.000000
26,34,0.029838,140634,0,0.000000,0,0,0,0,0.000000
27,37,0.027373,153044,0,0.000000,0,0,0,0,0.000000
28,34,0.028958,140637,0,0.000000,0,0,0,0,0.000000
29,34,0.029482,140633,0,0.000000,0,0,0,0,0.000000
30,35,0.028481,144776,0,0.000000,0,0,0,0,0.000000
31,36,0.027570,148908,0,0.000000,0,0,0,0,0.000000
32,33,0.030276,136502,0,0.000000,0,0,0,0,0.000000
33,33,0.030776,136501,0,0.000000,0,0,0,0,0.000000
34,34,0.029393,140640,0,0.000000,0,0,0,0,0.000000
35,34,0.029074,140640,0,0.000000,0,0,0,0,0.000000
36,37,0.027207,153046,0,0.000000,0,0,0,0,0.000000
37,34,0.029419,140641,0,0.000000,0,0,0,0,0.000000
38,36,0.028028,148904,0,0.000000,0,0,0,0,0.000000
39,35,0.028306,144773,0,0.000000,0,0,0,0,0.000000
40,35,0.028512,144770,0,0.000000,0,0,0,0,0.000000
41,37,0.027272,153049,0,0.000000,0,0,0,0,0.000000
42,33,0.030093,136498,0,0.000000,0,0,0,0,0.000000
43,36,0.027642,148906,0,0.000000,0,0,0,0,0.000000
44,34,0.029098,140640,0,0.000000,0,0,0,0,0.000000
45,36,0.028503,148910,0,0.000000,0,0,0,0,0.000000
46,40,0.024302,165454,0,0.000000,0,0,0,0,0.000000
47,41,0.024731,169592,0,0.000000,0,0,0,0,0.000000
48,35,0.027898,144773,0,0.000000,0,0,0,0,0.000000
49,36,0.028769,148906,0,0.000000,0,0,0,0,0.000000
50,35,0.028180,144775,0,0.000000,0,0,0,0,0.000000
51,35,0.028953,144772,0,0.000000,0,0,0,0,0.000000
52,34,0.029481,140632,0,0.000000,0,0,0,0,0.000000
53,33,0.029236,136500,0,0.000000,0,0,0,0,0.000000
54,34,0.030027,140640,0,0.000000,0,0,0,0,0.000000
55,34,0.029470,140634,0,0.000000,0,0,0,0,0.000000
56,33,0.030128,136506,0,0.000000,0,0,0,0,0.000000
57,37,0.026820,153046,0,0.000000,0,0,0,0,0.000000
58,36,0.028052,148910,0,0.000000,0,0,0,0,0.000000
59,33,0.029995,136503,0,0.000000,0,0,0,0,0.000000
60,33,0.030756,136503,0,0.000000,0,0,0,0,0.000000
61,36,0.027702,148912,0,0.000000,0,0,0,0,0.000000
62,35,0.028077,144769,0,0.000000,0,0,0,0,0.000000
63,35,0.028936,144774,0,0.000000,0,0,0,0,0.000000
64,36,0.028058,148916,0,0.000000,0,0,0,0,0.000000
65,34,0.029428,140636,0,0.000000,0,0,0,0,0.000000
66,36,0.027235,148907,0,0.000000,0,0,0,0,0.000000
67,36,0.027967,148913,0,0.000000,0,0,0,0,0.000000
68,35,0.029030,144767,0,0.000000,0,0,0,0,0.000000
69,33,0.029378,136500,0,0.000000,0,0,0,0,0.000000
70,1,0.041194,4137,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent

Full-Test SET Latency
Latency (<= msec),Percent
  12.000,0.20
  13.000,0.44
  14.000,0.64
  15.000,1.05
  16.000,1.21
  17.000,1.77
  18.000,2.33
  19.000,3.18
  20.000,4.62
  21.000,7.60
  22.000,13.23
  23.000,21.27
  24.000,30.32
  25.000,38.04
  26.000,45.07
  27.000,50.94
  28.000,56.17
  29.000,61.96
  30.000,67.15
  31.000,73.42
  32.000,78.21
  33.000,83.31
  34.000,87.01
  35.000,90.35
  36.000,92.72
  37.000,94.73
  38.000,96.06
  39.000,97.27
  40.000,97.91
  41.000,98.35
  42.000,98.63
  43.000,98.87
  44.000,99.24
  45.000,99.36
  47.000,99.44
  48.000,99.56
  49.000,99.72
  50.000,99.88
  53.000,99.92
  54.000,99.96
 170.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
