Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,0,0.000000,0,29,0.034398,120290,0,29,0,0.000000
1,0,0.000000,0,31,0.031084,120336,2,29,0,0.000000
2,0,0.000000,0,31,0.033426,128584,0,31,0,0.000000
3,0,0.000000,0,30,0.032759,120305,1,29,0,0.000000
4,0,0.000000,0,32,0.031168,132734,0,32,0,0.000000
5,0,0.000000,0,31,0.032252,128586,0,31,0,0.000000
6,0,0.000000,0,32,0.031737,128603,1,31,0,0.000000
7,0,0.000000,0,31,0.031683,128580,0,31,0,0.000000
8,0,0.000000,0,32,0.031754,132728,0,32,0,0.000000
9,0,0.000000,0,31,0.031765,128584,0,31,0,0.000000
10,0,0.000000,0,32,0.031236,132726,0,32,0,0.000000
11,0,0.000000,0,31,0.032385,128584,0,31,0,0.000000
12,0,0.000000,0,32,0.031224,132724,0,32,0,0.000000
13,0,0.000000,0,31,0.032698,124459,1,30,0,0.000000
14,0,0.000000,0,31,0.032087,128580,0,31,0,0.000000
15,0,0.000000,0,30,0.032887,124434,0,30,0,0.000000
16,0,0.000000,0,30,0.032756,124440,0,30,0,0.000000
17,0,0.000000,0,32,0.031902,132732,0,32,0,0.000000
18,0,0.000000,0,31,0.032635,128584,0,31,0,0.000000
19,0,0.000000,0,31,0.032258,124455,1,30,0,0.000000
20,0,0.000000,0,32,0.031255,128599,1,31,0,0.000000
21,0,0.000000,0,32,0.031237,128601,1,31,0,0.000000
22,0,0.000000,0,30,0.033010,124436,0,30,0,0.000000
23,0,0.000000,0,31,0.031986,124457,1,30,0,0.000000
24,0,0.000000,0,31,0.032396,128582,0,31,0,0.000000
25,0,0.000000,0,32,0.031670,132736,0,32,0,0.000000
26,0,0.000000,0,32,0.031282,128601,1,31,0,0.000000
27,0,0.000000,0,31,0.031660,128584,0,31,0,0.000000
28,0,0.000000,0,31,0.032704,128568,0,31,0,0.000000
29,0,0.000000,0,31,0.031756,124451,1,30,0,0.000000
30,0,0.000000,0,31,0.031994,128586,0,31,0,0.000000
31,0,0.000000,0,32,0.031575,132726,0,32,0,0.000000
32,0,0.000000,0,32,0.031647,132724,0,32,0,0.000000
33,0,0.000000,0,29,0.034123,120290,0,29,0,0.000000
34,0,0.000000,0,32,0.031820,128599,1,31,0,0.000000
35,0,0.000000,0,31,0.032037,128582,0,31,0,0.000000
36,0,0.000000,0,31,0.031679,124457,1,30,0,0.000000
37,0,0.000000,0,30,0.033342,124432,0,30,0,0.000000
38,0,0.000000,0,31,0.032452,128584,0,31,0,0.000000
39,0,0.000000,0,31,0.032247,128584,0,31,0,0.000000
40,0,0.000000,0,31,0.032669,128580,0,31,0,0.000000
41,0,0.000000,0,30,0.033344,124432,0,30,0,0.000000
42,0,0.000000,0,30,0.033197,124432,0,30,0,0.000000
43,0,0.000000,0,31,0.031917,124457,1,30,0,0.000000
44,0,0.000000,0,31,0.032196,128582,0,31,0,0.000000
45,0,0.000000,0,30,0.032773,124432,0,30,0,0.000000
46,0,0.000000,0,32,0.031228,128601,1,31,0,0.000000
47,0,0.000000,0,32,0.032237,132724,0,32,0,0.000000
48,0,0.000000,0,30,0.032354,124438,0,30,0,0.000000
49,0,0.000000,0,32,0.032252,128605,1,31,0,0.000000
50,0,0.000000,0,31,0.032320,128574,0,31,0,0.000000
51,0,0.000000,0,32,0.031065,132734,0,32,0,0.000000
52,0,0.000000,0,31,0.031790,120334,2,29,0,0.000000
53,0,0.000000,0,31,0.032200,128582,0,31,0,0.000000
54,0,0.000000,0,30,0.033415,124432,0,30,0,0.000000
55,0,0.000000,0,30,0.033303,124438,0,30,0,0.000000
56,0,0.000000,0,31,0.032787,124449,1,30,0,0.000000
57,0,0.000000,0,30,0.033216,124436,0,30,0,0.000000
58,0,0.000000,0,31,0.032454,128582,0,31,0,0.000000
59,0,0.000000,0,30,0.033118,124434,0,30,0,0.000000
60,0,0.000000,0,30,0.033424,124438,0,30,0,0.000000
61,0,0.000000,0,32,0.030707,128605,1,31,0,0.000000
62,0,0.000000,0,32,0.031666,128599,1,31,0,0.000000
63,0,0.000000,0,31,0.031808,128582,0,31,0,0.000000
64,0,0.000000,0,32,0.031835,128607,1,31,0,0.000000
65,0,0.000000,0,31,0.031164,124459,1,30,0,0.000000
66,0,0.000000,0,32,0.031683,128607,1,31,0,0.000000
67,0,0.000000,0,32,0.031385,132728,0,32,0,0.000000
68,0,0.000000,0,31,0.032154,128580,0,31,0,0.000000
69,0,0.000000,0,31,0.032336,128580,0,31,0,0.000000
70,0,0.000000,0,1,0.029717,4148,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   8.900,0.05
  10.000,0.09
  11.000,0.14
  16.000,0.23
  17.000,0.46
  18.000,0.55
  19.000,0.78
  20.000,1.20
  21.000,1.61
  22.000,1.98
  23.000,2.21
  24.000,2.76
  25.000,3.72
  26.000,6.44
  27.000,9.06
  28.000,14.07
  29.000,21.61
  30.000,32.32
  31.000,49.06
  32.000,64.69
  33.000,71.91
  34.000,76.78
  35.000,81.89
  36.000,85.66
  37.000,89.15
  38.000,91.86
  39.000,93.43
  40.000,94.44
  41.000,95.72
  42.000,96.51
  43.000,97.56
  44.000,98.39
  45.000,98.85
  46.000,99.17
  47.000,99.59
  48.000,99.68
  49.000,99.72
  50.000,99.86
  52.000,99.91
  55.000,99.95
  73.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent

Full-Test WAIT Latency
Latency (<= msec),Percent
