Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,278,0.003589,1149923,0,0.000000,0,0,0,0,0.000000
1,264,0.003776,1092015,0,0.000000,0,0,0,0,0.000000
2,268,0.003714,1108551,0,0.000000,0,0,0,0,0.000000
3,267,0.003732,1104401,0,0.000000,0,0,0,0,0.000000
4,264,0.003815,1092019,0,0.000000,0,0,0,0,0.000000
5,256,0.003906,1058904,0,0.000000,0,0,0,0,0.000000
6,272,0.003660,1125089,0,0.000000,0,0,0,0,0.000000
7,258,0.003883,1067190,0,0.000000,0,0,0,0,0.000000
8,250,0.003988,1034099,0,0.000000,0,0,0,0,0.000000
9,264,0.003787,1092010,0,0.000000,0,0,0,0,0.000000
10,254,0.003919,1050633,0,0.000000,0,0,0,0,0.000000
11,263,0.003807,1087859,0,0.000000,0,0,0,0,0.000000
12,256,0.003892,1058925,0,0.000000,0,0,0,0,0.000000
13,260,0.003858,1075475,0,0.000000,0,0,0,0,0.000000
14,263,0.003786,1087870,0,0.000000,0,0,0,0,0.000000
15,259,0.003868,1071322,0,0.000000,0,0,0,0,0.000000
16,267,0.003740,1104415,0,0.000000,0,0,0,0,0.000000
17,266,0.003748,1100272,0,0.000000,0,0,0,0,0.000000
18,260,0.003844,1075469,0,0.000000,0,0,0,0,0.000000
19,255,0.003913,1054791,0,0.000000,0,0,0,0,0.000000
20,266,0.003763,1100276,0,0.000000,0,0,0,0,0.000000
21,255,0.003914,1054792,0,0.000000,0,0,0,0,0.000000
22,261,0.003800,1079605,0,0.000000,0,0,0,0,0.000000
23,258,0.003901,1067186,0,0.000000,0,0,0,0,0.000000
24,267,0.003739,1104412,0,0.000000,0,0,0,0,0.000000
25,248,0.004029,1025842,0,0.000000,0,0,0,0,0.000000
26,261,0.003829,1079592,0,0.000000,0,0,0,0,0.000000
27,244,0.004082,1009277,0,0.000000,0,0,0,0,0.000000
28,267,0.003754,1104429,0,0.000000,0,0,0,0,0.000000
29,261,0.003829,1079603,0,0.000000,0,0,0,0,0.000000
30,262,0.003804,1083740,0,0.000000,0,0,0,0,0.000000
31,257,0.003678,1063060,0,0.000000,0,0,0,0,0.000000
32,266,0.003962,1100271,0,0.000000,0,0,0,0,0.000000
33,247,0.004030,1021686,0,0.000000,0,0,0,0,0.000000
34,256,0.003918,1058925,0,0.000000,0,0,0,0,0.000000
35,247,0.004034,1021677,0,0.000000,0,0,0,0,0.000000
36,267,0.003745,1104422,0,0.000000,0,0,0,0,0.000000
37,250,0.003993,1034096,0,0.000000,0,0,0,0,0.000000
38,247,0.004057,1021694,0,0.000000,0,0,0,0,0.000000
39,260,0.003841,1075446,0,0.000000,0,0,0,0,0.000000
40,258,0.003854,1067204,0,0.000000,0,0,0,0,0.000000
41,252,0.003981,1042369,0,0.000000,0,0,0,0,0.000000
42,258,0.003870,1067190,0,0.000000,0,0,0,0,0.000000
43,270,0.003690,1116813,0,0.000000,0,0,0,0,0.000000
44,294,0.003392,1216092,0,0.000000,0,0,0,0,0.000000
45,260,0.003860,1075469,0,0.000000,0,0,0,0,0.000000
46,275,0.003622,1137506,0,0.000000,0,0,0,0,0.000000
47,259,0.003867,1071340,0,0.000000,0,0,0,0,0.000000
48,274,0.003649,1133357,0,0.000000,0,0,0,0,0.000000
49,250,0.003998,1034091,0,0.000000,0,0,0,0,0.000000
50,247,0.004030,1021696,0,0.000000,0,0,0,0,0.000000
51,258,0.003877,1067191,0,0.000000,0,0,0,0,0.000000
52,261,0.003831,1079587,0,0.000000,0,0,0,0,0.000000
53,254,0.003936,1050649,0,0.000000,0,0,0,0,0.000000
54,268,0.003709,1108535,0,0.000000,0,0,0,0,0.000000
55,275,0.003650,1137484,0,0.000000,0,0,0,0,0.000000
56,258,0.003854,1067186,0,0.000000,0,0,0,0,0.000000
57,258,0.003887,1067201,0,0.000000,0,0,0,0,0.000000
58,270,0.003703,1116833,0,0.000000,0,0,0,0,0.000000
59,268,0.003728,1108567,0,0.000000,0,0,0,0,0.000000
60,270,0.003686,1116814,0,0.000000,0,0,0,0,0.000000
61,263,0.003805,1087880,0,0.000000,0,0,0,0,0.000000
62,257,0.003876,1063066,0,0.000000,0,0,0,0,0.000000
63,259,0.003859,1071329,0,0.000000,0,0,0,0,0.000000
64,263,0.003812,1087860,0,0.000000,0,0,0,0,0.000000
65,252,0.003966,1042384,0,0.000000,0,0,0,0,0.000000
66,267,0.003736,1104405,0,0.000000,0,0,0,0,0.000000
67,261,0.003809,1079597,0,0.000000,0,0,0,0,0.000000
68,258,0.003872,1067186,0,0.000000,0,0,0,0,0.000000
69,257,0.003882,1063054,0,0.000000,0,0,0,0,0.000000
70,270,0.003726,1116831,0,0.000000,0,0,0,0,0.000000
71,257,0.003889,1063063,0,0.000000,0,0,0,0,0.000000
72,243,0.004099,1005130,0,0.000000,0,0,0,0,0.000000
73,263,0.003805,1087889,0,0.000000,0,0,0,0,0.000000
74,259,0.003856,1071322,0,0.000000,0,0,0,0,0.000000
75,258,0.003858,1067184,0,0.000000,0,0,0,0,0.000000
76,263,0.003792,1087851,0,0.000000,0,0,0,0,0.000000
77,251,0.004004,1038227,0,0.000000,0,0,0,0,0.000000
78,260,0.003825,1075457,0,0.000000,0,0,0,0,0.000000
79,250,0.003982,1034099,0,0.000000,0,0,0,0,0.000000
80,251,0.003991,1038237,0,0.000000,0,0,0,0,0.000000
81,256,0.003916,1058912,0,0.000000,0,0,0,0,0.000000
82,240,0.004171,992712,0,0.000000,0,0,0,0,0.000000
83,164,0.006095,678367,0,0.000000,0,0,0,0,0.000000
84,250,0.003995,1034111,0,0.000000,0,0,0,0,0.000000
