Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,40,0.009459,165460,40,0.015500,2946622,8,712,0,0.000000
1,44,0.009250,182002,43,0.013391,3170062,8,766,0,0.000000
2,46,0.010188,190278,46,0.011866,3381178,11,817,0,0.000000
3,42,0.010541,173729,42,0.013063,3107923,5,751,0,0.000000
4,42,0.010610,173730,42,0.013012,3087352,10,746,0,0.000000
5,49,0.009306,202681,49,0.011179,3625222,6,876,0,0.000000
6,43,0.010847,177864,43,0.012642,3186572,4,770,0,0.000000
7,44,0.009555,182001,44,0.013129,3232185,11,781,0,0.000000
8,42,0.010207,173728,43,0.012697,3178311,6,768,0,0.000000
9,43,0.011014,177865,42,0.012949,3095598,8,748,0,0.000000
10,45,0.011001,186139,45,0.011117,3323167,7,803,0,0.000000
11,42,0.010292,173731,43,0.013118,3165973,9,765,0,0.000000
12,45,0.009492,186143,45,0.012693,3323179,7,803,0,0.000000
13,40,0.011890,165454,40,0.013191,2950753,7,713,0,0.000000
14,43,0.009619,177867,43,0.013502,3186552,4,770,0,0.000000
15,42,0.009763,173731,42,0.013727,3116213,3,753,0,0.000000
16,39,0.011545,161318,38,0.014784,2810007,5,679,0,0.000000
17,40,0.010260,165454,40,0.014923,2930114,12,708,0,0.000000
18,39,0.012324,161316,39,0.012833,2884465,5,697,0,0.000000
19,42,0.010379,173733,42,0.013610,3095578,8,748,0,0.000000
20,43,0.009450,177858,44,0.013594,3232195,11,781,0,0.000000
21,43,0.011309,177859,43,0.011801,3178316,6,768,0,0.000000
22,43,0.010081,177862,42,0.013466,3103846,6,750,0,0.000000
23,40,0.010160,165453,41,0.014571,3029393,6,732,0,0.000000
24,43,0.010297,177868,43,0.012887,3170070,8,766,0,0.000000
25,43,0.010676,177866,43,0.012583,3170075,8,766,0,0.000000
26,43,0.011257,177858,42,0.012400,3079081,12,744,0,0.000000
27,43,0.009787,177865,44,0.012975,3256925,5,787,0,0.000000
28,43,0.011737,177861,43,0.011512,3170074,8,766,0,0.000000
29,41,0.011029,169595,40,0.012560,2954860,6,714,0,0.000000
30,37,0.012023,153039,38,0.015831,2814060,4,680,0,0.000000
31,42,0.010899,173730,41,0.013118,3045840,2,736,0,0.000000
32,43,0.009872,177859,44,0.013097,3265207,3,789,0,0.000000
33,40,0.010597,165455,39,0.014528,2872100,8,694,0,0.000000
34,43,0.009901,177860,43,0.013586,3190673,3,771,0,0.000000
35,42,0.009587,173732,43,0.013788,3186578,4,770,0,0.000000
36,42,0.010744,173727,41,0.013366,3012830,10,728,0,0.000000
37,44,0.010940,182005,44,0.011927,3240425,9,783,0,0.000000
38,41,0.010440,169592,41,0.013761,3029354,6,732,0,0.000000
39,42,0.010376,173725,43,0.013232,3178310,6,768,0,0.000000
40,43,0.010983,177864,42,0.012509,3107969,5,751,0,0.000000
41,43,0.009508,177863,43,0.013506,3178330,6,768,0,0.000000
42,45,0.010594,186132,45,0.011748,3290153,15,795,0,0.000000
43,39,0.009542,161315,40,0.015742,2954852,6,714,0,0.000000
44,47,0.009233,194412,47,0.012159,3476286,6,840,0,0.000000
45,43,0.009991,177866,43,0.013025,3178334,6,768,0,0.000000
46,41,0.010650,169600,41,0.013775,3041665,3,735,0,0.000000
47,43,0.009827,177864,42,0.013689,3120332,2,754,0,0.000000
48,38,0.010477,157185,38,0.015926,2822358,2,682,0,0.000000
49,46,0.009556,190272,46,0.012228,3393532,8,820,0,0.000000
50,41,0.010669,169594,41,0.013536,3029334,6,732,0,0.000000
51,44,0.009348,182005,45,0.013081,3319034,8,802,0,0.000000
52,42,0.009993,173725,42,0.013832,3079056,12,744,0,0.000000
53,40,0.011356,165458,40,0.013811,2963072,4,716,0,0.000000
54,43,0.008709,177865,42,0.014635,3099709,7,749,0,0.000000
55,38,0.010832,157188,39,0.015092,2859711,11,691,0,0.000000
56,43,0.010746,177867,42,0.012648,3112044,4,752,0,0.000000
57,42,0.009842,173725,42,0.014218,3103844,6,750,0,0.000000
58,44,0.009057,182000,45,0.013206,3327296,6,804,0,0.000000
59,43,0.010039,177869,43,0.013219,3182423,5,769,0,0.000000
60,42,0.009464,173728,41,0.014626,3021094,8,730,0,0.000000
61,43,0.010244,177862,44,0.012698,3256957,5,787,0,0.000000
62,44,0.009932,181999,43,0.013236,3190703,3,771,0,0.000000
63,42,0.010383,173734,42,0.013242,3107963,5,751,0,0.000000
64,36,0.010795,148910,37,0.013248,2727255,7,659,0,0.000000
65,1,0.300805,4136,0,0.000000,0,0,0,0,0.000000
66,30,0.018971,124095,30,0.041827,2226450,2,538,0,0.000000
67,39,0.012343,161317,40,0.012850,2958971,5,715,0,0.000000
68,43,0.011826,177868,42,0.011670,3099675,7,749,0,0.000000
69,43,0.010523,177870,43,0.012716,3190721,3,771,0,0.000000
70,0,0.000000,0,1,0.016020,74492,0,18,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   2.400,0.03
   2.800,0.10
   2.900,0.21
   3.000,0.38
   3.100,0.65
   3.200,0.76
   3.300,0.96
   3.400,1.34
   3.500,1.76
   3.600,2.03
   3.700,2.27
   3.800,2.51
   3.900,3.10
   4.000,3.51
   4.100,3.93
   4.200,4.68
   4.300,5.27
   4.400,5.82
   4.500,6.06
   4.600,6.68
   4.700,7.20
   4.800,7.54
   4.900,8.02
   5.000,8.51
   5.100,8.95
   5.200,9.40
   5.300,9.85
   5.400,10.26
   5.500,10.57
   5.600,11.02
   5.700,11.60
   5.800,11.88
   5.900,12.22
   6.000,12.43
   6.100,12.88
   6.200,13.09
   6.300,13.50
   6.400,13.84
   6.500,14.19
   6.600,14.36
   6.700,14.98
   6.800,15.56
   6.900,15.94
   7.000,16.36
   7.100,16.70
   7.200,17.05
   7.300,17.53
   7.400,18.04
   7.500,18.42
   7.600,18.73
   7.700,19.04
   7.800,19.63
   7.900,20.14
   8.000,20.76
   8.100,21.14
   8.200,21.76
   8.300,22.42
   8.400,23.11
   8.500,23.55
   8.600,24.04
   8.700,24.62
   8.800,25.38
   8.900,25.86
   9.000,26.27
   9.100,26.55
   9.200,27.17
   9.300,27.69
   9.400,28.13
   9.500,28.72
   9.600,29.24
   9.700,29.61
   9.800,29.86
   9.900,30.51
  10.000,32.82
  11.000,37.60
  12.000,44.18
  13.000,48.83
  14.000,53.34
  15.000,61.36
  16.000,76.86
  17.000,85.67
  18.000,89.63
  19.000,92.05
  20.000,93.97
  21.000,95.08
  22.000,95.63
  23.000,96.21
  24.000,96.80
  25.000,97.35
  26.000,97.76
  27.000,98.21
  28.000,98.66
  29.000,98.83
  30.000,98.93
  31.000,99.04
  32.000,99.17
  33.000,99.28
  34.000,99.38
  35.000,99.41
  39.000,99.45
  41.000,99.48
  51.000,99.52
  53.000,99.55
  55.000,99.59
  56.000,99.62
  57.000,99.66
  58.000,99.69
  59.000,99.79
  60.000,99.86
  67.000,99.93
  74.000,99.97
 910.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent
   2.100,0.21
   2.200,0.52
   2.300,1.00
   2.400,1.34
   2.500,1.93
   2.600,2.62
   2.700,3.34
   2.800,4.17
   2.900,5.13
   3.000,6.03
   3.100,6.85
   3.200,7.75
   3.300,8.85
   3.400,9.95
   3.500,10.98
   3.600,11.85
   3.700,12.50
   3.800,13.46
   3.900,14.26
   4.000,15.05
   4.100,15.60
   4.200,16.49
   4.300,17.01
   4.400,17.63
   4.500,18.18
   4.600,18.73
   4.700,19.18
   4.800,19.52
   4.900,20.14
   5.000,20.70
   5.100,21.07
   5.200,21.69
   5.300,22.18
   5.400,22.66
   5.500,23.00
   5.600,23.38
   5.700,23.76
   5.800,24.28
   5.900,24.52
   6.000,24.97
   6.100,25.59
   6.200,26.03
   6.300,26.34
   6.400,26.86
   6.500,27.10
   6.600,27.58
   6.700,27.93
   6.800,28.41
   6.900,28.99
   7.000,29.75
   7.100,30.37
   7.200,31.23
   7.300,31.96
   7.400,32.85
   7.500,33.44
   7.600,34.02
   7.700,34.54
   7.800,35.09
   7.900,35.71
   8.000,36.19
   8.100,36.71
   8.200,37.40
   8.300,38.02
   8.400,38.46
   8.500,38.98
   8.600,39.53
   8.700,39.91
   8.800,40.36
   8.900,40.81
   9.000,41.32
   9.100,41.80
   9.200,42.46
   9.300,42.91
   9.400,43.35
   9.500,43.80
   9.600,44.21
   9.700,44.80
   9.800,45.42
   9.900,45.90
  10.000,48.59
  11.000,54.89
  12.000,60.02
  13.000,65.50
  14.000,76.00
  15.000,89.88
  16.000,95.08
  17.000,96.52
  18.000,97.38
  19.000,98.17
  20.000,98.55
  21.000,98.79
  22.000,98.97
  23.000,99.07
  24.000,99.14
  25.000,99.24
  26.000,99.28
  27.000,99.45
  28.000,99.55
  29.000,99.66
  30.000,99.79
  45.000,99.83
  62.000,99.86
  97.000,99.90
 100.000,99.93
 240.000,99.97
 300.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
