1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          79.09          ---          ---     11.08400       319.49 
Gets          79.08      1411.13        12.27     14.18700      5703.02 
Waits          0.00          ---          ---      0.00000          --- 
Totals       158.17      1411.13        12.27     12.63600      6022.51 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.800         0.07
SET       1.900         0.23
SET       2.000         0.45
SET       2.100         0.70
SET       2.200         1.05
SET       2.300         1.68
SET       2.400         2.33
SET       2.500         3.20
SET       2.600         4.24
SET       2.700         5.22
SET       2.800         5.73
SET       2.900         6.54
SET       3.000         7.19
SET       3.100         8.07
SET       3.200         8.89
SET       3.300         9.55
SET       3.400        10.24
SET       3.500        11.03
SET       3.600        11.59
SET       3.700        12.26
SET       3.800        12.70
SET       3.900        13.06
SET       4.000        13.53
SET       4.100        14.01
SET       4.200        14.27
SET       4.300        14.74
SET       4.400        15.24
SET       4.500        15.86
SET       4.600        16.22
SET       4.700        16.67
SET       4.800        17.05
SET       4.900        17.41
SET       5.000        17.84
SET       5.100        18.20
SET       5.200        18.73
SET       5.300        19.09
SET       5.400        19.41
SET       5.500        19.67
SET       5.600        20.08
SET       5.700        20.37
SET       5.800        20.77
SET       5.900        21.04
SET       6.000        21.42
SET       6.100        21.78
SET       6.200        22.27
SET       6.300        22.59
SET       6.400        23.01
SET       6.500        23.44
SET       6.600        23.80
SET       6.700        24.16
SET       6.800        24.51
SET       6.900        25.07
SET       7.000        25.41
SET       7.100        25.79
SET       7.200        26.39
SET       7.300        26.91
SET       7.400        27.27
SET       7.500        27.79
SET       7.600        28.30
SET       7.700        28.75
SET       7.800        29.46
SET       7.900        29.89
SET       8.000        30.59
SET       8.100        31.15
SET       8.200        31.84
SET       8.300        32.58
SET       8.400        33.10
SET       8.500        33.81
SET       8.600        34.35
SET       8.700        34.80
SET       8.800        35.45
SET       8.900        36.14
SET       9.000        36.66
SET       9.100        37.15
SET       9.200        37.78
SET       9.300        38.41
SET       9.400        38.90
SET       9.500        39.34
SET       9.600        39.90
SET       9.700        40.46
SET       9.800        40.96
SET       9.900        41.57
SET      10.000        44.90
SET      11.000        50.23
SET      12.000        55.91
SET      13.000        61.30
SET      14.000        71.77
SET      15.000        87.09
SET      16.000        93.82
SET      17.000        96.12
SET      18.000        97.06
SET      19.000        97.87
SET      20.000        98.30
SET      21.000        98.68
SET      22.000        98.83
SET      23.000        98.90
SET      24.000        99.04
SET      25.000        99.17
SET      26.000        99.22
SET      27.000        99.44
SET      28.000        99.51
SET      29.000        99.66
SET      30.000        99.82
SET      31.000        99.86
SET      32.000        99.87
SET      33.000        99.89
SET      34.000        99.91
SET      95.000        99.93
SET     100.000        99.95
SET     300.000        99.98
SET     870.000       100.00
---
GET       2.200         0.04
GET       2.500         0.07
GET       2.600         0.11
GET       2.700         0.18
GET       2.800         0.29
GET       2.900         0.47
GET       3.000         0.69
GET       3.100         0.89
GET       3.200         1.03
GET       3.300         1.30
GET       3.400         1.59
GET       3.500         1.91
GET       3.600         2.26
GET       3.700         2.78
GET       3.800         3.14
GET       3.900         3.58
GET       4.000         4.08
GET       4.100         4.46
GET       4.200         4.93
GET       4.300         5.29
GET       4.400         5.55
GET       4.500         6.07
GET       4.600         6.58
GET       4.700         7.08
GET       4.800         7.46
GET       4.900         7.89
GET       5.000         8.20
GET       5.100         8.47
GET       5.200         8.85
GET       5.300         9.12
GET       5.400         9.45
GET       5.500         9.70
GET       5.600        10.03
GET       5.700        10.42
GET       5.800        10.66
GET       5.900        10.91
GET       6.000        11.18
GET       6.100        11.47
GET       6.200        11.72
GET       6.300        11.98
GET       6.400        12.14
GET       6.500        12.34
GET       6.600        12.52
GET       6.700        12.77
GET       6.800        13.06
GET       6.900        13.40
GET       7.000        13.73
GET       7.100        13.95
GET       7.200        14.22
GET       7.300        14.56
GET       7.400        14.92
GET       7.500        15.34
GET       7.600        15.73
GET       7.700        16.09
GET       7.800        16.33
GET       7.900        16.74
GET       8.000        17.29
GET       8.100        17.58
GET       8.200        17.83
GET       8.300        18.15
GET       8.400        18.57
GET       8.500        18.95
GET       8.600        19.33
GET       8.700        19.74
GET       8.800        20.09
GET       8.900        20.63
GET       9.000        20.95
GET       9.100        21.44
GET       9.200        21.89
GET       9.300        22.38
GET       9.400        22.72
GET       9.500        23.12
GET       9.600        23.41
GET       9.700        23.90
GET       9.800        24.33
GET       9.900        24.71
GET      10.000        27.24
GET      11.000        32.12
GET      12.000        37.55
GET      13.000        41.98
GET      14.000        46.69
GET      15.000        56.45
GET      16.000        73.05
GET      17.000        82.57
GET      18.000        86.74
GET      19.000        89.40
GET      20.000        91.55
GET      21.000        93.10
GET      22.000        94.51
GET      23.000        95.14
GET      24.000        95.95
GET      25.000        96.66
GET      26.000        97.43
GET      27.000        97.87
GET      28.000        98.27
GET      29.000        98.57
GET      30.000        98.74
GET      31.000        99.10
GET      32.000        99.28
GET      33.000        99.42
GET      34.000        99.48
GET      35.000        99.51
GET      36.000        99.55
GET      37.000        99.57
GET      39.000        99.58
GET      43.000        99.60
GET      47.000        99.64
GET      51.000        99.66
GET      53.000        99.69
GET      56.000        99.71
GET      58.000        99.73
GET      59.000        99.78
GET      60.000        99.82
GET      61.000        99.84
GET      62.000        99.86
GET      67.000        99.89
GET      79.000        99.91
GET      94.000        99.93
GET     110.000        99.95
GET     260.000        99.98
GET     880.000       100.00
---
