1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          79.25          ---          ---     10.76000       320.14 
Gets          79.24      1415.12        11.20     14.46100      5719.14 
Waits          0.00          ---          ---      0.00000          --- 
Totals       158.49      1415.12        11.20     12.61000      6039.29 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.700         0.05
SET       1.800         0.07
SET       1.900         0.23
SET       2.000         0.47
SET       2.100         0.70
SET       2.200         1.14
SET       2.300         1.62
SET       2.400         2.43
SET       2.500         3.10
SET       2.600         3.97
SET       2.700         4.92
SET       2.800         5.84
SET       2.900         6.87
SET       3.000         7.68
SET       3.100         8.38
SET       3.200         8.94
SET       3.300         9.64
SET       3.400        10.38
SET       3.500        10.92
SET       3.600        11.41
SET       3.700        11.95
SET       3.800        12.45
SET       3.900        12.92
SET       4.000        13.39
SET       4.100        14.15
SET       4.200        14.62
SET       4.300        15.12
SET       4.400        15.57
SET       4.500        15.90
SET       4.600        16.35
SET       4.700        16.69
SET       4.800        17.14
SET       4.900        17.61
SET       5.000        18.17
SET       5.100        18.53
SET       5.200        18.94
SET       5.300        19.39
SET       5.400        19.75
SET       5.500        20.39
SET       5.600        20.76
SET       5.700        21.21
SET       5.800        21.81
SET       5.900        22.17
SET       6.000        22.64
SET       6.100        23.02
SET       6.200        23.50
SET       6.300        23.90
SET       6.400        24.44
SET       6.500        24.93
SET       6.600        25.43
SET       6.700        25.87
SET       6.800        26.44
SET       6.900        26.98
SET       7.000        27.36
SET       7.100        27.74
SET       7.200        28.35
SET       7.300        28.68
SET       7.400        29.38
SET       7.500        29.79
SET       7.600        30.32
SET       7.700        30.91
SET       7.800        31.40
SET       7.900        32.03
SET       8.000        32.86
SET       8.100        33.56
SET       8.200        34.07
SET       8.300        34.84
SET       8.400        35.67
SET       8.500        36.23
SET       8.600        36.81
SET       8.700        37.45
SET       8.800        38.07
SET       8.900        38.75
SET       9.000        39.33
SET       9.100        40.03
SET       9.200        40.61
SET       9.300        41.24
SET       9.400        41.94
SET       9.500        42.48
SET       9.600        43.31
SET       9.700        43.85
SET       9.800        44.56
SET       9.900        44.97
SET      10.000        47.93
SET      11.000        52.83
SET      12.000        57.52
SET      13.000        63.09
SET      14.000        72.73
SET      15.000        87.44
SET      16.000        93.73
SET      17.000        95.33
SET      18.000        96.40
SET      19.000        97.48
SET      20.000        98.09
SET      21.000        98.38
SET      22.000        98.58
SET      23.000        98.74
SET      24.000        98.83
SET      25.000        98.97
SET      26.000        99.17
SET      27.000        99.22
SET      28.000        99.33
SET      29.000        99.44
SET      30.000        99.66
SET      31.000        99.69
SET      32.000        99.71
SET      34.000        99.73
SET      35.000        99.75
SET      36.000        99.77
SET      39.000        99.78
SET      40.000        99.80
SET      46.000        99.82
SET      47.000        99.84
SET      49.000        99.86
SET      50.000        99.89
SET      81.000        99.91
SET      82.000        99.95
SET      89.000        99.98
SET     250.000       100.00
---
GET       2.500         0.02
GET       2.600         0.07
GET       2.700         0.14
GET       2.800         0.22
GET       2.900         0.36
GET       3.000         0.54
GET       3.100         0.67
GET       3.200         0.88
GET       3.300         1.17
