1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          80.55          ---          ---     11.49900       325.39 
Gets          80.54      1438.35        11.36     13.30900      5813.02 
Waits          0.00          ---          ---      0.00000          --- 
Totals       161.09      1438.35        11.36     12.40400      6138.41 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.700         0.02
SET       1.800         0.07
SET       1.900         0.14
SET       2.000         0.25
SET       2.100         0.41
SET       2.200         0.69
SET       2.300         0.90
SET       2.400         1.29
SET       2.500         1.67
SET       2.600         2.11
SET       2.700         2.71
SET       2.800         3.58
SET       2.900         4.24
SET       3.000         4.75
SET       3.100         5.27
SET       3.200         5.82
SET       3.300         6.37
SET       3.400         7.06
SET       3.500         7.66
SET       3.600         8.18
SET       3.700         8.76
SET       3.800         9.36
SET       3.900         9.90
SET       4.000        10.36
SET       4.100        10.73
SET       4.200        11.26
SET       4.300        11.72
SET       4.400        12.08
SET       4.500        12.57
SET       4.600        12.89
SET       4.700        13.46
SET       4.800        13.92
SET       4.900        14.38
SET       5.000        14.63
SET       5.100        14.95
SET       5.200        15.45
SET       5.300        15.91
SET       5.400        16.37
SET       5.500        16.85
SET       5.600        17.34
SET       5.700        17.86
SET       5.800        18.23
SET       5.900        18.64
SET       6.000        19.19
SET       6.100        19.70
SET       6.200        20.22
SET       6.300        20.66
SET       6.400        21.23
SET       6.500        21.76
SET       6.600        22.61
SET       6.700        23.11
SET       6.800        23.67
SET       6.900        24.37
SET       7.000        25.04
SET       7.100        25.80
SET       7.200        26.55
SET       7.300        27.36
SET       7.400        28.07
SET       7.500        28.96
SET       7.600        29.60
SET       7.700        30.68
SET       7.800        31.62
SET       7.900        32.24
SET       8.000        33.34
SET       8.100        34.28
SET       8.200        35.24
SET       8.300        36.25
SET       8.400        37.33
SET       8.500        38.15
SET       8.600        39.10
SET       8.700        39.88
SET       8.800        40.70
SET       8.900        41.46
SET       9.000        42.22
SET       9.100        42.90
SET       9.200        43.66
SET       9.300        44.64
SET       9.400        45.19
SET       9.500        45.66
SET       9.600        46.25
SET       9.700        46.71
SET       9.800        47.24
SET       9.900        47.69
SET      10.000        50.75
SET      11.000        55.49
SET      12.000        59.76
SET      13.000        64.39
SET      14.000        70.37
SET      15.000        78.68
SET      16.000        84.23
SET      17.000        86.97
SET      18.000        88.76
SET      19.000        90.12
SET      20.000        91.26
SET      21.000        92.55
SET      22.000        93.99
SET      23.000        94.73
SET      24.000        95.21
SET      25.000        95.80
SET      26.000        96.47
SET      27.000        97.13
SET      28.000        97.48
SET      29.000        97.96
SET      30.000        98.87
SET      31.000        99.45
SET      32.000        99.57
SET      33.000        99.66
SET      34.000        99.73
SET      35.000        99.84
SET      36.000        99.93
SET      37.000        99.95
SET      38.000        99.98
SET      41.000       100.00
---
GET       2.000         0.07
GET       2.200         0.11
GET       2.300         0.25
GET       2.400         0.37
GET       2.500         0.66
GET       2.600         0.92
GET       2.700         1.26
GET       2.800         1.63
GET       2.900         2.29
GET       3.000         2.78
GET       3.100         3.33
GET       3.200         4.11
GET       3.300         4.90
GET       3.400         5.82
GET       3.500         6.62
GET       3.600         7.64
GET       3.700         8.55
GET       3.800         9.29
GET       3.900        10.09
GET       4.000        10.78
GET       4.100        11.46
GET       4.200        12.11
GET       4.300        12.89
GET       4.400        13.62
GET       4.500        14.21
GET       4.600        15.06
GET       4.700        15.63
GET       4.800        16.28
GET       4.900        16.96
GET       5.000        17.61
GET       5.100        18.27
GET       5.200        18.98
GET       5.300        19.60
GET       5.400        20.22
GET       5.500        20.86
GET       5.600        21.51
GET       5.700        22.03
GET       5.800        22.69
GET       5.900        23.34
GET       6.000        24.05
GET       6.100        24.57
