1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets          81.46          ---          ---     11.28300       329.04 
Gets          81.43      1454.36        11.36     13.25700      5877.70 
Waits          0.00          ---          ---      0.00000          --- 
Totals       162.89      1454.36        11.36     12.27000      6206.74 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.700         0.07
SET       1.800         0.11
SET       1.900         0.12
SET       2.000         0.25
SET       2.100         0.42
SET       2.200         0.60
SET       2.300         0.93
SET       2.400         1.46
SET       2.500         1.98
SET       2.600         2.58
SET       2.700         3.24
SET       2.800         3.84
SET       2.900         4.49
SET       3.000         5.17
SET       3.100         5.80
SET       3.200         6.77
SET       3.300         7.49
SET       3.400         8.22
SET       3.500         8.85
SET       3.600         9.52
SET       3.700        10.12
SET       3.800        10.49
SET       3.900        10.98
SET       4.000        11.54
SET       4.100        12.13
SET       4.200        12.75
SET       4.300        13.34
SET       4.400        13.96
SET       4.500        14.62
SET       4.600        14.94
SET       4.700        15.52
SET       4.800        15.85
SET       4.900        16.22
SET       5.000        16.80
SET       5.100        17.17
SET       5.200        17.75
SET       5.300        18.24
SET       5.400        18.62
SET       5.500        19.18
SET       5.600        19.59
SET       5.700        20.04
SET       5.800        20.55
SET       5.900        21.20
SET       6.000        21.69
SET       6.100        22.23
SET       6.200        22.85
SET       6.300        23.51
SET       6.400        24.18
SET       6.500        24.83
SET       6.600        25.30
SET       6.700        25.85
SET       6.800        26.55
SET       6.900        27.25
SET       7.000        27.90
SET       7.100        28.56
SET       7.200        29.16
SET       7.300        29.83
SET       7.400        30.83
SET       7.500        31.60
SET       7.600        32.30
SET       7.700        33.12
SET       7.800        34.00
SET       7.900        34.98
SET       8.000        36.09
SET       8.100        37.03
SET       8.200        37.98
SET       8.300        39.12
SET       8.400        40.05
SET       8.500        40.96
SET       8.600        41.66
SET       8.700        42.50
SET       8.800        43.35
SET       8.900        44.05
SET       9.000        44.78
SET       9.100        45.52
SET       9.200        46.13
SET       9.300        46.94
SET       9.400        47.69
SET       9.500        48.40
SET       9.600        48.97
SET       9.700        49.38
SET       9.800        50.03
SET       9.900        50.64
SET      10.000        53.94
SET      11.000        58.74
SET      12.000        62.53
SET      13.000        66.39
SET      14.000        71.16
SET      15.000        78.57
SET      16.000        83.50
SET      17.000        86.22
SET      18.000        88.01
SET      19.000        89.51
SET      20.000        90.67
SET      21.000        92.00
