Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,61,0.007414,252323,61,0.008852,2268137,1,548,0,0.000000
1,91,0.005705,376412,90,0.005370,3335998,4,806,0,0.000000
2,83,0.006008,343312,83,0.006034,3079378,3,744,0,0.000000
3,84,0.006001,347452,84,0.005860,3116573,3,753,0,0.000000
4,91,0.005935,376409,92,0.004974,3414629,3,825,0,0.000000
5,85,0.006426,351596,85,0.005260,3157972,2,763,0,0.000000
6,91,0.005756,376413,90,0.005312,3348379,1,809,0,0.000000
7,80,0.006591,330914,81,0.005883,3009046,2,727,0,0.000000
8,82,0.006195,339189,82,0.005942,3037977,4,734,0,0.000000
9,84,0.006496,347454,83,0.005386,3083512,2,745,0,0.000000
10,88,0.005195,364012,89,0.006184,3298756,4,797,0,0.000000
11,88,0.006172,364010,87,0.005164,3228389,3,780,0,0.000000
12,87,0.005351,359867,87,0.006113,3224282,4,779,0,0.000000
13,87,0.005919,359870,88,0.005572,3277972,0,792,0,0.000000
14,89,0.005577,368145,89,0.005489,3302883,3,798,0,0.000000
15,88,0.005974,363989,88,0.005485,3278032,0,792,0,0.000000
16,85,0.006198,351587,84,0.005625,3108377,5,751,0,0.000000
17,83,0.005902,343326,83,0.006084,3075232,4,743,0,0.000000
18,88,0.005789,364011,89,0.005582,3298758,4,797,0,0.000000
19,80,0.006292,330911,80,0.006192,2959371,5,715,0,0.000000
20,88,0.005845,363996,87,0.005490,3228375,3,780,0,0.000000
21,86,0.005160,355740,87,0.006439,3228398,3,780,0,0.000000
22,85,0.004856,351595,85,0.006896,3153869,3,762,0,0.000000
23,82,0.004952,339177,81,0.007178,3004900,3,726,0,0.000000
24,85,0.004818,351597,85,0.006998,3141473,6,759,0,0.000000
25,84,0.004725,347449,85,0.007143,3162119,1,764,0,0.000000
26,84,0.004936,347458,84,0.006898,3116641,3,753,0,0.000000
27,86,0.004927,355735,86,0.006726,3199303,1,773,0,0.000000
28,85,0.004788,351594,85,0.006945,3166254,0,765,0,0.000000
29,91,0.004730,376404,91,0.006269,3385653,1,818,0,0.000000
30,84,0.005553,347449,84,0.006316,3120746,2,754,0,0.000000
31,88,0.006050,364003,87,0.005355,3232476,2,781,0,0.000000
32,87,0.005847,359861,87,0.005633,3240766,0,783,0,0.000000
33,84,0.005580,347453,85,0.006210,3145617,5,760,0,0.000000
34,89,0.005409,368137,89,0.005828,3311143,1,800,0,0.000000
35,89,0.005458,368146,89,0.005779,3302875,3,798,0,0.000000
36,91,0.005285,376410,90,0.005724,3340141,3,807,0,0.000000
37,87,0.005509,359868,88,0.005913,3257377,5,787,0,0.000000
38,95,0.005466,392960,95,0.005053,3513976,6,849,0,0.000000
39,86,0.005399,355725,86,0.006157,3191125,3,771,0,0.000000
40,87,0.005782,359874,87,0.005747,3236643,1,782,0,0.000000
41,89,0.005839,368134,88,0.005422,3269710,2,790,0,0.000000
42,88,0.005224,363997,88,0.006029,3269750,2,790,0,0.000000
43,89,0.005890,368141,90,0.005397,3344260,2,808,0,0.000000
44,88,0.005515,363996,87,0.005883,3228371,3,780,0,0.000000
45,93,0.005374,384673,94,0.005257,3489109,3,843,0,0.000000
46,89,0.005304,368139,88,0.006017,3269746,2,790,0,0.000000
47,89,0.005469,368147,89,0.005763,3294585,5,796,0,0.000000
48,85,0.006190,351592,85,0.005581,3162113,1,764,0,0.000000
49,85,0.006353,351593,85,0.005339,3145583,5,760,0,0.000000
50,87,0.004925,359864,87,0.006604,3220125,5,778,0,0.000000
51,85,0.005848,351589,86,0.005757,3195258,2,772,0,0.000000
52,83,0.005651,343313,82,0.006529,3054494,0,738,0,0.000000
53,88,0.005871,363998,88,0.005466,3269722,2,790,0,0.000000
54,85,0.006293,351597,85,0.005474,3158018,2,763,0,0.000000
55,93,0.005376,384677,93,0.005258,3447780,4,833,0,0.000000
56,87,0.004664,359869,87,0.006896,3232498,2,781,0,0.000000
57,90,0.004231,372285,90,0.006846,3336006,4,806,0,0.000000
58,83,0.005953,343313,83,0.006027,3079373,3,744,0,0.000000
59,93,0.005151,384686,93,0.005641,3447728,4,833,0,0.000000
60,85,0.006235,351593,86,0.005360,3195248,2,772,0,0.000000
61,89,0.005471,368134,89,0.005820,3298756,4,797,0,0.000000
62,84,0.006320,347459,84,0.005537,3120782,2,754,0,0.000000
63,95,0.005554,392952,94,0.005095,3493230,2,844,0,0.000000
64,85,0.005696,351602,86,0.005931,3191103,3,771,0,0.000000
65,93,0.005770,384678,93,0.005011,3451899,3,834,0,0.000000
66,91,0.004752,376405,91,0.006073,3369127,5,814,0,0.000000
67,91,0.005266,376418,90,0.005897,3331909,5,805,0,0.000000
68,89,0.005841,368137,89,0.005327,3298743,4,797,0,0.000000
69,91,0.005817,376415,91,0.005159,3385629,1,818,0,0.000000
70,0,0.000000,0,1,0.002299,37248,0,9,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   1.600,0.05
   1.700,0.13
   1.800,0.38
   1.900,0.84
   2.000,1.66
   2.100,2.80
   2.200,4.31
   2.300,5.90
   2.400,7.85
   2.500,10.12
   2.600,12.57
   2.700,14.59
   2.800,16.88
   2.900,19.14
   3.000,21.35
   3.100,23.32
   3.200,25.00
   3.300,26.78
   3.400,28.11
   3.500,29.57
   3.600,30.66
   3.700,32.06
   3.800,32.96
   3.900,33.91
   4.000,34.93
   4.100,35.64
   4.200,36.43
   4.300,37.20
   4.400,37.85
   4.500,38.59
   4.600,39.39
   4.700,40.08
   4.800,40.81
   4.900,41.64
   5.000,42.34
   5.100,42.96
   5.200,43.85
   5.300,44.62
   5.400,45.36
   5.500,46.30
   5.600,47.40
   5.700,48.55
   5.800,49.69
   5.900,50.92
   6.000,52.17
   6.100,53.44
   6.200,54.56
   6.300,56.15
   6.400,57.78
   6.500,59.44
   6.600,60.76
   6.700,62.42
   6.800,64.21
   6.900,66.09
   7.000,67.89
   7.100,69.59
   7.200,71.40
   7.300,73.31
   7.400,74.84
   7.500,76.18
   7.600,77.58
   7.700,78.83
   7.800,80.12
   7.900,81.32
   8.000,82.58
   8.100,83.57
   8.200,84.34
   8.300,85.05
   8.400,86.02
   8.500,86.76
   8.600,87.68
   8.700,88.12
   8.800,88.77
   8.900,89.33
   9.000,89.80
   9.100,90.10
   9.200,90.61
   9.300,91.05
   9.400,91.40
   9.500,91.78
   9.600,92.19
   9.700,92.45
   9.800,92.75
   9.900,93.09
  10.000,94.21
  11.000,95.77
  12.000,97.15
  13.000,97.98
  14.000,98.73
  15.000,99.26
  16.000,99.52
  17.000,99.65
  18.000,99.75
  19.000,99.79
  20.000,99.82
  24.000,99.84
  25.000,99.85
  44.000,99.88
  45.000,99.92
  48.000,99.95
  49.000,99.97
  50.000,99.98
  51.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent
   1.600,0.02
   1.700,0.13
   1.800,0.38
   1.900,0.82
   2.000,1.68
   2.100,3.19
   2.200,5.07
   2.300,7.45
   2.400,9.79
   2.500,12.40
   2.600,14.93
   2.700,17.48
   2.800,19.87
   2.900,21.86
   3.000,23.91
   3.100,25.77
   3.200,27.65
   3.300,29.39
   3.400,31.09
   3.500,32.58
   3.600,34.03
   3.700,35.46
   3.800,36.66
   3.900,37.62
   4.000,38.62
   4.100,39.51
   4.200,40.35
   4.300,41.02
   4.400,41.78
   4.500,42.73
   4.600,43.45
   4.700,44.24
   4.800,45.02
   4.900,45.92
   5.000,46.89
   5.100,47.40
   5.200,48.09
   5.300,48.77
   5.400,49.65
   5.500,50.62
   5.600,51.46
   5.700,52.25
   5.800,53.14
   5.900,54.10
   6.000,55.28
   6.100,56.22
   6.200,57.40
   6.300,58.59
   6.400,60.10
   6.500,61.55
   6.600,63.11
   6.700,64.87
   6.800,66.55
   6.900,68.57
   7.000,70.18
   7.100,71.74
   7.200,73.77
   7.300,75.02
   7.400,76.51
   7.500,78.06
   7.600,79.47
   7.700,80.79
   7.800,81.83
   7.900,82.71
   8.000,83.82
   8.100,84.65
   8.200,85.64
   8.300,86.66
   8.400,87.34
   8.500,87.96
   8.600,88.57
   8.700,89.18
   8.800,89.62
   8.900,90.13
   9.000,90.58
   9.100,91.07
   9.200,91.41
   9.300,91.96
   9.400,92.25
   9.500,92.48
   9.600,92.85
   9.700,93.12
   9.800,93.45
   9.900,93.75
  10.000,95.13
  11.000,96.86
  12.000,97.88
  13.000,98.73
  14.000,99.14
  15.000,99.44
  16.000,99.67
  17.000,99.84
  18.000,99.85
  19.000,99.88
  20.000,99.93
  23.000,99.95
  24.000,99.97
  25.000,99.98
  64.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
