1         Threads
2         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets         170.21          ---          ---      5.78100       687.57 
Gets         170.20      1526.25         5.54      5.95300      6168.99 
Waits          0.00          ---          ---      0.00000          --- 
Totals       340.41      1526.25         5.54      5.86700      6856.56 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.600         0.04
SET       1.700         0.18
SET       1.800         0.39
SET       1.900         0.81
SET       2.000         1.58
SET       2.100         2.70
SET       2.200         4.30
SET       2.300         6.34
SET       2.400         8.64
SET       2.500        11.27
SET       2.600        13.45
SET       2.700        15.79
SET       2.800        17.96
SET       2.900        19.90
SET       3.000        22.08
SET       3.100        24.09
SET       3.200        25.80
SET       3.300        27.45
SET       3.400        29.07
SET       3.500        30.54
SET       3.600        31.94
SET       3.700        33.23
SET       3.800        34.32
SET       3.900        35.41
SET       4.000        36.44
SET       4.100        37.45
SET       4.200        38.39
SET       4.300        39.29
SET       4.400        40.07
SET       4.500        40.85
SET       4.600        41.66
SET       4.700        42.44
SET       4.800        43.31
SET       4.900        44.06
SET       5.000        44.75
SET       5.100        45.54
SET       5.200        46.28
SET       5.300        47.04
SET       5.400        47.82
SET       5.500        48.52
SET       5.600        49.29
SET       5.700        50.16
SET       5.800        51.22
SET       5.900        52.20
SET       6.000        53.35
SET       6.100        54.41
SET       6.200        55.44
SET       6.300        56.72
SET       6.400        57.89
SET       6.500        59.16
SET       6.600        60.46
SET       6.700        62.03
SET       6.800        63.50
SET       6.900        65.00
SET       7.000        66.51
SET       7.100        68.10
SET       7.200        69.85
SET       7.300        71.30
SET       7.400        72.88
SET       7.500        74.33
SET       7.600        75.81
SET       7.700        77.40
SET       7.800        78.62
SET       7.900        79.84
SET       8.000        81.01
SET       8.100        82.07
SET       8.200        83.26
SET       8.300        84.39
SET       8.400        85.40
SET       8.500        86.30
SET       8.600        87.03
SET       8.700        87.77
SET       8.800        88.48
SET       8.900        89.14
SET       9.000        89.78
SET       9.100        90.27
SET       9.200        90.73
SET       9.300        91.16
SET       9.400        91.54
SET       9.500        92.04
SET       9.600        92.46
SET       9.700        92.82
SET       9.800        93.18
SET       9.900        93.40
SET      10.000        94.71
SET      11.000        96.41
SET      12.000        97.69
SET      13.000        98.51
SET      14.000        99.03
SET      15.000        99.35
SET      16.000        99.60
SET      17.000        99.75
SET      18.000        99.81
SET      19.000        99.85
SET      20.000        99.89
SET      21.000        99.92
SET      22.000        99.94
SET      23.000        99.95
SET      24.000        99.96
SET      26.000        99.97
SET      30.000        99.98
SET      40.000       100.00
---
GET       1.500         0.01
GET       1.600         0.03
GET       1.700         0.16
GET       1.800         0.45
GET       1.900         0.99
GET       2.000         1.86
GET       2.100         3.12
GET       2.200         4.73
GET       2.300         6.75
GET       2.400         8.88
GET       2.500        11.14
GET       2.600        13.45
GET       2.700        15.62
GET       2.800        17.81
GET       2.900        19.84
GET       3.000        21.66
GET       3.100        23.57
GET       3.200        25.51
GET       3.300        27.12
GET       3.400        28.67
GET       3.500        30.00
GET       3.600        31.24
GET       3.700        32.35
GET       3.800        33.44
GET       3.900        34.49
GET       4.000        35.42
GET       4.100        36.16
GET       4.200        36.99
GET       4.300        37.77
GET       4.400        38.53
GET       4.500        39.26
GET       4.600        40.05
GET       4.700        40.72
GET       4.800        41.53
GET       4.900        42.25
GET       5.000        43.07
GET       5.100        43.91
GET       5.200        44.70
GET       5.300        45.44
GET       5.400        46.28
GET       5.500        47.08
GET       5.600        48.05
GET       5.700        48.98
GET       5.800        50.03
GET       5.900        50.96
GET       6.000        52.01
GET       6.100        53.19
GET       6.200        54.54
GET       6.300        55.75
GET       6.400        57.13
GET       6.500        58.51
GET       6.600        59.94
GET       6.700        61.47
GET       6.800        63.03
GET       6.900        64.69
GET       7.000        66.13
GET       7.100        67.63
GET       7.200        69.01
GET       7.300        70.52
GET       7.400        72.09
GET       7.500        73.78
GET       7.600        75.23
GET       7.700        76.64
GET       7.800        77.92
GET       7.900        79.15
GET       8.000        80.42
GET       8.100        81.59
GET       8.200        82.59
GET       8.300        83.65
GET       8.400        84.61
GET       8.500        85.42
GET       8.600        86.16
GET       8.700        86.87
GET       8.800        87.43
GET       8.900        88.08
GET       9.000        88.70
GET       9.100        89.17
GET       9.200        89.63
GET       9.300        89.95
GET       9.400        90.42
GET       9.500        90.90
GET       9.600        91.32
GET       9.700        91.60
GET       9.800        91.96
GET       9.900        92.32
GET      10.000        93.81
GET      11.000        95.64
GET      12.000        97.01
GET      13.000        97.85
GET      14.000        98.56
GET      15.000        99.04
GET      16.000        99.36
GET      17.000        99.52
GET      18.000        99.64
GET      19.000        99.71
GET      20.000        99.73
GET      22.000        99.76
GET      24.000        99.76
GET      25.000        99.77
GET      30.000        99.78
GET      40.000        99.79
GET      42.000        99.80
GET      45.000        99.82
GET      47.000        99.84
GET      48.000        99.87
GET      49.000        99.90
GET      50.000        99.92
GET      51.000        99.96
GET      52.000        99.97
GET      53.000        99.98
GET      54.000        99.99
GET      57.000       100.00
---
