Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,60,0.007849,248187,60,0.008653,2230889,1,539,0,0.000000
1,81,0.006803,335047,81,0.005623,3000742,4,725,0,0.000000
2,81,0.006373,335043,80,0.005901,2975879,1,719,0,0.000000
3,77,0.006283,318492,77,0.006460,2847586,5,688,0,0.000000
4,83,0.006115,343322,84,0.006096,3120762,2,754,0,0.000000
5,81,0.005719,335050,80,0.006769,2971720,2,718,0,0.000000
6,79,0.006689,326779,79,0.005952,2938617,1,710,0,0.000000
7,79,0.006343,326773,79,0.006283,2930381,3,708,0,0.000000
8,81,0.006241,335046,81,0.006093,3004900,3,726,0,0.000000
9,76,0.005744,314373,77,0.007258,2855871,3,690,0,0.000000
10,81,0.005674,335047,80,0.006761,2971752,2,718,0,0.000000
11,78,0.005276,322645,79,0.007416,2930399,3,708,0,0.000000
12,86,0.005593,355738,85,0.006064,3149754,4,761,0,0.000000
13,81,0.006063,335053,82,0.006177,3046278,2,736,0,0.000000
14,83,0.005502,343323,83,0.006591,3091712,0,747,0,0.000000
15,71,0.007075,293685,70,0.006561,2599280,2,628,0,0.000000
16,65,0.007116,268864,66,0.008675,2454397,1,593,0,0.000000
17,80,0.006546,330898,80,0.005933,2963510,4,716,0,0.000000
18,79,0.006816,326774,79,0.005824,2930367,3,708,0,0.000000
19,81,0.006082,335056,80,0.006304,2959365,5,715,0,0.000000
20,82,0.005471,339187,82,0.006727,3037996,4,734,0,0.000000
21,85,0.005653,351588,85,0.006056,3157986,2,763,0,0.000000
22,82,0.005969,339185,83,0.006073,3071161,5,742,0,0.000000
23,87,0.006136,359881,86,0.005442,3191140,3,771,0,0.000000
24,89,0.005791,368132,90,0.005399,3335999,4,806,0,0.000000
25,84,0.005615,347455,83,0.006292,3075251,4,743,0,0.000000
26,88,0.005571,364006,88,0.005832,3269724,2,790,0,0.000000
27,86,0.005593,355716,87,0.005902,3228375,3,780,0,0.000000
28,84,0.005690,347459,83,0.006296,3083478,2,745,0,0.000000
29,81,0.005546,335055,82,0.006707,3054464,0,738,0,0.000000
30,85,0.005692,351595,85,0.005995,3162145,1,764,0,0.000000
31,80,0.006673,330901,79,0.005941,2942744,0,711,0,0.000000
32,81,0.006121,335038,81,0.006181,3009000,2,727,0,0.000000
33,85,0.005879,351595,86,0.005742,3195240,2,772,0,0.000000
34,86,0.006186,355731,85,0.005571,3166248,0,765,0,0.000000
35,84,0.005815,347452,85,0.005985,3145635,5,760,0,0.000000
36,88,0.005482,363998,87,0.005914,3232514,2,781,0,0.000000
37,84,0.006269,347462,84,0.005593,3120742,2,754,0,0.000000
38,79,0.006530,326775,80,0.006078,2967649,3,717,0,0.000000
39,88,0.006117,364005,88,0.005187,3257375,5,787,0,0.000000
40,85,0.006176,351594,85,0.005567,3145595,5,760,0,0.000000
41,81,0.006236,335046,80,0.006157,2963516,4,716,0,0.000000
42,86,0.005815,355737,86,0.005788,3199387,1,773,0,0.000000
43,83,0.005527,343317,83,0.006554,3083472,2,745,0,0.000000
44,85,0.005733,351589,86,0.005952,3199351,1,773,0,0.000000
45,80,0.005158,330911,79,0.007370,2938631,1,710,0,0.000000
46,79,0.006383,326761,80,0.006230,2971768,2,718,0,0.000000
47,84,0.005784,347460,83,0.006123,3079361,3,744,0,0.000000
48,83,0.005992,343314,83,0.006075,3079355,3,744,0,0.000000
49,90,0.005661,372277,90,0.005395,3331859,5,805,0,0.000000
50,84,0.005804,347458,84,0.006107,3120718,2,754,0,0.000000
51,85,0.005622,351593,85,0.006040,3157992,2,763,0,0.000000
52,84,0.005988,347459,84,0.005982,3104208,6,750,0,0.000000
53,82,0.005946,339184,83,0.006166,3079387,3,744,0,0.000000
54,85,0.005834,351586,84,0.005908,3120752,2,754,0,0.000000
55,84,0.006205,347448,85,0.005693,3162121,1,764,0,0.000000
56,84,0.006059,347457,84,0.005798,3124853,1,755,0,0.000000
57,83,0.005758,343320,83,0.006267,3075266,4,743,0,0.000000
58,88,0.005763,364000,88,0.005589,3269778,2,790,0,0.000000
59,81,0.005556,335048,81,0.006780,3009002,2,727,0,0.000000
60,84,0.006165,347467,84,0.005691,3112496,4,752,0,0.000000
61,86,0.005819,355723,86,0.005791,3191131,3,771,0,0.000000
62,82,0.005965,339183,81,0.006290,3000730,4,725,0,0.000000
63,83,0.005787,343325,83,0.006227,3083486,2,745,0,0.000000
64,87,0.006000,359861,87,0.005503,3224278,4,779,0,0.000000
65,85,0.006178,351593,86,0.005415,3195260,2,772,0,0.000000
66,86,0.006095,355724,86,0.005642,3199363,1,773,0,0.000000
67,75,0.006425,310235,75,0.006830,2781361,3,672,0,0.000000
68,85,0.005883,351586,85,0.005886,3149762,4,761,0,0.000000
69,85,0.004525,351591,85,0.007166,3158004,2,763,0,0.000000
70,1,0.007745,4136,0,0.000000,0,0,0,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   1.600,0.05
   1.700,0.09
   1.800,0.29
   1.900,0.54
   2.000,0.95
   2.100,1.79
   2.200,2.52
   2.300,3.68
   2.400,4.96
   2.500,6.83
   2.600,8.97
   2.700,11.31
   2.800,13.48
   2.900,15.61
   3.000,17.83
   3.100,19.93
   3.200,21.93
   3.300,23.42
   3.400,24.80
   3.500,26.19
   3.600,27.65
   3.700,29.02
   3.800,30.20
   3.900,31.29
   4.000,32.23
   4.100,33.20
   4.200,34.10
   4.300,35.28
   4.400,36.25
   4.500,36.98
   4.600,37.87
   4.700,38.39
   4.800,39.08
   4.900,39.95
   5.000,40.83
   5.100,41.68
   5.200,42.45
   5.300,43.35
   5.400,44.27
   5.500,45.00
   5.600,45.76
   5.700,46.82
   5.800,47.74
   5.900,48.64
   6.000,49.47
   6.100,50.70
   6.200,51.83
   6.300,52.80
   6.400,54.10
   6.500,55.68
   6.600,56.88
   6.700,58.16
   6.800,59.38
   6.900,60.76
   7.000,62.25
   7.100,63.76
   7.200,65.15
   7.300,66.80
   7.400,68.36
   7.500,69.90
   7.600,71.43
   7.700,73.34
   7.800,74.69
   7.900,75.82
   8.000,77.52
   8.100,78.89
   8.200,80.33
   8.300,81.37
   8.400,82.36
   8.500,83.38
   8.600,84.46
   8.700,85.39
   8.800,86.26
   8.900,86.96
   9.000,87.63
   9.100,88.31
   9.200,88.88
   9.300,89.38
   9.400,89.89
   9.500,90.37
   9.600,90.72
   9.700,91.10
   9.800,91.57
   9.900,92.00
  10.000,93.67
  11.000,95.98
  12.000,97.07
  13.000,97.88
  14.000,98.63
  15.000,99.08
  16.000,99.43
  17.000,99.51
  18.000,99.62
  19.000,99.69
  20.000,99.74
  22.000,99.76
  23.000,99.77
  25.000,99.81
  26.000,99.83
  28.000,99.84
  43.000,99.86
  46.000,99.90
  49.000,99.91
  51.000,99.93
  52.000,99.98
  56.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent
   1.700,0.03
   1.800,0.21
   1.900,0.40
   2.000,1.01
   2.100,1.66
   2.200,2.72
   2.300,4.35
   2.400,6.05
   2.500,8.06
   2.600,10.34
   2.700,12.45
   2.800,14.85
   2.900,16.98
   3.000,18.83
   3.100,20.83
   3.200,22.53
   3.300,24.16
   3.400,25.65
   3.500,27.07
   3.600,28.77
   3.700,29.97
   3.800,31.03
   3.900,31.98
   4.000,33.02
   4.100,33.94
   4.200,34.88
   4.300,35.73
   4.400,36.65
   4.500,37.57
   4.600,38.41
   4.700,39.33
   4.800,40.13
   4.900,40.88
   5.000,41.64
   5.100,42.35
   5.200,43.22
   5.300,44.24
   5.400,45.30
   5.500,45.99
   5.600,46.98
   5.700,47.94
   5.800,48.77
   5.900,49.74
   6.000,50.66
   6.100,51.65
   6.200,52.55
   6.300,53.57
   6.400,54.70
   6.500,56.17
   6.600,57.39
   6.700,58.98
   6.800,60.51
   6.900,62.37
   7.000,63.70
   7.100,65.40
   7.200,67.08
   7.300,68.85
   7.400,70.41
   7.500,71.82
   7.600,73.60
   7.700,75.11
   7.800,76.40
   7.900,77.94
   8.000,79.31
   8.100,80.65
   8.200,81.69
   8.300,82.83
   8.400,83.59
   8.500,84.50
   8.600,85.41
   8.700,86.28
   8.800,86.99
   8.900,87.67
   9.000,88.31
   9.100,88.97
   9.200,89.73
   9.300,90.24
   9.400,90.91
   9.500,91.35
   9.600,91.80
   9.700,92.16
   9.800,92.56
   9.900,92.89
  10.000,94.40
  11.000,96.36
  12.000,97.52
  13.000,98.60
  14.000,99.08
  15.000,99.38
  16.000,99.65
  17.000,99.77
  18.000,99.84
  20.000,99.91
  21.000,99.95
  22.000,99.97
  23.000,99.98
  24.000,100.00

Full-Test WAIT Latency
Latency (<= msec),Percent
