Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,0,0.000000,0,39,0.025288,157643,1,38,0,0.000000
1,0,0.000000,0,46,0.021688,190804,0,46,0,0.000000
2,0,0.000000,0,44,0.023080,182502,0,44,0,0.000000
3,0,0.000000,0,44,0.022612,182508,0,44,0,0.000000
4,0,0.000000,0,45,0.021950,186652,0,45,0,0.000000
5,0,0.000000,0,44,0.022897,182500,0,44,0,0.000000
6,0,0.000000,0,43,0.023194,178356,0,43,0,0.000000
7,0,0.000000,0,43,0.022954,178354,0,43,0,0.000000
8,0,0.000000,0,41,0.024685,170058,0,41,0,0.000000
9,0,0.000000,0,41,0.024383,170058,0,41,0,0.000000
10,0,0.000000,0,41,0.024355,170060,0,41,0,0.000000
11,0,0.000000,0,44,0.023010,182506,0,44,0,0.000000
12,0,0.000000,0,42,0.023810,174212,0,42,0,0.000000
13,0,0.000000,0,43,0.023228,178352,0,43,0,0.000000
14,0,0.000000,0,44,0.022540,178379,1,43,0,0.000000
15,0,0.000000,0,43,0.023019,178350,0,43,0,0.000000
16,0,0.000000,0,41,0.024318,170064,0,41,0,0.000000
17,0,0.000000,0,44,0.022973,178375,1,43,0,0.000000
18,0,0.000000,0,44,0.022939,182512,0,44,0,0.000000
19,0,0.000000,0,42,0.023486,174202,0,42,0,0.000000
20,0,0.000000,0,43,0.023021,178346,0,43,0,0.000000
21,0,0.000000,0,42,0.024286,174200,0,42,0,0.000000
22,0,0.000000,0,43,0.023183,178358,0,43,0,0.000000
23,0,0.000000,0,39,0.025286,161758,0,39,0,0.000000
24,0,0.000000,0,44,0.022991,182502,0,44,0,0.000000
25,0,0.000000,0,42,0.023557,174204,0,42,0,0.000000
26,0,0.000000,0,42,0.024143,174210,0,42,0,0.000000
27,0,0.000000,0,41,0.024487,170060,0,41,0,0.000000
28,0,0.000000,0,42,0.023519,174208,0,42,0,0.000000
29,0,0.000000,0,42,0.023916,174206,0,42,0,0.000000
30,0,0.000000,0,41,0.024053,170058,0,41,0,0.000000
31,0,0.000000,0,41,0.024386,165935,1,40,0,0.000000
32,0,0.000000,0,41,0.024611,170060,0,41,0,0.000000
33,0,0.000000,0,40,0.024633,165910,0,40,0,0.000000
34,0,0.000000,0,43,0.023731,178344,0,43,0,0.000000
35,0,0.000000,0,43,0.023271,178362,0,43,0,0.000000
36,0,0.000000,0,43,0.023225,178350,0,43,0,0.000000
37,0,0.000000,0,44,0.022800,182504,0,44,0,0.000000
38,0,0.000000,0,43,0.023078,178360,0,43,0,0.000000
39,0,0.000000,0,44,0.022665,182500,0,44,0,0.000000
40,0,0.000000,0,39,0.025382,161768,0,39,0,0.000000
41,0,0.000000,0,42,0.023758,174200,0,42,0,0.000000
42,0,0.000000,0,43,0.023338,178358,0,43,0,0.000000
43,0,0.000000,0,40,0.025060,165910,0,40,0,0.000000
44,0,0.000000,0,42,0.023580,174212,0,42,0,0.000000
45,0,0.000000,0,41,0.024593,165937,1,40,0,0.000000
46,0,0.000000,0,40,0.025045,165904,0,40,0,0.000000
47,0,0.000000,0,44,0.022898,182506,0,44,0,0.000000
48,0,0.000000,0,41,0.024060,170066,0,41,0,0.000000
49,0,0.000000,0,43,0.023582,178352,0,43,0,0.000000
50,0,0.000000,0,40,0.024528,165914,0,40,0,0.000000
51,0,0.000000,0,44,0.022798,182500,0,44,0,0.000000
52,0,0.000000,0,45,0.022347,186648,0,45,0,0.000000
53,0,0.000000,0,45,0.022414,186656,0,45,0,0.000000
54,0,0.000000,0,42,0.023702,174212,0,42,0,0.000000
55,0,0.000000,0,43,0.023290,178352,0,43,0,0.000000
56,0,0.000000,0,42,0.024119,174198,0,42,0,0.000000
57,0,0.000000,0,42,0.023356,174208,0,42,0,0.000000
58,0,0.000000,0,44,0.023013,182502,0,44,0,0.000000
59,0,0.000000,0,43,0.023078,178360,0,43,0,0.000000
60,0,0.000000,0,42,0.023858,174206,0,42,0,0.000000
61,0,0.000000,0,44,0.022850,182500,0,44,0,0.000000
62,0,0.000000,0,43,0.023236,178350,0,43,0,0.000000
63,0,0.000000,0,43,0.023300,178352,0,43,0,0.000000
64,0,0.000000,0,45,0.022230,186646,0,45,0,0.000000
65,0,0.000000,0,44,0.022699,182506,0,44,0,0.000000
66,0,0.000000,0,43,0.022803,178346,0,43,0,0.000000
67,0,0.000000,0,39,0.025638,161756,0,39,0,0.000000
68,0,0.000000,0,41,0.024892,170050,0,41,0,0.000000
69,0,0.000000,0,43,0.023060,178354,0,43,0,0.000000
70,0,0.000000,0,1,0.022502,4148,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
  11.000,0.03
  12.000,0.37
  13.000,1.14
  14.000,2.08
  15.000,3.50
  16.000,5.88
  17.000,9.45
  18.000,14.19
  19.000,21.32
  20.000,29.46
  21.000,38.00
  22.000,44.72
  23.000,52.22
  24.000,59.68
  25.000,67.01
  26.000,73.77
  27.000,80.33
  28.000,85.88
  29.000,89.44
  30.000,92.06
  31.000,94.65
  32.000,95.93
  33.000,97.24
  34.000,97.98
  35.000,98.35
  36.000,98.89
  37.000,99.13
  38.000,99.26
  39.000,99.39
  40.000,99.53
  41.000,99.63
  42.000,99.76
  43.000,99.80
  44.000,99.87
  46.000,99.90
  49.000,99.93
  94.000,99.97
 100.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent

Full-Test WAIT Latency
Latency (<= msec),Percent
