Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,0,0.000000,0,38,0.025727,153495,1,37,0,0.000000
1,0,0.000000,0,46,0.021679,190804,0,46,0,0.000000
2,0,0.000000,0,46,0.022083,190798,0,46,0,0.000000
3,0,0.000000,0,46,0.021884,190804,0,46,0,0.000000
4,0,0.000000,0,43,0.022807,178356,0,43,0,0.000000
5,0,0.000000,0,39,0.025975,161760,0,39,0,0.000000
6,0,0.000000,0,41,0.024296,170060,0,41,0,0.000000
7,0,0.000000,0,45,0.022301,186650,0,45,0,0.000000
8,0,0.000000,0,44,0.022895,182502,0,44,0,0.000000
9,0,0.000000,0,46,0.021596,190798,0,46,0,0.000000
10,0,0.000000,0,43,0.023219,178356,0,43,0,0.000000
11,0,0.000000,0,45,0.022052,186654,0,45,0,0.000000
12,0,0.000000,0,44,0.023007,182508,0,44,0,0.000000
13,0,0.000000,0,45,0.022141,186648,0,45,0,0.000000
14,0,0.000000,0,45,0.022358,182521,1,44,0,0.000000
15,0,0.000000,0,40,0.024564,161787,1,39,0,0.000000
16,0,0.000000,0,44,0.023096,182504,0,44,0,0.000000
17,0,0.000000,0,46,0.021567,186675,1,45,0,0.000000
18,0,0.000000,0,45,0.021884,186652,0,45,0,0.000000
19,0,0.000000,0,42,0.024018,174210,0,42,0,0.000000
20,0,0.000000,0,43,0.023542,178338,0,43,0,0.000000
21,0,0.000000,0,43,0.023172,178356,0,43,0,0.000000
22,0,0.000000,0,45,0.022196,186648,0,45,0,0.000000
23,0,0.000000,0,42,0.023747,174204,0,42,0,0.000000
24,0,0.000000,0,43,0.023251,178354,0,43,0,0.000000
25,0,0.000000,0,41,0.024421,170060,0,41,0,0.000000
26,0,0.000000,0,41,0.024306,170054,0,41,0,0.000000
27,0,0.000000,0,43,0.023332,178360,0,43,0,0.000000
28,0,0.000000,0,40,0.024676,165914,0,40,0,0.000000
29,0,0.000000,0,44,0.023063,182498,0,44,0,0.000000
30,0,0.000000,0,44,0.022438,178375,1,43,0,0.000000
31,0,0.000000,0,44,0.022630,182508,0,44,0,0.000000
32,0,0.000000,0,42,0.023746,174202,0,42,0,0.000000
33,0,0.000000,0,42,0.023987,174206,0,42,0,0.000000
34,0,0.000000,0,42,0.024021,174204,0,42,0,0.000000
35,0,0.000000,0,44,0.022548,182502,0,44,0,0.000000
36,0,0.000000,0,45,0.022131,186650,0,45,0,0.000000
37,0,0.000000,0,43,0.023417,178358,0,43,0,0.000000
38,0,0.000000,0,43,0.023070,178356,0,43,0,0.000000
39,0,0.000000,0,44,0.023056,182504,0,44,0,0.000000
40,0,0.000000,0,44,0.022407,182496,0,44,0,0.000000
41,0,0.000000,0,43,0.023253,178358,0,43,0,0.000000
42,0,0.000000,0,44,0.023129,182502,0,44,0,0.000000
43,0,0.000000,0,43,0.022956,178360,0,43,0,0.000000
44,0,0.000000,0,41,0.024197,165937,1,40,0,0.000000
45,0,0.000000,0,44,0.023073,182496,0,44,0,0.000000
46,0,0.000000,0,43,0.022903,178358,0,43,0,0.000000
47,0,0.000000,0,43,0.023453,178360,0,43,0,0.000000
48,0,0.000000,0,43,0.023494,178352,0,43,0,0.000000
49,0,0.000000,0,43,0.022966,178356,0,43,0,0.000000
50,0,0.000000,0,44,0.022586,182502,0,44,0,0.000000
51,0,0.000000,0,46,0.021952,190798,0,46,0,0.000000
52,0,0.000000,0,44,0.022865,182508,0,44,0,0.000000
53,0,0.000000,0,46,0.021589,190802,0,46,0,0.000000
54,0,0.000000,0,46,0.021781,190796,0,46,0,0.000000
55,0,0.000000,0,45,0.021958,186642,0,45,0,0.000000
56,0,0.000000,0,40,0.025396,165910,0,40,0,0.000000
57,0,0.000000,0,39,0.025300,161766,0,39,0,0.000000
58,0,0.000000,0,39,0.025849,161768,0,39,0,0.000000
59,0,0.000000,0,41,0.024485,170058,0,41,0,0.000000
60,0,0.000000,0,43,0.023178,178350,0,43,0,0.000000
61,0,0.000000,0,42,0.023965,174204,0,42,0,0.000000
62,0,0.000000,0,43,0.022936,178352,0,43,0,0.000000
63,0,0.000000,0,43,0.023226,178350,0,43,0,0.000000
64,0,0.000000,0,39,0.025868,161768,0,39,0,0.000000
65,0,0.000000,0,45,0.021925,186640,0,45,0,0.000000
66,0,0.000000,0,43,0.023186,178348,0,43,0,0.000000
67,0,0.000000,0,45,0.022519,186642,0,45,0,0.000000
68,0,0.000000,0,43,0.023086,178354,0,43,0,0.000000
69,0,0.000000,0,40,0.025147,161789,1,39,0,0.000000
70,0,0.000000,0,1,0.017469,4148,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
  10.000,0.07
  11.000,0.10
  12.000,0.46
  13.000,1.32
  14.000,2.48
  15.000,4.37
  16.000,6.92
  17.000,10.73
  18.000,16.33
  19.000,23.09
  20.000,31.67
  21.000,39.72
  22.000,46.44
  23.000,54.65
  24.000,63.03
  25.000,69.99
  26.000,77.08
  27.000,82.54
  28.000,87.74
  29.000,91.12
  30.000,93.67
  31.000,95.73
  32.000,96.75
  33.000,97.58
  34.000,98.21
  35.000,98.54
  36.000,98.91
  37.000,99.11
  38.000,99.27
  39.000,99.47
  40.000,99.54
  41.000,99.67
  42.000,99.74
  43.000,99.80
  44.000,99.83
  54.000,99.87
  66.000,99.90
  70.000,99.93
  82.000,99.97
  88.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent

Full-Test WAIT Latency
Latency (<= msec),Percent
