1         Threads
32        Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets         562.47          ---          ---     56.88500      2272.08 
Gets           0.00         0.00         0.00      0.00000         0.00 
Waits          0.00          ---          ---      0.00000          --- 
Totals       562.47         0.00         0.00     56.88500      2272.08 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET      31.000         0.00
SET      32.000         0.02
SET      33.000         0.05
SET      34.000         0.10
SET      35.000         0.17
SET      36.000         0.26
SET      37.000         0.44
SET      38.000         0.64
SET      39.000         0.93
SET      40.000         1.34
SET      41.000         2.00
SET      42.000         2.99
SET      43.000         4.21
SET      44.000         5.68
SET      45.000         7.43
SET      46.000         9.81
SET      47.000        12.56
SET      48.000        15.82
SET      49.000        19.37
SET      50.000        23.36
SET      51.000        27.36
SET      52.000        31.66
SET      53.000        36.52
SET      54.000        41.40
SET      55.000        46.69
SET      56.000        51.62
SET      57.000        56.64
SET      58.000        61.44
SET      59.000        66.01
SET      60.000        70.34
SET      61.000        74.29
SET      62.000        77.80
SET      63.000        80.99
SET      64.000        83.73
SET      65.000        86.19
SET      66.000        88.28
SET      67.000        89.95
SET      68.000        91.47
SET      69.000        92.74
SET      70.000        93.92
SET      71.000        94.75
SET      72.000        95.48
SET      73.000        96.10
SET      74.000        96.61
SET      75.000        97.20
SET      76.000        97.69
SET      77.000        98.07
SET      78.000        98.41
SET      79.000        98.61
SET      80.000        98.80
SET      81.000        98.98
SET      82.000        99.10
SET      83.000        99.20
SET      84.000        99.28
SET      85.000        99.38
SET      86.000        99.44
SET      87.000        99.52
SET      88.000        99.55
SET      89.000        99.58
SET      90.000        99.62
SET      91.000        99.66
SET      92.000        99.69
SET      93.000        99.70
SET      94.000        99.72
SET      95.000        99.73
SET      96.000        99.74
SET      97.000        99.77
SET      98.000        99.78
SET      99.000        99.79
SET     100.000        99.84
SET     110.000        99.88
SET     120.000        99.89
SET     130.000        99.91
SET     140.000        99.93
SET     150.000        99.95
SET     160.000        99.95
SET     170.000        99.96
SET     190.000        99.98
SET     200.000        99.99
SET     210.000        99.99
SET     230.000       100.00
SET     250.000       100.00
---
---
