2         Threads
32        Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets         890.51          ---          ---     71.86100      3597.18 
Gets           0.00         0.00         0.00      0.00000         0.00 
Waits          0.00          ---          ---      0.00000          --- 
Totals       890.51         0.00         0.00     71.86100      3597.18 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET      46.000         0.00
SET      47.000         0.01
SET      48.000         0.03
SET      49.000         0.05
SET      50.000         0.16
SET      51.000         0.36
SET      52.000         0.62
SET      53.000         1.07
SET      54.000         1.73
SET      55.000         2.56
SET      56.000         3.75
SET      57.000         5.23
SET      58.000         7.06
SET      59.000         9.24
SET      60.000        11.79
SET      61.000        14.90
SET      62.000        18.41
SET      63.000        22.24
SET      64.000        26.37
SET      65.000        30.62
SET      66.000        35.14
SET      67.000        39.73
SET      68.000        44.12
SET      69.000        48.36
SET      70.000        52.62
SET      71.000        56.66
SET      72.000        60.31
SET      73.000        63.70
SET      74.000        66.88
SET      75.000        69.92
SET      76.000        72.67
SET      77.000        75.09
SET      78.000        77.32
SET      79.000        79.39
SET      80.000        81.33
SET      81.000        83.20
SET      82.000        84.97
SET      83.000        86.52
SET      84.000        87.97
SET      85.000        89.22
SET      86.000        90.31
SET      87.000        91.34
SET      88.000        92.23
SET      89.000        93.05
SET      90.000        93.94
SET      91.000        94.61
SET      92.000        95.24
SET      93.000        95.72
SET      94.000        96.16
SET      95.000        96.56
SET      96.000        96.93
SET      97.000        97.28
SET      98.000        97.59
SET      99.000        97.86
SET     100.000        98.87
SET     110.000        99.55
SET     120.000        99.76
SET     130.000        99.85
SET     140.000        99.90
SET     150.000        99.91
SET     160.000        99.91
SET     170.000        99.92
SET     180.000        99.94
SET     190.000        99.96
SET     200.000        99.97
SET     210.000        99.99
SET     220.000        99.99
SET     240.000       100.00
---
---
