Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,0,0.000000,0,60,0.016631,240626,2,58,0,0.000000
1,0,0.000000,0,61,0.016382,248889,1,60,0,0.000000
2,0,0.000000,0,62,0.016135,257172,0,62,0,0.000000
3,0,0.000000,0,61,0.016405,248891,1,60,0,0.000000
4,0,0.000000,0,63,0.015848,261308,0,63,0,0.000000
5,0,0.000000,0,62,0.016130,257164,0,62,0,0.000000
6,0,0.000000,0,64,0.015618,261329,1,63,0,0.000000
7,0,0.000000,0,61,0.016392,253016,0,61,0,0.000000
8,0,0.000000,0,61,0.016384,253022,0,61,0,0.000000
9,0,0.000000,0,63,0.015625,257187,1,62,0,0.000000
10,0,0.000000,0,64,0.015621,257200,2,62,0,0.000000
11,0,0.000000,0,60,0.016912,244747,1,59,0,0.000000
12,0,0.000000,0,63,0.015877,261316,0,63,0,0.000000
13,0,0.000000,0,62,0.016126,253037,1,61,0,0.000000
14,0,0.000000,0,61,0.016393,248875,1,60,0,0.000000
15,0,0.000000,0,60,0.016656,248866,0,60,0,0.000000
16,0,0.000000,0,61,0.016387,253012,0,61,0,0.000000
17,0,0.000000,0,59,0.016691,240593,1,58,0,0.000000
18,0,0.000000,0,65,0.015625,265477,1,64,0,0.000000
19,0,0.000000,0,62,0.016115,257168,0,62,0,0.000000
20,0,0.000000,0,63,0.015874,261308,0,63,0,0.000000
21,0,0.000000,0,64,0.015622,261335,1,63,0,0.000000
22,0,0.000000,0,61,0.016379,253012,0,61,0,0.000000
23,0,0.000000,0,61,0.016395,248881,1,60,0,0.000000
24,0,0.000000,0,61,0.016392,253022,0,61,0,0.000000
25,0,0.000000,0,61,0.016385,248887,1,60,0,0.000000
26,0,0.000000,0,64,0.015626,257212,2,62,0,0.000000
27,0,0.000000,0,58,0.016970,240572,0,58,0,0.000000
28,0,0.000000,0,65,0.015619,265477,1,64,0,0.000000
29,0,0.000000,0,63,0.015872,261314,0,63,0,0.000000
30,0,0.000000,0,63,0.015864,257191,1,62,0,0.000000
31,0,0.000000,0,63,0.015395,257179,1,62,0,0.000000
32,0,0.000000,0,62,0.016606,248918,2,60,0,0.000000
33,0,0.000000,0,66,0.015147,269631,1,65,0,0.000000
34,0,0.000000,0,59,0.016687,244720,0,59,0,0.000000
35,0,0.000000,0,63,0.015868,257183,1,62,0,0.000000
36,0,0.000000,0,64,0.015864,265464,0,64,0,0.000000
37,0,0.000000,0,64,0.015630,265458,0,64,0,0.000000
38,0,0.000000,0,60,0.016399,248858,0,60,0,0.000000
39,0,0.000000,0,65,0.015616,269606,0,65,0,0.000000
40,0,0.000000,0,64,0.015623,253090,3,61,0,0.000000
41,0,0.000000,0,61,0.016387,248883,1,60,0,0.000000
42,0,0.000000,0,62,0.016126,257160,0,62,0,0.000000
43,0,0.000000,0,63,0.015805,261310,0,63,0,0.000000
44,0,0.000000,0,64,0.015690,265456,0,64,0,0.000000
45,0,0.000000,0,64,0.015617,265444,0,64,0,0.000000
46,0,0.000000,0,63,0.015868,261302,0,63,0,0.000000
47,0,0.000000,0,63,0.015866,261306,0,63,0,0.000000
48,0,0.000000,0,64,0.015493,261335,1,63,0,0.000000
49,0,0.000000,0,59,0.017085,244724,0,59,0,0.000000
50,0,0.000000,0,63,0.015869,253054,2,61,0,0.000000
51,0,0.000000,0,65,0.015149,269606,0,65,0,0.000000
52,0,0.000000,0,65,0.015609,261354,2,63,0,0.000000
53,0,0.000000,0,61,0.016406,253016,0,61,0,0.000000
54,0,0.000000,0,62,0.015877,257158,0,62,0,0.000000
55,0,0.000000,0,61,0.016395,253014,0,61,0,0.000000
56,0,0.000000,0,62,0.016361,240664,4,58,0,0.000000
57,0,0.000000,0,64,0.015622,261327,1,63,0,0.000000
58,0,0.000000,0,62,0.016134,257168,0,62,0,0.000000
59,0,0.000000,0,63,0.015858,261310,0,63,0,0.000000
60,0,0.000000,0,62,0.016126,257164,0,62,0,0.000000
61,0,0.000000,0,61,0.016391,244772,2,59,0,0.000000
62,0,0.000000,0,61,0.016384,253022,0,61,0,0.000000
63,0,0.000000,0,61,0.016392,253014,0,61,0,0.000000
64,0,0.000000,0,65,0.015388,269602,0,65,0,0.000000
65,0,0.000000,0,63,0.015862,257187,1,62,0,0.000000
66,0,0.000000,0,64,0.015621,257216,2,62,0,0.000000
67,0,0.000000,0,67,0.014922,273783,1,66,0,0.000000
68,0,0.000000,0,69,0.014492,286194,0,69,0,0.000000
69,0,0.000000,0,126,0.007930,518479,1,125,0,0.000000
70,0,0.000000,0,1,0.005200,4146,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   1.500,0.02
   1.700,0.07
   1.800,0.14
   1.900,0.23
   2.000,0.29
   2.100,0.45
   2.200,0.52
   2.300,0.72
   2.400,0.90
   2.500,0.95
   2.600,1.13
   2.700,1.17
   2.800,1.26
   2.900,1.33
   3.000,1.40
   3.100,1.42
   3.300,1.46
   3.400,1.49
   3.500,1.51
   3.600,1.55
   3.700,1.69
   3.800,1.78
   3.900,1.82
   4.000,1.89
   4.100,1.94
   4.200,1.98
   4.300,2.07
   4.400,2.09
   4.500,2.12
   4.600,2.14
   4.700,2.18
   4.800,2.21
   4.900,2.25
   5.000,2.32
   5.100,2.34
   5.200,2.36
   5.300,2.39
   5.400,2.45
   5.600,2.50
   5.700,2.55
   5.800,2.64
   6.000,2.68
   6.200,2.75
   6.300,2.82
   6.400,2.86
   6.600,2.88
   6.700,2.97
   6.800,3.00
   6.900,3.02
   7.000,3.06
   7.200,3.15
   7.300,3.22
   7.400,3.24
   7.500,3.27
   7.600,3.36
   7.700,3.42
   7.800,3.54
   7.900,3.56
   8.000,3.69
   8.100,3.76
   8.300,3.85
   8.400,3.92
   8.500,4.10
   8.600,4.26
   8.700,4.41
   8.800,4.48
   8.900,4.62
   9.000,4.86
   9.100,5.09
   9.200,5.32
   9.300,5.47
   9.400,5.70
   9.500,5.86
   9.600,6.04
   9.700,6.33
   9.800,6.71
   9.900,7.05
  10.000,8.47
  11.000,11.04
  12.000,13.27
  13.000,15.02
  14.000,16.76
  15.000,37.86
  16.000,81.69
  17.000,84.71
  18.000,87.25
  19.000,90.18
  20.000,93.47
  21.000,94.57
  22.000,95.61
  23.000,95.92
  24.000,96.13
  25.000,96.40
  26.000,96.73
  27.000,97.25
  28.000,97.52
  29.000,97.82
  30.000,98.22
  31.000,99.01
  32.000,99.35
  33.000,99.39
  35.000,99.41
  36.000,99.44
  37.000,99.48
  38.000,99.55
  40.000,99.59
  41.000,99.62
  42.000,99.68
  43.000,99.71
  44.000,99.73
  45.000,99.77
  46.000,99.84
  47.000,99.91
  58.000,99.93
  61.000,99.95
  63.000,99.98
  72.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent

Full-Test WAIT Latency
Latency (<= msec),Percent
