Per-Second Benchmark Data
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses,GET Hits,WAIT Requests,WAIT Average Latency
0,0,0.000000,0,139,0.007177,564177,3,136,0,0.000000
1,0,0.000000,0,69,0.014376,282077,1,68,0,0.000000
2,0,0.000000,0,63,0.015912,261312,0,63,0,0.000000
3,0,0.000000,0,60,0.016611,248866,0,60,0,0.000000
4,0,0.000000,0,60,0.016665,248866,0,60,0,0.000000
5,0,0.000000,0,61,0.016392,248889,1,60,0,0.000000
6,0,0.000000,0,63,0.015864,261314,0,63,0,0.000000
7,0,0.000000,0,63,0.015874,261318,0,63,0,0.000000
8,0,0.000000,0,60,0.016713,240612,2,58,0,0.000000
9,0,0.000000,0,61,0.016343,248889,1,60,0,0.000000
10,0,0.000000,0,60,0.016744,244739,1,59,0,0.000000
11,0,0.000000,0,63,0.015867,261322,0,63,0,0.000000
12,0,0.000000,0,62,0.016043,253031,1,61,0,0.000000
13,0,0.000000,0,61,0.016385,248877,1,60,0,0.000000
14,0,0.000000,0,61,0.016394,253016,0,61,0,0.000000
15,0,0.000000,0,62,0.016127,257160,0,62,0,0.000000
16,0,0.000000,0,59,0.016944,240593,1,58,0,0.000000
17,0,0.000000,0,56,0.017856,228149,1,55,0,0.000000
18,0,0.000000,0,64,0.015625,265464,0,64,0,0.000000
19,0,0.000000,0,61,0.016386,253010,0,61,0,0.000000
20,0,0.000000,0,63,0.015861,257187,1,62,0,0.000000
21,0,0.000000,0,58,0.017270,240568,0,58,0,0.000000
22,0,0.000000,0,59,0.016940,240587,1,58,0,0.000000
23,0,0.000000,0,65,0.015362,265487,1,64,0,0.000000
24,0,0.000000,0,61,0.016481,253012,0,61,0,0.000000
25,0,0.000000,0,62,0.016130,248916,2,60,0,0.000000
26,0,0.000000,0,64,0.015568,265462,0,64,0,0.000000
27,0,0.000000,0,61,0.016378,248885,1,60,0,0.000000
28,0,0.000000,0,62,0.016102,257162,0,62,0,0.000000
29,0,0.000000,0,58,0.017220,236453,1,57,0,0.000000
30,0,0.000000,0,61,0.016275,248885,1,60,0,0.000000
31,0,0.000000,0,63,0.015987,253066,2,61,0,0.000000
32,0,0.000000,0,65,0.015371,265483,1,64,0,0.000000
33,0,0.000000,0,59,0.016943,244720,0,59,0,0.000000
34,0,0.000000,0,64,0.015670,261331,1,63,0,0.000000
35,0,0.000000,0,61,0.016367,253020,0,61,0,0.000000
36,0,0.000000,0,63,0.015848,261314,0,63,0,0.000000
37,0,0.000000,0,57,0.017537,236414,0,57,0,0.000000
38,0,0.000000,0,60,0.016436,248866,0,60,0,0.000000
39,0,0.000000,0,59,0.017178,236470,2,57,0,0.000000
40,0,0.000000,0,63,0.015884,253059,2,61,0,0.000000
41,0,0.000000,0,63,0.015852,261306,0,63,0,0.000000
42,0,0.000000,0,63,0.015863,261310,0,63,0,0.000000
43,0,0.000000,0,58,0.017243,240568,0,58,0,0.000000
44,0,0.000000,0,60,0.016659,248868,0,60,0,0.000000
45,0,0.000000,0,62,0.016163,257148,0,62,0,0.000000
46,0,0.000000,0,60,0.016625,248854,0,60,0,0.000000
47,0,0.000000,0,60,0.016732,244749,1,59,0,0.000000
48,0,0.000000,0,61,0.016406,253016,0,61,0,0.000000
49,0,0.000000,0,59,0.016624,244714,0,59,0,0.000000
50,0,0.000000,0,64,0.015836,257206,2,62,0,0.000000
51,0,0.000000,0,64,0.015638,261333,1,63,0,0.000000
52,0,0.000000,0,62,0.016106,253033,1,61,0,0.000000
53,0,0.000000,0,63,0.015868,261318,0,63,0,0.000000
54,0,0.000000,0,63,0.015875,261306,0,63,0,0.000000
55,0,0.000000,0,60,0.016646,244739,1,59,0,0.000000
56,0,0.000000,0,61,0.016400,240639,3,58,0,0.000000
57,0,0.000000,0,62,0.016120,253035,1,61,0,0.000000
58,0,0.000000,0,65,0.015383,269616,0,65,0,0.000000
59,0,0.000000,0,62,0.016125,257162,0,62,0,0.000000
60,0,0.000000,0,60,0.016658,240616,2,58,0,0.000000
61,0,0.000000,0,62,0.016127,257168,0,62,0,0.000000
62,0,0.000000,0,62,0.016159,257170,0,62,0,0.000000
63,0,0.000000,0,63,0.015910,261304,0,63,0,0.000000
64,0,0.000000,0,55,0.017860,224001,1,54,0,0.000000
65,0,0.000000,0,60,0.016882,244749,1,59,0,0.000000
66,0,0.000000,0,63,0.015868,257191,1,62,0,0.000000
67,0,0.000000,0,61,0.016383,248895,1,60,0,0.000000
68,0,0.000000,0,63,0.015874,261308,0,63,0,0.000000
69,0,0.000000,0,64,0.015611,265446,0,64,0,0.000000
70,0,0.000000,0,1,0.016002,4148,0,1,0,0.000000

Full-Test GET Latency
Latency (<= msec),Percent
   1.400,0.02
   1.600,0.05
   1.700,0.07
   1.800,0.09
   1.900,0.18
   2.000,0.21
   2.100,0.27
   2.200,0.43
   2.300,0.52
   2.400,0.62
   2.500,0.75
   2.600,0.82
   2.700,0.91
   2.800,0.98
   2.900,1.03
   3.000,1.05
   3.100,1.10
   3.200,1.12
   3.300,1.26
   3.400,1.28
   3.500,1.35
   3.600,1.39
   3.800,1.41
   3.900,1.46
   4.100,1.53
   4.200,1.55
   4.300,1.57
   4.500,1.60
   4.600,1.62
   4.700,1.64
   4.900,1.67
   5.000,1.71
   5.200,1.76
   5.300,1.80
   5.400,1.87
   5.500,1.89
   5.600,1.92
   5.700,1.94
   5.800,1.99
   5.900,2.01
   6.000,2.05
   6.100,2.17
   6.200,2.19
   6.300,2.24
   6.400,2.26
   6.500,2.33
   6.600,2.37
   6.700,2.42
   6.800,2.46
   6.900,2.60
   7.000,2.65
   7.100,2.76
   7.200,2.85
   7.300,2.90
   7.400,2.97
   7.500,3.01
   7.600,3.08
   7.700,3.13
   7.800,3.17
   7.900,3.33
   8.000,3.40
   8.100,3.49
   8.200,3.58
   8.300,3.67
   8.400,3.88
   8.500,3.93
   8.600,4.06
   8.700,4.20
   8.800,4.36
   8.900,4.59
   9.000,4.77
   9.100,4.86
   9.200,5.11
   9.300,5.55
   9.400,5.98
   9.500,6.46
   9.600,6.82
   9.700,7.03
   9.800,7.42
   9.900,7.85
  10.000,10.00
  11.000,13.33
  12.000,15.11
  13.000,16.68
  14.000,18.71
  15.000,37.61
  16.000,72.32
  17.000,78.21
  18.000,86.22
  19.000,91.17
  20.000,92.70
  21.000,94.16
  22.000,94.80
  23.000,95.07
  24.000,95.28
  25.000,95.60
  26.000,96.05
  27.000,96.58
  28.000,97.06
  29.000,97.56
  30.000,97.81
  31.000,98.86
  32.000,99.00
  33.000,99.09
  34.000,99.20
  35.000,99.32
  36.000,99.41
  37.000,99.50
  38.000,99.52
  39.000,99.54
  42.000,99.57
  44.000,99.63
  45.000,99.68
  46.000,99.77
  47.000,99.89
  58.000,99.91
  62.000,99.93
  63.000,99.95
  66.000,99.98
  78.000,100.00

Full-Test SET Latency
Latency (<= msec),Percent

Full-Test WAIT Latency
Latency (<= msec),Percent
